time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:20:40.361,SNDKUSDT,1624.98000000,1625.32773122,1626.87317787,0.00000000,0.00000000,2026-08-18 16:00:00
