time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:21:01.361,XAGUSDT,63.77000000,63.71960068,64.18609890,0.00005383,0.00000000,2026-08-18 16:00:00
