time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-20 16:29:35.001,ARBUSDT,0.08956098,0.08959110,0.08946191,0.00010000,0.00010000,2026-08-21
