time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:24:06,XMRUSDT,414.70761905,414.21857143,414.80600222,0.00010403,0.00010000,2026-08-18 16:00:00
