time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:22:17,1000PEPEUSDT,0.00259482,0.00259768,0.00258911,0.00010000,0.00010000,2026-08-18 16:00:00
