time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:21:18,XRPUSDT,1.00300000,1.00328332,1.00190225,0.00005825,0.00010000,2026-08-18 16:00:00
