time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:24:15.010,GIGGLEUSDT,33.46000000,33.49392789,33.50645344,0.00005000,0.00010000,2026-08-18 16:00:00
