time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:23:34,GRVTUSDT,0.28460000,0.28464721,0.28409860,0.00005000,0.00010000,2026-08-18 16:00:00
