Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2026-08-19 18:00:00,45.75000000,45.91000000,45.65000000,45.90000000,9612.64000000,2026-08-19 18:59:59,440093.73397000,5168,5535.92600000,253461.64218000,0
2026-08-19 19:00:00,45.89000000,46.07000000,45.80000000,46.04000000,9848.85400000,2026-08-19 19:59:59,452541.36311000,5048,6012.94500000,276281.70993000,0
2026-08-19 20:00:00,46.04000000,46.89000000,46.03000000,46.62000000,31270.97800000,2026-08-19 20:59:59,1450388.13969000,12277,17377.85500000,806520.14216000,0
2026-08-19 21:00:00,46.63000000,47.23000000,46.32000000,47.14000000,53828.07300000,2026-08-19 21:59:59,2525463.40548000,24601,26523.09900000,1245130.67682000,0
2026-08-19 22:00:00,47.15000000,47.24000000,46.46000000,46.65000000,24386.82700000,2026-08-19 22:59:59,1138854.01247000,12964,14558.53200000,679730.68041000,0
2026-08-19 23:00:00,46.64000000,46.80000000,46.50000000,46.80000000,10585.37200000,2026-08-19 23:59:59,493667.25256000,6577,7114.37200000,331774.80558000,0
2026-08-20 00:00:00,46.80000000,47.29000000,46.79000000,47.09000000,11010.56900000,2026-08-20 00:59:59,517933.72585000,7121,6063.70400000,285318.24207000,0
2026-08-20 01:00:00,47.10000000,47.19000000,46.87000000,47.10000000,8166.71900000,2026-08-20 01:59:59,383774.81997000,5621,2787.82100000,131085.32805000,0
2026-08-20 02:00:00,47.10000000,47.12000000,46.77000000,46.79000000,5318.06200000,2026-08-20 02:59:59,249924.75394000,3487,1926.24600000,90521.73653000,0
2026-08-20 03:00:00,46.78000000,46.83000000,46.48000000,46.75000000,11568.18700000,2026-08-20 03:59:59,539713.13667000,5227,6253.00600000,291700.42365000,0
2026-08-20 04:00:00,46.76000000,46.95000000,46.72000000,46.89000000,8995.16700000,2026-08-20 04:59:59,421511.35847000,3536,4685.14600000,219543.22103000,0
2026-08-20 05:00:00,46.89000000,46.92000000,46.74000000,46.81000000,4447.38000000,2026-08-20 05:59:59,208349.53848000,2964,2706.29000000,126783.35576000,0
2026-08-20 06:00:00,46.81000000,47.06000000,46.74000000,46.99000000,8543.24600000,2026-08-20 06:59:59,400620.51855000,4785,4284.33900000,201008.06705000,0
2026-08-20 07:00:00,46.98000000,47.00000000,46.69000000,46.85000000,7337.14700000,2026-08-20 07:59:59,343927.44969000,3655,3398.41400000,159243.80988000,0
2026-08-20 08:00:00,46.85000000,47.67000000,46.83000000,47.55000000,22040.58800000,2026-08-20 08:59:59,1044485.38462000,11530,13072.08800000,619467.27927000,0
2026-08-20 09:00:00,47.55000000,47.71000000,47.15000000,47.20000000,28350.36100000,2026-08-20 09:59:59,1344656.34943000,10910,12762.94300000,605851.87975000,0
2026-08-20 10:00:00,47.20000000,47.59000000,47.16000000,47.38000000,14685.60300000,2026-08-20 10:59:59,696287.20016000,6721,9172.11600000,434991.15462000,0
2026-08-20 11:00:00,47.38000000,47.58000000,47.25000000,47.37000000,11824.61800000,2026-08-20 11:59:59,560676.05105000,6471,6337.05500000,300426.50754000,0
