time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:20:49.361,XAUUSDT,4360.38000000,4359.09365430,4374.28578012,0.00000000,0.00000000,2026-08-18 16:00:00
