ts,open,high,low,close,confirm
1785880800000,1.0764,1.0774,1.0744,1.0762,1
1785884400000,1.0762,1.0789,1.0736,1.0739,1
1785888000000,1.0739,1.0742,1.0694,1.0703,1
1785891600000,1.0703,1.0736,1.0684,1.0732,1
1785895200000,1.0732,1.0769,1.0728,1.0741,1
1785898800000,1.0741,1.0748,1.0661,1.0677,1
1785902400000,1.0677,1.068,1.0664,1.0673,1
1785906000000,1.0673,1.0729,1.067,1.0698,1
1785909600000,1.0698,1.0708,1.0684,1.0689,1
1785913200000,1.0689,1.0692,1.0641,1.0672,1
1785916800000,1.0672,1.0678,1.0652,1.0657,1
1785920400000,1.0657,1.0669,1.0647,1.0648,1
1785924000000,1.0648,1.0648,1.0613,1.0617,1
1785927600000,1.0617,1.0627,1.0602,1.0611,1
1785931200000,1.0611,1.0688,1.0608,1.0637,1
1785934800000,1.0637,1.0641,1.0548,1.0618,1
1785938400000,1.0618,1.0656,1.0597,1.0652,1
1785942000000,1.0652,1.0671,1.0605,1.0607,1
1785945600000,1.0607,1.0691,1.0606,1.0673,1
1785949200000,1.0673,1.0719,1.0668,1.0705,1
1785952800000,1.0705,1.0732,1.0686,1.0695,1
1785956400000,1.0694,1.0721,1.0686,1.0701,1
1785960000000,1.0701,1.0725,1.0677,1.0697,1
1785963600000,1.0697,1.0698,1.0641,1.0651,1
1785967200000,1.0651,1.0656,1.0623,1.0623,1
1785970800000,1.0623,1.0634,1.0607,1.0622,1
1785974400000,1.0622,1.0636,1.0613,1.0627,1
1785978000000,1.0627,1.0627,1.0535,1.0539,1
1785981600000,1.0539,1.0548,1.042,1.0472,1
1785985200000,1.0472,1.0478,1.0417,1.0433,1
1785988800000,1.0433,1.0483,1.0399,1.048,1
1785992400000,1.048,1.0522,1.048,1.0522,1
1785996000000,1.0523,1.0525,1.0497,1.0518,1
1785999600000,1.0518,1.0519,1.0483,1.0493,1
1786003200000,1.0493,1.0583,1.0483,1.0559,1
1786006800000,1.0559,1.0566,1.0418,1.0453,1
1786010400000,1.0453,1.0475,1.0425,1.0475,1
1786014000000,1.0475,1.0516,1.0457,1.0504,1
1786017600000,1.0504,1.0504,1.0461,1.0467,1
1786021200000,1.0467,1.0474,1.0427,1.0457,1
1786024800000,1.0457,1.0482,1.0424,1.0477,1
1786028400000,1.0477,1.0542,1.0475,1.0492,1
1786032000000,1.0492,1.0498,1.0432,1.046,1
1786035600000,1.046,1.0491,1.0405,1.0416,1
1786039200000,1.0416,1.0429,1.0344,1.0359,1
1786042800000,1.0359,1.0386,1.0327,1.0351,1
1786046400000,1.0351,1.0375,1.0327,1.0332,1
1786050000000,1.0332,1.0365,1.0329,1.0361,1
1786053600000,1.0361,1.0375,1.035,1.0373,1
1786057200000,1.0373,1.0373,1.0299,1.035,1
1786060800000,1.035,1.0368,1.0315,1.0363,1
1786064400000,1.0363,1.0393,1.0354,1.0379,1
1786068000000,1.0379,1.0381,1.0277,1.0304,1
1786071600000,1.0304,1.031,1.0195,1.0211,1
1786075200000,1.0211,1.0235,1.0181,1.0205,1
1786078800000,1.0205,1.0226,1.0151,1.0213,1
1786082400000,1.0213,1.0288,1.0207,1.0261,1
1786086000000,1.0261,1.029,1.0249,1.0286,1
1786089600000,1.0286,1.0318,1.0271,1.0312,1
1786093200000,1.0312,1.0373,1.0311,1.036,1
1786096800000,1.036,1.0373,1.0344,1.0346,1
1786100400000,1.0346,1.0369,1.0322,1.0338,1
1786104000000,1.0338,1.0425,1.0336,1.038,1
1786107600000,1.038,1.0413,1.0356,1.0362,1
