ts,open,high,low,close,confirm
1785880800000,1872.29,1876.9,1868.58,1875.71,1
1785884400000,1875.71,1881.35,1869.1,1869.85,1
1785888000000,1869.85,1873.67,1863.4,1864.03,1
1785891600000,1864.01,1874.37,1861.37,1873.37,1
1785895200000,1873.37,1878.05,1872.53,1874.55,1
1785898800000,1874.55,1876.22,1864.06,1867.83,1
1785902400000,1867.83,1869.72,1865.02,1867.51,1
1785906000000,1867.51,1877.62,1867.27,1873.45,1
1785909600000,1873.45,1873.74,1868.3,1869.83,1
1785913200000,1869.83,1872.45,1863.66,1872.43,1
1785916800000,1872.43,1874.61,1867.86,1869.89,1
1785920400000,1869.9,1874.76,1868.87,1871.97,1
1785924000000,1871.97,1876.06,1866.15,1868.37,1
1785927600000,1868.37,1871.15,1867.32,1868.91,1
1785931200000,1868.91,1885.26,1867.66,1876.18,1
1785934800000,1876.18,1879.52,1855.49,1878.65,1
1785938400000,1878.65,1882.83,1869.29,1875.9,1
1785942000000,1875.9,1882.69,1872.93,1873.9,1
1785945600000,1873.9,1897.31,1873.42,1895.68,1
1785949200000,1895.68,1917.78,1891.11,1916.82,1
1785952800000,1916.82,1928.04,1913.98,1918.2,1
1785956400000,1918.18,1921.1,1915.75,1917.01,1
1785960000000,1917.01,1924.64,1916.67,1917.08,1
1785963600000,1917.09,1917.4,1907.07,1908.79,1
1785967200000,1908.79,1913.53,1906.68,1906.92,1
1785970800000,1906.94,1912.32,1904.55,1909,1
1785974400000,1909,1913.94,1907.31,1910.47,1
1785978000000,1910.47,1911.25,1903.43,1906.84,1
1785981600000,1906.84,1910.92,1895.14,1899.31,1
1785985200000,1899.31,1899.62,1895.45,1899.02,1
1785988800000,1899.02,1908.22,1895.81,1907.82,1
1785992400000,1907.83,1918.69,1907.36,1914.35,1
1785996000000,1914.35,1914.81,1909.62,1913.67,1
1785999600000,1913.67,1915.33,1907.65,1909.33,1
1786003200000,1909.33,1919.57,1908.53,1916.33,1
1786006800000,1916.33,1916.9,1904.89,1907.78,1
1786010400000,1907.78,1907.78,1901.62,1902.6,1
1786014000000,1902.6,1909.31,1896.87,1907.76,1
1786017600000,1907.76,1908.14,1898.94,1899.03,1
1786021200000,1899.04,1911.29,1892.73,1907.54,1
1786024800000,1907.54,1918.36,1903.58,1915.04,1
1786028400000,1915.04,1919.85,1910.5,1910.83,1
1786032000000,1910.83,1916.69,1908.64,1915.75,1
1786035600000,1915.75,1918.6,1910.45,1914.11,1
