Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2023-05-05 16:00:00,0.0039485,0.0044583,0.0038148,0.0042176,15970220383,2023-05-05 16:59:59,67256578.1426557,189648,8178822194,34454215.6837206,0
2023-05-05 17:00:00,0.0042166,0.0043189,0.0035100,0.0037650,47224536536,2023-05-05 17:59:59,181401569.5790258,529011,23032302275,88441221.4735540,0
2023-05-05 18:00:00,0.0037684,0.0038377,0.0029441,0.0030794,85692974563,2023-05-05 18:59:59,277233120.7336936,834390,42214352314,136576397.2519959,0
2023-05-05 19:00:00,0.0030764,0.0034592,0.0030081,0.0033442,49348390226,2023-05-05 19:59:59,159002679.8451048,512377,25217919247,81260475.5905447,0
2023-05-05 20:00:00,0.0033461,0.0035687,0.0032080,0.0035115,31372527293,2023-05-05 20:59:59,106499646.6521897,380626,16192372788,55014668.5851723,0
2023-05-05 21:00:00,0.0035115,0.0035700,0.0031300,0.0031977,29456704270,2023-05-05 21:59:59,98731516.1886896,349433,14556159006,48791681.9048506,0
2023-05-05 22:00:00,0.0031971,0.0034247,0.0031589,0.0033302,21183505198,2023-05-05 22:59:59,70034211.0518262,272075,10712340778,35415618.4915081,0
2023-05-05 23:00:00,0.0033302,0.0038300,0.0033201,0.0037211,25297882764,2023-05-05 23:59:59,90518467.8819453,341148,13067318746,46796477.5670521,0
2023-05-06 00:00:00,0.0037212,0.0038333,0.0034635,0.0035418,27512435163,2023-05-06 00:59:59,101153868.3260686,380312,13388774657,49268683.6899186,0
2023-05-06 01:00:00,0.0035418,0.0036091,0.0031449,0.0032739,28980092965,2023-05-06 01:59:59,98097076.5347797,347551,14078792669,47684396.9366379,0
2023-05-06 02:00:00,0.0032759,0.0033423,0.0029666,0.0030138,29347650777,2023-05-06 02:59:59,93778524.1511199,309884,14132389071,45242262.5964076,0
2023-05-06 03:00:00,0.0030141,0.0031813,0.0029291,0.0030321,26216830310,2023-05-06 03:59:59,79821928.4112548,256065,12910380734,39343339.7582471,0
2023-05-06 04:00:00,0.0030333,0.0032889,0.0030290,0.0032015,21641995282,2023-05-06 04:59:59,68020208.5398766,227845,11322422290,35606433.2455943,0
2023-05-06 05:00:00,0.0032014,0.0032456,0.0030200,0.0030838,18633660211,2023-05-06 05:59:59,57985948.4420319,188579,9055215128,28185086.5864500,0
2023-05-06 06:00:00,0.0030838,0.0031235,0.0025794,0.0027556,65706221280,2023-05-06 06:59:59,184233352.2205893,511104,30836547442,86438225.6297055,0
2023-05-06 07:00:00,0.0027550,0.0028464,0.0027100,0.0027573,27812700682,2023-05-06 07:59:59,77033897.4421765,213004,13662800986,37868051.5084812,0
2023-05-06 08:00:00,0.0027552,0.0029100,0.0027275,0.0028601,25416036703,2023-05-06 08:59:59,71981304.9969732,228466,12963801160,36726520.1905663,0
2023-05-06 09:00:00,0.0028603,0.0029400,0.0027284,0.0028900,25353442699,2023-05-06 09:59:59,71818261.5996340,237687,12623938011,35805030.4386872,0
2023-05-06 10:00:00,0.0028902,0.0031639,0.0028718,0.0031415,35227660220,2023-05-06 10:59:59,106355753.3616004,333458,18990286455,57360833.8049203,0
2023-05-06 11:00:00,0.0031408,0.0031429,0.0030067,0.0030846,23603081122,2023-05-06 11:59:59,72652161.1111893,231683,11538869423,35537060.5118897,0
2023-05-06 12:00:00,0.0030832,0.0031047,0.0029416,0.0030905,27764410719,2023-05-06 12:59:59,83830255.6742763,282471,13957004788,42176851.8977208,0
2023-05-06 13:00:00,0.0030905,0.0031071,0.0028120,0.0028921,30809698793,2023-05-06 13:59:59,90528294.1560499,285245,15076201850,44280064.9903014,0
2023-05-06 14:00:00,0.0028921,0.0029175,0.0027300,0.0028713,32685542628,2023-05-06 14:59:59,92740468.1878162,299259,16020394703,45486151.1994435,0
2023-05-06 15:00:00,0.0028712,0.0029814,0.0028000,0.0029296,24765441945,2023-05-06 15:59:59,72227340.5979616,243405,12676028621,37000696.0534537,0
2023-05-06 16:00:00,0.0029295,0.0030684,0.0028900,0.0029515,24127550180,2023-05-06 16:59:59,72113028.5978193,251317,12301321854,36793968.3904606,0
2023-05-06 17:00:00,0.0029514,0.0030120,0.0028042,0.0028693,20062624110,2023-05-06 17:59:59,58628821.6400910,215277,9654971045,28246957.2634149,0
2023-05-06 18:00:00,0.0028693,0.0029050,0.0027251,0.0027687,18151378124,2023-05-06 18:59:59,51545183.6815225,183044,8580087926,24393414.1817524,0
2023-05-06 19:00:00,0.0027687,0.0027864,0.0024468,0.0025779,53311621031,2023-05-06 19:59:59,138070474.9519532,429016,25217175827,65341415.7553083,0
2023-05-06 20:00:00,0.0025776,0.0026639,0.0025013,0.0025344,23671264274,2023-05-06 20:59:59,61503829.2632552,208725,11542189098,30008084.9238471,0
2023-05-06 21:00:00,0.0025349,0.0026101,0.0022908,0.0023704,43454847913,2023-05-06 21:59:59,104912393.6060484,333626,20515868019,49574793.2941449,0
2023-05-06 22:00:00,0.0023703,0.0024473,0.0023286,0.0024010,23899622204,2023-05-06 22:59:59,57266830.9401095,207909,11956382852,28664960.6983160,0
2023-05-06 23:00:00,0.0024011,0.0026760,0.0024000,0.0026200,29299502953,2023-05-06 23:59:59,74517844.1887932,257732,15566298676,39585529.1607102,0
2023-05-07 00:00:00,0.0026197,0.0026865,0.0024348,0.0024791,25679039727,2023-05-07 00:59:59,65981838.9447699,235040,12225756059,31442665.3167545,0
2023-05-07 01:00:00,0.0024789,0.0026259,0.0024724,0.0025540,19041307064,2023-05-07 01:59:59,48354336.1059103,190630,10073789328,25577928.9737688,0
2023-05-07 02:00:00,0.0025539,0.0026899,0.0025200,0.0025480,16981667759,2023-05-07 02:59:59,44222580.3129782,172615,8644726679,22525334.8514556,0
2023-05-07 03:00:00,0.0025479,0.0026306,0.0025000,0.0025990,11979149655,2023-05-07 03:59:59,30664563.0393529,120309,6427399511,16463133.7286208,0
2023-05-07 04:00:00,0.0025990,0.0026600,0.0025435,0.0025654,14074517556,2023-05-07 04:59:59,36704417.3871288,142676,6618373726,17271703.4853946,0
2023-05-07 05:00:00,0.0025653,0.0026000,0.0025149,0.0025580,12783738465,2023-05-07 05:59:59,32744446.8597679,129818,6496579700,16646845.7778915,0
2023-05-07 06:00:00,0.0025582,0.0025913,0.0024101,0.0025753,24208179077,2023-05-07 06:59:59,60885911.7796291,221598,11954346711,30064316.2404730,0
2023-05-07 07:00:00,0.0025753,0.0026600,0.0025611,0.0026327,16296888513,2023-05-07 07:59:59,42475326.4306684,159955,8694366382,22673488.0823428,0
2023-05-07 08:00:00,0.0026328,0.0026660,0.0025300,0.0025702,15004849929,2023-05-07 08:59:59,39106902.6775850,149308,7208527129,18803466.1717477,0
2023-05-07 09:00:00,0.0025705,0.0025918,0.0025104,0.0025412,12212469783,2023-05-07 09:59:59,31214189.5114514,129299,6229509314,15929021.4368436,0
2023-05-07 10:00:00,0.0025412,0.0028680,0.0025222,0.0027847,37555718447,2023-05-07 10:59:59,101734520.0997390,308317,20220290821,54732144.9049096,0
2023-05-07 11:00:00,0.0027849,0.0028300,0.0027034,0.0027692,24529451940,2023-05-07 11:59:59,67642758.2577706,226067,12531504856,34579608.1692480,0
2023-05-07 12:00:00,0.0027689,0.0028950,0.0027181,0.0028277,23202086701,2023-05-07 12:59:59,65034387.0199174,221304,12099409531,33939325.8084403,0
2023-05-07 13:00:00,0.0028272,0.0030313,0.0027616,0.0029975,37285177747,2023-05-07 13:59:59,108492327.0290111,322761,19824941710,57731394.6255198,0
2023-05-07 14:00:00,0.0029975,0.0030898,0.0029200,0.0029965,35029307387,2023-05-07 14:59:59,105477783.6488750,306074,17214051833,51872444.9064098,0
2023-05-07 15:00:00,0.0029969,0.0029971,0.0027869,0.0028171,31057057708,2023-05-07 15:59:59,89096040.8572483,250037,14445099812,41427774.3607595,0
2023-05-07 16:00:00,0.0028170,0.0028771,0.0026600,0.0027111,34335650076,2023-05-07 16:59:59,94905595.3817098,271699,16479645844,45605189.9928066,0
2023-05-07 17:00:00,0.0027111,0.0027910,0.0027000,0.0027200,16457341055,2023-05-07 17:59:59,45155663.7051780,147167,8364172233,22958345.8567464,0
2023-05-07 18:00:00,0.0027200,0.0029161,0.0027188,0.0027559,23741314663,2023-05-07 18:59:59,66754319.3264440,219785,12347668255,34740201.3202338,0
2023-05-07 19:00:00,0.0027553,0.0028600,0.0027543,0.0028220,17353486158,2023-05-07 19:59:59,48903267.7016440,180893,9298753979,26210540.6881008,0
2023-05-07 20:00:00,0.0028219,0.0028589,0.0027424,0.0028167,15448316790,2023-05-07 20:59:59,43343923.9284354,167915,7444880055,20898763.1868255,0
2023-05-07 21:00:00,0.0028168,0.0028452,0.0027040,0.0027396,13472656872,2023-05-07 21:59:59,37559163.3232213,141154,6511209544,18167620.8041364,0
2023-05-07 22:00:00,0.0027400,0.0028488,0.0026916,0.0028148,13832147397,2023-05-07 22:59:59,38339330.4542245,138953,7002487511,19430187.9099496,0
2023-05-07 23:00:00,0.0028148,0.0029056,0.0027718,0.0027902,17095547059,2023-05-07 23:59:59,48659604.2568059,177015,8342117646,23771374.0298439,0
2023-05-08 00:00:00,0.0027901,0.0028049,0.0026660,0.0027030,20123602272,2023-05-08 00:59:59,54978375.2352377,190793,10002149713,27334590.9380743,0
2023-05-08 01:00:00,0.0027030,0.0027599,0.0024630,0.0025067,28335836209,2023-05-08 01:59:59,73502718.8281298,236629,13051032053,33846479.1167261,0
2023-05-08 02:00:00,0.0025060,0.0025476,0.0024467,0.0025309,17317601808,2023-05-08 02:59:59,43241563.5328157,163965,8829217548,22061765.6468326,0
2023-05-08 03:00:00,0.0025301,0.0025812,0.0024874,0.0025448,13083103904,2023-05-08 03:59:59,33127030.9833250,119090,6342814917,16072079.5504710,0
2023-05-08 04:00:00,0.0025448,0.0025600,0.0023550,0.0024227,18700540637,2023-05-08 04:59:59,45837022.4145823,141804,8637785934,21177404.4491343,0
2023-05-08 05:00:00,0.0024228,0.0024742,0.0024010,0.0024412,12995026385,2023-05-08 05:59:59,31613830.6443561,109054,6348028582,15451824.1201676,0
2023-05-08 06:00:00,0.0024414,0.0024698,0.0022657,0.0023076,25706909926,2023-05-08 06:59:59,60817498.5074245,183639,11841248143,28021332.1276731,0
2023-05-08 07:00:00,0.0023071,0.0023524,0.0022242,0.0023053,29124846940,2023-05-08 07:59:59,67004755.8120467,212277,14243237326,32793682.0131498,0
2023-05-08 08:00:00,0.0023054,0.0023300,0.0021350,0.0021706,42859182983,2023-05-08 08:59:59,95422078.2147010,290085,20551969349,45787631.2224617,0
2023-05-08 09:00:00,0.0021709,0.0022987,0.0021653,0.0022839,31695262904,2023-05-08 09:59:59,71002182.0380451,209921,16780625074,37611666.2766700,0
2023-05-08 10:00:00,0.0022838,0.0023265,0.0022607,0.0023047,20637224084,2023-05-08 10:59:59,47379774.9409878,148612,10375176437,23831695.3532027,0
2023-05-08 11:00:00,0.0023045,0.0023888,0.0022641,0.0022944,25416825126,2023-05-08 11:59:59,59001474.0428352,176214,12668295081,29426921.0028636,0
2023-05-08 12:00:00,0.0022944,0.0022945,0.0022193,0.0022337,25612399796,2023-05-08 12:59:59,57730176.6991078,186535,12198572772,27503325.5030284,0
2023-05-08 13:00:00,0.0022333,0.0023200,0.0022117,0.0022685,24001512930,2023-05-08 13:59:59,54589916.0457211,181655,12335496100,28057728.0847326,0
2023-05-08 14:00:00,0.0022684,0.0022686,0.0020230,0.0021177,93266947005,2023-05-08 14:59:59,196474797.9679237,554143,45138428276,95048954.6353032,0
2023-05-08 15:00:00,0.0021176,0.0021564,0.0020710,0.0021238,41985359545,2023-05-08 15:59:59,88748216.4734578,291231,20678267103,43743663.8805367,0
2023-05-08 16:00:00,0.0021238,0.0021770,0.0019360,0.0019485,76649178459,2023-05-08 16:59:59,155608091.8399087,469023,36633639861,74480028.2805274,0
2023-05-08 17:00:00,0.0019489,0.0019670,0.0018140,0.0018354,108587782083,2023-05-08 17:59:59,203350466.5861243,539091,53064907496,99365250.1287989,0
2023-05-08 18:00:00,0.0018387,0.0018600,0.0015351,0.0017344,148525098766,2023-05-08 18:59:59,248543393.6597887,661764,73571445494,123279670.8358958,0
2023-05-08 19:00:00,0.0017344,0.0018393,0.0017060,0.0017255,79590491568,2023-05-08 19:59:59,141609974.1695968,414553,39812335537,70873742.6164715,0
2023-05-08 20:00:00,0.0017255,0.0019378,0.0017140,0.0019048,73279779970,2023-05-08 20:59:59,135695732.4361320,405566,39450269678,73089235.8566864,0
2023-05-08 21:00:00,0.0019048,0.0020561,0.0018550,0.0020174,50798893776,2023-05-08 21:59:59,98758214.0808205,298482,26095073070,50773605.4527559,0
2023-05-08 22:00:00,0.0020173,0.0020366,0.0018697,0.0019266,35571257210,2023-05-08 22:59:59,69567472.1116947,232529,16969720014,33216281.5818009,0
2023-05-08 23:00:00,0.0019265,0.0020491,0.0018599,0.0019464,34136308084,2023-05-08 23:59:59,65810221.9271817,216142,17617101832,34006286.5770741,0
2023-05-09 00:00:00,0.0019462,0.0019571,0.0017687,0.0018139,36272350140,2023-05-09 00:59:59,67933748.6100422,218481,17064670294,32009845.1709759,0
2023-05-09 01:00:00,0.0018136,0.0019321,0.0017862,0.0019016,28205812477,2023-05-09 01:59:59,52151631.9213883,182250,14762661893,27336055.0554812,0
2023-05-09 02:00:00,0.0019015,0.0019417,0.0018350,0.0019232,28310536094,2023-05-09 02:59:59,53446923.0787781,181161,14380065986,27176190.7275563,0
2023-05-09 03:00:00,0.0019236,0.0019419,0.0018290,0.0018626,23893927400,2023-05-09 03:59:59,44925954.0526121,152723,11472151250,21587502.3271976,0
2023-05-09 04:00:00,0.0018625,0.0019372,0.0018418,0.0018800,21606812037,2023-05-09 04:59:59,40927091.7655992,151117,11290160079,21398262.7981248,0
2023-05-09 05:00:00,0.0018800,0.0018947,0.0018500,0.0018629,18192021111,2023-05-09 05:59:59,33985625.5830189,127936,9007788213,16837542.1578925,0
2023-05-09 06:00:00,0.0018629,0.0018899,0.0017691,0.0018801,37633299304,2023-05-09 06:59:59,68858362.1501601,225546,18641267639,34130530.2510091,0
2023-05-09 07:00:00,0.0018801,0.0020671,0.0018733,0.0020380,53427709033,2023-05-09 07:59:59,104772934.5940228,320862,29357760888,57621463.9650914,0
