time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:23:41.001,TAOUSDT,191.88000000,191.97942588,191.81831447,0.00005000,0.00010000,2026-08-18 16:00:00
