fundingTime,fundingRate,realizedRate,instId,method
1787299200000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1787270400000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1787241600000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1787212800000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1787184000000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1787155200000,0.0000089315818707,0.0000089315818707,SOL-USDT-SWAP,current_period
1787126400000,0.0000472302301921,0.0000472302301921,SOL-USDT-SWAP,current_period
1787097600000,0.0000415231729563,0.0000415231729563,SOL-USDT-SWAP,current_period
1787068800000,0.0000862968923199,0.0000862968923199,SOL-USDT-SWAP,current_period
1787040000000,-0.0000024226166205,-0.0000024226166205,SOL-USDT-SWAP,current_period
1787011200000,0.0000054533403589,0.0000054533403589,SOL-USDT-SWAP,current_period
1786982400000,0.0000061053064334,0.0000061053064334,SOL-USDT-SWAP,current_period
1786953600000,-0.0000195760247214,-0.0000195760247214,SOL-USDT-SWAP,current_period
1786924800000,-0.0000349471773002,-0.0000349471773002,SOL-USDT-SWAP,current_period
1786896000000,0.0000123676259471,0.0000123676259471,SOL-USDT-SWAP,current_period
1786867200000,0.0000636672098694,0.0000636672098694,SOL-USDT-SWAP,current_period
1786838400000,-0.0000332323963334,-0.0000332323963334,SOL-USDT-SWAP,current_period
1786809600000,-0.000026060195802,-0.000026060195802,SOL-USDT-SWAP,current_period
1786780800000,-0.0000111857401691,-0.0000111857401691,SOL-USDT-SWAP,current_period
1786752000000,-0.000038700510289,-0.000038700510289,SOL-USDT-SWAP,current_period
1786723200000,0.0000121511314192,0.0000121511314192,SOL-USDT-SWAP,current_period
1786694400000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1786665600000,0.0000606921464691,0.0000606921464691,SOL-USDT-SWAP,current_period
1786636800000,0.0000016208619015,0.0000016208619015,SOL-USDT-SWAP,current_period
1786608000000,0.0000313706796676,0.0000313706796676,SOL-USDT-SWAP,current_period
1786579200000,0.0000060345192828,0.0000060345192828,SOL-USDT-SWAP,current_period
1786550400000,-0.0000176303425132,-0.0000176303425132,SOL-USDT-SWAP,current_period
1786521600000,0.000085079375845,0.000085079375845,SOL-USDT-SWAP,current_period
1786492800000,-0.0000439073517669,-0.0000439073517669,SOL-USDT-SWAP,current_period
1786464000000,0.0000008607303281,0.0000008607303281,SOL-USDT-SWAP,current_period
1786435200000,0.0000678254734842,0.0000678254734842,SOL-USDT-SWAP,current_period
1786406400000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1786377600000,0.0000922707840832,0.0000922707840832,SOL-USDT-SWAP,current_period
1786348800000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1786320000000,0.0000925266597201,0.0000925266597201,SOL-USDT-SWAP,current_period
1786291200000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1786262400000,0.0000875975210181,0.0000875975210181,SOL-USDT-SWAP,current_period
1786233600000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1786204800000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1786176000000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1786147200000,0.0001,0.0001,SOL-USDT-SWAP,current_period
1786118400000,0.0000617651902679,0.0000617651902679,SOL-USDT-SWAP,current_period
1786089600000,0.0000172747037281,0.0000172747037281,SOL-USDT-SWAP,current_period
1786060800000,0.0000076555869436,0.0000076555869436,SOL-USDT-SWAP,current_period
1786032000000,-0.000002762193192,-0.000002762193192,SOL-USDT-SWAP,current_period
1786003200000,-0.0000164868136572,-0.0000164868136572,SOL-USDT-SWAP,current_period
1785974400000,0.0000469331134262,0.0000469331134262,SOL-USDT-SWAP,current_period
1785945600000,0.0000450988865389,0.0000450988865389,SOL-USDT-SWAP,current_period
1785916800000,0.0000615028205225,0.0000615028205225,SOL-USDT-SWAP,current_period
1785888000000,0.0000614382973877,0.0000614382973877,SOL-USDT-SWAP,current_period
