time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-20 16:29:48,POLUSDT,0.08206378,0.08211550,0.08221777,0.00005000,0.00010000,2026-08-20 20:00:00
