time,low,high,open,close,volume
1735689600,188.58,192.3,188.82,192.14,57944.1703579
1735693200,189.96,192.24,192.14,190.31,30579.32442867
1735696800,190.05,191.66,190.31,191.16,26602.45375247
1735700400,189.65,191.16,191.16,190.02,38085.93319739
1735704000,188.94,190.02,190.02,189.01,35199.82813135
1735707600,188.9,190.17,189.06,189.69,25252.13990833
1735711200,188.97,189.91,189.68,189.88,15768.56987758
1735714800,189.27,190.42,189.86,189.67,44153.269124
1735718400,188.92,190.37,189.67,189.02,15964.84668576
1735722000,187.6,189.38,189.02,188.77,18287.14671135
1735725600,188.77,190.62,188.77,189.85,20221.89083435
1735729200,189.49,191.46,189.85,190.99,23969.83978832
1735732800,190.1,191.37,190.97,190.55,23880.49607614
1735736400,189.17,190.89,190.55,189.84,19500.11793014
1735740000,188.76,191.06,189.83,190.47,19866.72246452
1735743600,189.57,191.7,190.47,191.46,26309.4365348
1735747200,189.62,191.83,191.46,190.12,29489.60234068
1735750800,188.8,190.26,190.13,190.15,28147.42425941
1735754400,189.44,191.75,190.15,191.21,28162.09986275
1735758000,191.01,193.5,191.21,192.7,56968.75557519
1735761600,192.7,194.14,192.7,193.92,40774.5826175
1735765200,193.24,194.99,193.94,194.24,34759.21107893
1735768800,193.24,194.51,194.25,194.03,23708.40364489
1735772400,193.36,194.72,194.07,193.84,26995.88330146
1735776000,193.04,196.75,193.84,195.82,81121.26240341
1735779600,195.67,198,195.85,197.33,44710.23074681
1735783200,197.1,199,197.33,199,44810.87197873
1735786800,197.46,199.27,198.99,198.16,34122.66187093
1735790400,198.15,204.44,198.15,204.09,78136.61789007
1735794000,202.97,205.16,204.12,204.24,48488.53918052
1735797600,203.61,205.57,204.24,205.02,46095.36572454
1735801200,204.91,206.6,205.02,205.61,35695.01532842
1735804800,205.42,206.77,205.61,206.52,26724.15247737
1735808400,206.01,207.65,206.51,207.13,32788.76567205
1735812000,206.45,207.49,207.09,206.76,21741.57567604
1735815600,206.68,208.64,206.76,208.32,27608.62514066
1735819200,207.47,209.27,208.3,208.12,52441.35792536
1735822800,207.37,208.43,208.12,207.95,31154.47804943
1735826400,206.5,210.23,207.95,208.02,63153.99771158
1735830000,205.25,208.16,208.01,206.54,46628.5194707
1735833600,205.72,208.93,206.53,207.27,55994.01237554
1735837200,204.54,208.01,207.26,205.86,41076.94259502
1735840800,204.75,206.6,205.85,206.27,24722.108951
1735844400,206,207.66,206.27,206.49,26955.74382355
