time,low,high,open,close,volume
1755720000,114003.01,114399.32,114279.3,114382.5,201.86922629
1755723600,113992.42,114493.46,114382.5,114362.66,210.03480305
1755727200,114202.92,114627.37,114362.67,114603.21,147.8848226
1755730800,114209.78,114625,114604.06,114276,145.11893568
1755734400,114012.39,114500,114276,114291.55,192.1836078
1755738000,113949.2,114735.61,114291.55,114719.82,213.36769853
1755741600,113895.87,114812,114719.81,114028.97,206.1775166
1755745200,113947.16,114534.72,114028.96,113953.7,144.03461797
1755748800,113777.78,114029.01,113950.23,113788.75,92.04101532
1755752400,113617.04,114010.78,113788.75,113977.78,101.4957389
1755756000,113602.76,113977.78,113977.77,113795.44,88.16901823
1755759600,113550.19,113917.75,113795.09,113873.16,202.78598421
1755763200,113566.93,113976,113873.16,113566.94,144.02889682
1755766800,113261.29,113593.85,113566.94,113352.92,280.2448483
1755770400,113191.76,113465.85,113352.93,113318.46,152.19869448
1755774000,112975.93,113526.06,113318.46,113121.25,126.357985
1755777600,112904.87,113400,113121.24,113073.52,145.26473555
1755781200,113019.38,113723.28,113073.52,113459.78,325.45419666
1755784800,112890.42,113980,113460.19,113260.89,493.5742173
1755788400,112561.79,113368.49,113260.88,112762.44,962.44420165
1755792000,112289.69,112950.22,112765.93,112354.93,474.94400204
1755795600,112150,112567.95,112356.07,112389.65,323.47509088
1755799200,112172.76,112656.33,112389.65,112571.11,186.17143802
1755802800,111964,112712.04,112571.1,112160.29,557.12566488
1755806400,112031.34,112833.18,112148.58,112412.16,238.44029714
1755810000,112062.49,112708,112412.79,112590.61,163.15548323
1755813600,112374.68,112689.06,112590.6,112470.97,123.61740691
1755817200,112214.42,112481.93,112470.97,112480.3,96.99199723
1755820800,112439.75,112814.46,112480.29,112597.52,226.68971689
1755824400,112290.84,112894.44,112597.52,112803.81,145.3372162
1755828000,112741.51,113498.32,112803.81,113117.39,272.86239006
1755831600,112840.99,113411.88,113117.39,112890.92,151.49825368
1755835200,112661.57,113219.65,112890.91,112799.01,160.22845554
1755838800,112794.35,113239.64,112799.01,113190.94,152.26658282
1755842400,112800.79,113353.64,113190.93,112954.98,189.15013444
1755846000,112892.88,113214.79,112959.99,113042.75,169.10152916
1755849600,112894.69,113275.64,113046.98,112944.33,129.74567784
1755853200,112768.32,113098.77,112944.33,113007,125.30126658
1755856800,112470.42,113026.99,113007,112491.65,125.30730236
1755860400,112141.38,112585.35,112491.65,112285.28,127.83377326
1755864000,111649.75,112697.81,112292.41,112308.69,400.08093802
1755867600,111904.18,112650,112310.69,112459.99,384.97286521
1755871200,112450.73,116131.29,112450.74,115805.63,1883.46206335
1755874800,115805.64,117312.7,115805.64,116366.84,1197.61837423
1755878400,116104.4,116787.36,116370.1,116139.59,692.86276802
1755882000,116138.44,117024.99,116138.44,117005.79,457.65770386
1755885600,116726.65,117416.73,117005.78,116793.88,416.13329062
1755889200,116492.32,116920.99,116797.25,116648.95,447.83333393
1755892800,116565.24,117136.16,116645.36,117044.19,264.89006816
1755896400,116806.5,117186.68,117042.21,117011.44,180.42010682
1755900000,116530.32,117037.44,117011.44,116733.54,156.7141585
1755903600,116641.77,116912.95,116732.46,116908.68,89.75292136
1755907200,116691.78,116999.03,116911.9,116822.04,78.82900577
1755910800,116238.38,116838.72,116822.04,116396.5,91.8513737
1755914400,115450.27,116496.15,116396.51,115882.25,228.00417387
1755918000,115400.02,115976.99,115882.25,115509.75,124.60410841
1755921600,115492.2,115918.11,115509.75,115884.85,98.79584213
1755925200,115734.94,115986.17,115881.91,115891.23,71.57159353
1755928800,115627.15,115960.07,115891.24,115720,49.96774843
1755932400,115600,115883.08,115720,115762.06,85.97679202
