ts,open,high,low,close,confirm
1785985200000,1898.48,1898.79,1894.43,1898.14,1
1785988800000,1898.14,1907.49,1894.96,1906.82,1
1785992400000,1906.82,1917.78,1906.33,1913.39,1
1785996000000,1913.4,1913.74,1908.47,1912.67,1
1785999600000,1912.67,1914.42,1906.65,1908.53,1
1786003200000,1908.53,1918.7,1907.55,1915.37,1
1786006800000,1915.37,1915.92,1903.99,1907,1
1786010400000,1907,1907,1900.79,1902.01,1
1786014000000,1902.01,1908.49,1895.82,1906.83,1
1786017600000,1906.89,1907.15,1898.1,1898.19,1
1786021200000,1898.17,1910.45,1891.9,1906.58,1
1786024800000,1906.48,1917.35,1902.41,1913.98,1
1786028400000,1913.98,1918.84,1909.28,1909.77,1
1786032000000,1909.77,1915.84,1907.53,1914.8,1
1786035600000,1914.8,1917.59,1909.39,1913.18,1
1786039200000,1913.19,1913.37,1903.19,1905.19,1
1786042800000,1905.2,1910.33,1905.02,1909.15,1
1786046400000,1909.15,1910.04,1905.03,1906.23,1
1786050000000,1906.24,1908.8,1905.06,1905.36,1
1786053600000,1905.36,1906.67,1901.55,1904.17,1
1786057200000,1904.17,1905.07,1898.03,1903.34,1
1786060800000,1903.34,1904.64,1898.91,1903.04,1
1786064400000,1903.04,1906.84,1898.16,1902.6,1
1786068000000,1902.6,1907.79,1896.89,1901.98,1
1786071600000,1901.98,1903.2,1895.69,1896.76,1
1786075200000,1896.75,1900.06,1893.59,1896.64,1
1786078800000,1896.64,1901.82,1894.67,1900.75,1
1786082400000,1900.73,1906.66,1899.25,1903.7,1
1786086000000,1903.7,1906.42,1901.55,1901.59,1
1786089600000,1901.59,1913.84,1901.18,1909.76,1
1786093200000,1909.76,1916.86,1909.67,1912.48,1
1786096800000,1912.48,1915.23,1911.68,1911.94,1
1786100400000,1911.94,1920.49,1911.75,1915.57,1
1786104000000,1915.57,1941.77,1915.57,1931.16,1
1786107600000,1931.16,1934.13,1920.61,1922.56,1
1786111200000,1922.56,1925.58,1909.43,1912.75,1
1786114800000,1912.75,1920.08,1912.12,1917.01,1
1786118400000,1917.02,1924.25,1908.43,1908.57,1
1786122000000,1908.57,1912.33,1904.64,1911.67,1
1786125600000,1911.67,1914.66,1905.48,1909.14,1
1786129200000,1909.13,1919.31,1909.02,1917.85,1
1786132800000,1917.85,1919.5,1913.27,1913.93,1
1786136400000,1913.93,1921.05,1911.79,1915.73,1
1786140000000,1915.73,1915.81,1912.94,1913.97,1
1786143600000,1913.97,1915.66,1912.97,1912.97,1
1786147200000,1912.97,1914.01,1911.48,1913.57,1
1786150800000,1913.57,1915.56,1913.24,1914.03,1
1786154400000,1914.03,1914.04,1911.41,1912.34,1
1786158000000,1912.34,1918.4,1912.34,1917,1
