time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:20:44.361,SPCXUSDT,141.70871164,141.70617204,141.45650845,0.00000000,0.00000000,2026-08-18 16:00:00
