time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:22:14.005,AIOUSDT,0.04637412,0.04628053,0.04636495,0.00005000,0.00010000,2026-08-18 16:00:00
