ts,open,high,low,close,confirm
1577980800000,7131.37,7145.23,7036.02,7053.53,1
1577984400000,7052.78,7053.26,6933.21,6970.98,1
1577988000000,6971.02,6988.66,6952.54,6975.6,1
1577991600000,6975.61,6995.13,6960.74,6983.96,1
1577995200000,6983.68,6983.94,6944,6949.85,1
1577998800000,6949.83,6984.97,6949.47,6977.95,1
1578002400000,6977.83,6977.96,6963.76,6974.06,1
1578006000000,6974.11,6974.11,6953.39,6965.99,1
1578009600000,6965.99,6965.99,6915.76,6937.17,1
1578013200000,6937.21,6945.86,6878.72,6888.62,1
1578016800000,6888.67,6963.78,6871.58,6957.18,1
1578020400000,6957.5,6964.73,6941.23,6950.75,1
1578024000000,6950.76,7261.41,6949.59,7210.15,1
1578027600000,7210.28,7249.32,7169.39,7220.49,1
1578031200000,7220.36,7224.2,7190.77,7201.82,1
1578034800000,7201.82,7229.98,7186.94,7201.93,1
1578038400000,7201.96,7292.68,7201.96,7257.99,1
1578042000000,7256.73,7356.09,7256.7,7346.02,1
1578045600000,7346.04,7368.84,7286.07,7312.29,1
1578049200000,7311.71,7344.49,7306.95,7338.78,1
1578052800000,7338.76,7347.55,7306.28,7322.5,1
1578056400000,7322.33,7376.51,7312.03,7347.42,1
1578060000000,7347.41,7359.99,7234.17,7254.74,1
1578063600000,7255.06,7321.79,7254.1,7319.57,1
1578067200000,7319.57,7401.71,7294.1,7387.66,1
1578070800000,7387.59,7401.67,7334.6,7353.36,1
1578074400000,7353.44,7367.74,7331.49,7341.68,1
1578078000000,7341.68,7347.83,7281.18,7341.06,1
1578081600000,7341.06,7359.14,7299.91,7316.32,1
1578085200000,7316.57,7332.83,7264.93,7280.96,1
1578088800000,7280.41,7320.4,7261.09,7301,1
1578092400000,7300.99,7345.77,7293.71,7345.76,1
1578096000000,7345.78,7348.71,7290.78,7305.9,1
1578099600000,7306.04,7311.98,7282.93,7308.73,1
1578103200000,7308.74,7329.28,7296.76,7328.5,1
1578106800000,7328.62,7338.65,7319.78,7332.95,1
1578110400000,7332.96,7338.3,7312.92,7334.62,1
1578114000000,7334.52,7368.14,7326.02,7344.77,1
1578117600000,7344.85,7365.29,7340.86,7354.87,1
1578121200000,7354.87,7363.5,7327.22,7347.87,1
1578124800000,7347.85,7360.96,7331.95,7346.09,1
1578128400000,7346.04,7369.23,7339.55,7362.52,1
1578132000000,7362.78,7368.14,7310.47,7317.41,1
1578135600000,7317.82,7338.4,7302.6,7336.96,1
1578139200000,7336.91,7337.75,7304.26,7312.54,1
1578142800000,7312.56,7324.86,7292.12,7302.62,1
1578146400000,7302.71,7323.62,7295.71,7316.24,1
1578150000000,7316.23,7332.82,7304.71,7319.01,1
1578153600000,7319.04,7324.24,7299.24,7307.99,1
1578157200000,7308.25,7349.83,7305.31,7349.83,1
