ts,open,high,low,close,confirm
1577980800000,129.612,129.749,126.999,127.636,1
1577984400000,127.634,127.636,126.404,127.444,1
1577988000000,127.448,127.628,127.142,127.507,1
1577991600000,127.505,127.608,127.134,127.571,1
1577995200000,127.573,127.575,126.836,127.147,1
1577998800000,127.149,127.846,127.145,127.766,1
1578002400000,127.774,127.776,127.28,127.409,1
1578006000000,127.407,127.443,126.977,127.124,1
1578009600000,127.132,127.527,126.838,127.067,1
1578013200000,127.063,127.135,126.017,126.027,1
1578016800000,126.015,126.977,125.929,126.913,1
1578020400000,126.917,127.024,126.697,126.857,1
1578024000000,126.855,130.012,126.843,129.29,1
1578027600000,129.274,129.85,128.85,129.223,1
1578031200000,129.215,129.284,128.826,129.166,1
1578034800000,129.162,129.457,128.82,128.936,1
1578038400000,128.926,132.984,128.906,132.023,1
1578042000000,132.025,132.747,131.814,132.384,1
1578045600000,132.386,132.617,131.588,132.056,1
1578049200000,132.054,132.474,132.02,132.386,1
1578052800000,132.392,132.716,131.929,132.169,1
1578056400000,132.173,133.838,132.173,133.611,1
1578060000000,133.605,133.816,131.224,131.714,1
1578063600000,131.724,132.444,131.61,132.438,1
1578067200000,132.44,133.628,132.011,133.515,1
1578070800000,133.513,134.798,132.727,133.969,1
1578074400000,133.967,134.137,133.389,133.449,1
1578078000000,133.447,133.514,132.301,133.41,1
1578081600000,133.408,134.001,133.08,133.493,1
1578085200000,133.501,133.9,132.288,132.416,1
1578088800000,132.424,133.302,132.215,133.044,1
1578092400000,133.054,135.033,132.965,134.176,1
1578096000000,134.17,134.595,133.487,133.654,1
1578099600000,133.652,133.652,132.851,133.027,1
1578103200000,133.025,133.417,132.884,133.417,1
1578106800000,133.421,133.511,133.239,133.392,1
1578110400000,133.39,133.861,133.091,133.701,1
1578114000000,133.703,134.057,133.511,133.685,1
1578117600000,133.687,134.165,133.673,133.964,1
1578121200000,133.958,134.307,133.532,133.913,1
1578124800000,133.917,134.02,133.616,133.647,1
1578128400000,133.645,134.103,133.462,134.049,1
1578132000000,134.051,134.103,133.414,133.485,1
1578135600000,133.487,133.781,133.122,133.773,1
1578139200000,133.775,133.775,132.698,132.855,1
1578142800000,132.857,133.195,132.657,132.913,1
1578146400000,132.915,133.312,132.876,133.068,1
