time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:20:53,SOLUSDT,76.96000000,76.97378090,76.89185428,0.00010000,0.00010000,2026-08-18 16:00:00
