date,symbol,market_cap,rank
2013-03-16 00:00:00+00:00,BTC,511541039.19000000,1
2013-03-17 00:00:00+00:00,BTC,517045540.30000001,1
2013-03-18 00:00:00+00:00,BTC,556899273.73000002,1
2013-03-19 00:00:00+00:00,BTC,571810553.71000004,1
2013-03-20 00:00:00+00:00,BTC,689137525.63000000,1
2013-03-21 00:00:00+00:00,BTC,727036438.03999996,1
2013-03-22 00:00:00+00:00,BTC,765449954.80999994,1
2013-03-23 00:00:00+00:00,BTC,760073583.09000003,1
2013-03-24 00:00:00+00:00,BTC,777417066.91999996,1
2013-03-25 00:00:00+00:00,BTC,801699394.99000001,1
2013-03-26 00:00:00+00:00,BTC,829203180.07000005,1
2013-03-27 00:00:00+00:00,BTC,914042048.34000003,1
2013-03-28 00:00:00+00:00,BTC,945450823.42999995,1
2013-03-29 00:00:00+00:00,BTC,966046421.19000006,1
2013-03-30 00:00:00+00:00,BTC,1008848630.13999999,1
2013-03-31 00:00:00+00:00,BTC,1015436079.98000002,1
2013-04-01 00:00:00+00:00,BTC,1093241069.86999989,1
2013-04-02 00:00:00+00:00,BTC,1160843513.96000004,1
2013-04-03 00:00:00+00:00,BTC,1335441296.50999999,1
2013-04-04 00:00:00+00:00,BTC,1442327385.58999991,1
2013-04-05 00:00:00+00:00,BTC,1536863340.21000004,1
2013-04-06 00:00:00+00:00,BTC,1563899979.44000006,1
2013-04-07 00:00:00+00:00,BTC,1682531942.81999993,1
2013-04-08 00:00:00+00:00,BTC,2009195174.53999996,1
2013-04-09 00:00:00+00:00,BTC,2091459135.11999989,1
2013-04-10 00:00:00+00:00,BTC,2514241736.67999983,1
2013-04-11 00:00:00+00:00,BTC,1664678494.39000010,1
2013-04-12 00:00:00+00:00,BTC,1296508960.85999990,1
2013-04-13 00:00:00+00:00,BTC,1268484731.30999994,1
2013-04-14 00:00:00+00:00,BTC,1029239938.71000004,1
2013-04-15 00:00:00+00:00,BTC,1098512114.82999992,1
2013-04-16 00:00:00+00:00,BTC,753031641.07000005,1
2013-04-17 00:00:00+00:00,BTC,772849124.79999995,1
2013-04-18 00:00:00+00:00,BTC,1147862586.57999992,1
2013-04-19 00:00:00+00:00,BTC,1279746716.55999994,1
2013-04-20 00:00:00+00:00,BTC,1359677515.98000002,1
2013-04-21 00:00:00+00:00,BTC,1374777236.15000010,1
2013-04-22 00:00:00+00:00,BTC,1366087532.53999996,1
2013-04-23 00:00:00+00:00,BTC,1410997293.69000006,1
2013-04-24 00:00:00+00:00,BTC,1648114146.64000010,1
2013-04-25 00:00:00+00:00,BTC,1691395613.94000006,1
2013-04-26 00:00:00+00:00,BTC,1545171901.21000004,1
2013-04-27 00:00:00+00:00,BTC,1515587582.88000011,1
2013-04-28 00:00:00+00:00,BTC,1419007893.66000009,1
2013-04-28 00:00:00+00:00,LTC,74636937.73199999,2
2013-04-29 00:00:00+00:00,BTC,1603768864.50000000,1
2013-04-29 00:00:00+00:00,LTC,75388963.84199999,2
2013-04-30 00:00:00+00:00,BTC,1542813125.00000000,1
2013-04-30 00:00:00+00:00,LTC,74020917.91270000,2
2013-05-01 00:00:00+00:00,BTC,1298954593.75000000,1
2013-05-01 00:00:00+00:00,LTC,65604596.37780000,2
2013-05-02 00:00:00+00:00,BTC,1168517495.25000000,1
2013-05-02 00:00:00+00:00,LTC,58287978.84040000,2
2013-05-03 00:00:00+00:00,BTC,1085995168.75000000,1
2013-05-03 00:00:00+00:00,LTC,52694847.07080000,2
2013-05-04 00:00:00+00:00,BTC,1250316562.50000000,1
2013-05-04 00:00:00+00:00,LTC,60290867.71550000,2
2013-05-05 00:00:00+00:00,BTC,1288693175.50000000,1
2013-05-05 00:00:00+00:00,LTC,62298185.42910000,2
2013-05-06 00:00:00+00:00,BTC,1249023060.00000000,1
2013-05-06 00:00:00+00:00,LTC,58594361.23500000,2
2013-05-07 00:00:00+00:00,BTC,1240593600.00000000,1
2013-05-07 00:00:00+00:00,LTC,58051265.03520000,2
2013-05-08 00:00:00+00:00,BTC,1264049202.15000010,1
2013-05-08 00:00:00+00:00,LTC,59508216.01520000,2
2013-05-09 00:00:00+00:00,BTC,1254535382.00000000,1
2013-05-09 00:00:00+00:00,LTC,59755569.09200000,2
2013-05-10 00:00:00+00:00,BTC,1305479080.00000000,1
2013-05-10 00:00:00+00:00,LTC,60358926.66120000,2
2013-05-11 00:00:00+00:00,BTC,1284207489.42000008,1
2013-05-11 00:00:00+00:00,LTC,58809512.54880000,2
2013-05-12 00:00:00+00:00,BTC,1281982625.00000000,1
2013-05-12 00:00:00+00:00,LTC,57513319.97850000,2
2013-05-13 00:00:00+00:00,BTC,1315710010.50000000,1
2013-05-13 00:00:00+00:00,LTC,57790879.19520000,2
2013-05-14 00:00:00+00:00,BTC,1243874487.50000000,1
2013-05-14 00:00:00+00:00,LTC,49847567.57900000,2
2013-05-15 00:00:00+00:00,BTC,1274623812.50000000,1
2013-05-15 00:00:00+00:00,LTC,51891652.21100000,2
2013-05-16 00:00:00+00:00,BTC,1325726787.00000000,1
2013-05-16 00:00:00+00:00,LTC,51685880.33760000,2
2013-05-17 00:00:00+00:00,BTC,1373723881.88000011,1
2013-05-17 00:00:00+00:00,LTC,56498073.72570000,2
2013-05-18 00:00:00+00:00,BTC,1379574545.84999990,1
2013-05-18 00:00:00+00:00,LTC,58518793.71220000,2
2013-05-19 00:00:00+00:00,BTC,1363204702.75000000,1
2013-05-19 00:00:00+00:00,LTC,58760676.41450000,2
2013-05-20 00:00:00+00:00,BTC,1363709900.00000000,1
2013-05-20 00:00:00+00:00,LTC,56682748.95100000,2
2013-05-21 00:00:00+00:00,BTC,1374013440.00000000,1
2013-05-21 00:00:00+00:00,LTC,55073034.15950000,2
2013-05-22 00:00:00+00:00,BTC,1385778992.84999990,1
2013-05-22 00:00:00+00:00,LTC,55766901.41700000,2
2013-05-23 00:00:00+00:00,BTC,1417769832.50000000,1
2013-05-23 00:00:00+00:00,LTC,56949220.37380000,2
2013-05-24 00:00:00+00:00,BTC,1491070770.00000000,1
2013-05-24 00:00:00+00:00,LTC,57017468.58390000,2
2013-05-25 00:00:00+00:00,BTC,1477958233.00000000,1
2013-05-25 00:00:00+00:00,LTC,56026342.71780000,2
2013-05-26 00:00:00+00:00,BTC,1495293015.00000000,1
2013-05-26 00:00:00+00:00,LTC,58457958.03060000,2
2013-05-27 00:00:00+00:00,BTC,1454029509.61999989,1
2013-05-27 00:00:00+00:00,LTC,55882131.69560000,2
2013-05-28 00:00:00+00:00,BTC,1446189975.00000000,1
2013-05-28 00:00:00+00:00,LTC,55813731.90100000,2
2013-05-29 00:00:00+00:00,BTC,1483734577.50000000,1
2013-05-29 00:00:00+00:00,LTC,55971818.81930000,2
2013-05-30 00:00:00+00:00,BTC,1445053940.54999995,1
2013-05-30 00:00:00+00:00,LTC,53812627.63310000,2
2013-05-31 00:00:00+00:00,BTC,1447870200.00000000,1
2013-05-31 00:00:00+00:00,LTC,53635813.20070000,2
2013-06-01 00:00:00+00:00,BTC,1451916165.00000000,1
2013-06-01 00:00:00+00:00,LTC,51354548.48100000,2
2013-06-02 00:00:00+00:00,BTC,1373837499.90000010,1
2013-06-02 00:00:00+00:00,LTC,49625822.61650000,2
2013-06-03 00:00:00+00:00,BTC,1373708057.90000010,1
2013-06-03 00:00:00+00:00,LTC,49674159.57020000,2
2013-06-04 00:00:00+00:00,BTC,1365337545.00000000,1
2013-06-04 00:00:00+00:00,LTC,52324427.44590000,2
2013-06-05 00:00:00+00:00,BTC,1368486468.75000000,1
2013-06-05 00:00:00+00:00,LTC,52331672.31720000,2
2013-06-06 00:00:00+00:00,BTC,1327960200.00000000,1
2013-06-06 00:00:00+00:00,LTC,50432630.22050000,2
2013-06-07 00:00:00+00:00,BTC,1255258637.50000000,1
2013-06-07 00:00:00+00:00,LTC,47740050.77510000,2
2013-06-08 00:00:00+00:00,BTC,1219717920.00000000,1
2013-06-08 00:00:00+00:00,LTC,47088867.50950000,2
2013-06-09 00:00:00+00:00,BTC,1126642500.00000000,1
2013-06-09 00:00:00+00:00,LTC,43858290.48200000,2
2013-06-10 00:00:00+00:00,BTC,1198638945.00000000,1
2013-06-10 00:00:00+00:00,LTC,45853396.69910000,2
2013-06-11 00:00:00+00:00,BTC,1227874725.00000000,1
2013-06-11 00:00:00+00:00,LTC,44270317.36190000,2
2013-06-12 00:00:00+00:00,BTC,1219969852.50000000,1
2013-06-12 00:00:00+00:00,LTC,44101286.21730000,2
2013-06-13 00:00:00+00:00,BTC,1173637400.00000000,1
2013-06-13 00:00:00+00:00,LTC,42056097.85730000,2
2013-06-14 00:00:00+00:00,BTC,1128709292.07999992,1
2013-06-14 00:00:00+00:00,LTC,39610212.52320000,2
2013-06-15 00:00:00+00:00,BTC,1129245603.77999997,1
2013-06-15 00:00:00+00:00,LTC,39124632.84800000,2
2013-06-16 00:00:00+00:00,BTC,1124306271.75000000,1
2013-06-16 00:00:00+00:00,LTC,39617093.13150000,2
2013-06-17 00:00:00+00:00,BTC,1149418485.00000000,1
2013-06-17 00:00:00+00:00,LTC,42440639.51230000,2
2013-06-18 00:00:00+00:00,BTC,1214216070.00000000,1
2013-06-18 00:00:00+00:00,LTC,43109745.08520000,2
2013-06-19 00:00:00+00:00,BTC,1224193837.50000000,1
2013-06-19 00:00:00+00:00,LTC,43008862.20930000,2
2013-06-20 00:00:00+00:00,BTC,1246104920.00000000,1
2013-06-20 00:00:00+00:00,LTC,42832831.49880000,2
2013-06-21 00:00:00+00:00,BTC,1239214237.50000000,1
2013-06-21 00:00:00+00:00,LTC,53781211.09280000,2
2013-06-22 00:00:00+00:00,BTC,1226110327.50000000,1
2013-06-22 00:00:00+00:00,LTC,54938148.70140000,2
2013-06-23 00:00:00+00:00,BTC,1218626490.00000000,1
2013-06-23 00:00:00+00:00,LTC,58663905.00070000,2
2013-06-24 00:00:00+00:00,BTC,1163935725.67000008,1
2013-06-24 00:00:00+00:00,LTC,54188144.16230000,2
2013-06-25 00:00:00+00:00,BTC,1178086140.00000000,1
2013-06-25 00:00:00+00:00,LTC,53299726.26510000,2
2013-06-26 00:00:00+00:00,BTC,1179105200.00000000,1
2013-06-26 00:00:00+00:00,LTC,54085900.44000000,2
2013-06-27 00:00:00+00:00,BTC,1150468022.90000010,1
2013-06-27 00:00:00+00:00,LTC,57201137.80610000,2
2013-06-28 00:00:00+00:00,BTC,1073887456.97000003,1
2013-06-28 00:00:00+00:00,LTC,52128119.31320000,2
2013-06-29 00:00:00+00:00,BTC,1078198523.95000005,1
2013-06-29 00:00:00+00:00,LTC,53106258.77090000,2
2013-06-30 00:00:00+00:00,BTC,1096957771.34999990,1
2013-06-30 00:00:00+00:00,LTC,56721476.44620000,2
2013-07-01 00:00:00+00:00,BTC,1000065296.25000000,1
2013-07-01 00:00:00+00:00,LTC,56208962.13820000,2
2013-07-02 00:00:00+00:00,BTC,1024082227.85000002,1
2013-07-02 00:00:00+00:00,LTC,54124595.92290000,2
2013-07-03 00:00:00+00:00,BTC,881233115.50000000,1
2013-07-03 00:00:00+00:00,LTC,50009684.07540000,2
2013-07-04 00:00:00+00:00,BTC,915618608.89999998,1
2013-07-04 00:00:00+00:00,LTC,52211619.58320000,2
2013-07-05 00:00:00+00:00,BTC,778411178.87500000,1
2013-07-05 00:00:00+00:00,LTC,46634396.83290000,2
2013-07-06 00:00:00+00:00,BTC,799741618.53999996,1
2013-07-06 00:00:00+00:00,LTC,48334783.34100000,2
2013-07-07 00:00:00+00:00,BTC,848838978.92299998,1
2013-07-07 00:00:00+00:00,LTC,51099903.97640000,2
2013-07-08 00:00:00+00:00,BTC,871457940.10000002,1
2013-07-08 00:00:00+00:00,LTC,50274076.03680000,2
2013-07-09 00:00:00+00:00,BTC,873841849.25000000,1
2013-07-09 00:00:00+00:00,LTC,50428048.08380000,2
2013-07-10 00:00:00+00:00,BTC,988957719.00000000,1
2013-07-10 00:00:00+00:00,LTC,54334216.82410000,2
2013-07-11 00:00:00+00:00,BTC,1014650062.50000000,1
2013-07-11 00:00:00+00:00,LTC,52775603.66540000,2
2013-07-12 00:00:00+00:00,BTC,1067634684.42999995,1
2013-07-12 00:00:00+00:00,LTC,54066041.09800000,2
2013-07-13 00:00:00+00:00,BTC,1119796119.50999999,1
2013-07-13 00:00:00+00:00,LTC,56290498.99640000,2
2013-07-14 00:00:00+00:00,BTC,1080917760.48000002,1
2013-07-14 00:00:00+00:00,LTC,56527604.26640000,2
2013-07-15 00:00:00+00:00,BTC,1123658943.85999990,1
2013-07-15 00:00:00+00:00,LTC,58072016.76350000,2
2013-07-16 00:00:00+00:00,BTC,1113217032.45000005,1
2013-07-16 00:00:00+00:00,LTC,60436315.01080000,2
2013-07-17 00:00:00+00:00,BTC,1125658000.00000000,1
2013-07-17 00:00:00+00:00,LTC,61435018.76540000,2
2013-07-18 00:00:00+00:00,BTC,1035512824.50000000,1
2013-07-18 00:00:00+00:00,LTC,56474377.36510000,2
2013-07-19 00:00:00+00:00,BTC,1054083771.00000000,1
2013-07-19 00:00:00+00:00,LTC,58031067.51340000,2
2013-07-20 00:00:00+00:00,BTC,1022707664.60000002,1
2013-07-20 00:00:00+00:00,LTC,56010514.80940000,2
2013-07-21 00:00:00+00:00,BTC,1038798980.07000005,1
2013-07-21 00:00:00+00:00,LTC,57115999.67110000,2
2013-07-22 00:00:00+00:00,BTC,1048939080.50000000,1
2013-07-22 00:00:00+00:00,LTC,56798841.93770000,2
2013-07-23 00:00:00+00:00,BTC,1094484057.67000008,1
2013-07-23 00:00:00+00:00,LTC,58868020.03490000,2
2013-07-24 00:00:00+00:00,BTC,1082848325.00000000,1
2013-07-24 00:00:00+00:00,LTC,58069428.31620000,2
2013-07-25 00:00:00+00:00,BTC,1110587857.50000000,1
2013-07-25 00:00:00+00:00,LTC,58778565.28290000,2
2013-07-26 00:00:00+00:00,BTC,1100902799.56999993,1
2013-07-26 00:00:00+00:00,LTC,57442580.56670000,2
2013-07-27 00:00:00+00:00,BTC,1079491696.79999995,1
2013-07-27 00:00:00+00:00,LTC,57069607.59100000,2
2013-07-28 00:00:00+00:00,BTC,1144602837.90000010,1
2013-07-28 00:00:00+00:00,LTC,59091800.76220000,2
2013-07-29 00:00:00+00:00,BTC,1161619140.00000000,1
2013-07-29 00:00:00+00:00,LTC,58881977.24720000,2
2013-07-30 00:00:00+00:00,BTC,1240092366.00000000,1
2013-07-30 00:00:00+00:00,LTC,59418106.02560000,2
2013-07-31 00:00:00+00:00,BTC,1218777833.50000000,1
2013-07-31 00:00:00+00:00,LTC,57156383.55040000,2
2013-08-01 00:00:00+00:00,BTC,1195225200.00000000,1
2013-08-01 00:00:00+00:00,LTC,58053718.77760000,2
2013-08-02 00:00:00+00:00,BTC,1201487184.88000011,1
2013-08-02 00:00:00+00:00,LTC,56807213.31110000,2
2013-08-03 00:00:00+00:00,BTC,1196226508.11999989,1
2013-08-03 00:00:00+00:00,LTC,59302600.45520000,2
2013-08-04 00:00:00+00:00,BTC,1209797378.40000010,1
2013-08-04 00:00:00+00:00,LTC,60288258.48180000,2
2013-08-04 00:00:00+00:00,XRP,45983576.89420000,3
2013-08-05 00:00:00+00:00,BTC,1222677176.00000000,1
2013-08-05 00:00:00+00:00,LTC,56805936.60880000,2
2013-08-05 00:00:00+00:00,XRP,43879157.32000000,3
2013-08-06 00:00:00+00:00,BTC,1229098150.00000000,1
2013-08-06 00:00:00+00:00,LTC,56751177.49440000,2
2013-08-06 00:00:00+00:00,XRP,36591007.74030000,3
2013-08-07 00:00:00+00:00,BTC,1229098150.00000000,1
2013-08-07 00:00:00+00:00,LTC,55465963.94820000,2
2013-08-07 00:00:00+00:00,XRP,34534120.93600000,3
2013-08-08 00:00:00+00:00,BTC,1187105900.00000000,1
2013-08-08 00:00:00+00:00,LTC,54519249.69140000,2
2013-08-08 00:00:00+00:00,XRP,33258632.21640000,3
2013-08-09 00:00:00+00:00,BTC,1185307130.00000000,1
2013-08-09 00:00:00+00:00,LTC,54076429.30410000,2
2013-08-09 00:00:00+00:00,XRP,33547503.24420000,3
2013-08-10 00:00:00+00:00,BTC,1188153925.00000000,1
2013-08-10 00:00:00+00:00,LTC,51772776.55830000,2
2013-08-10 00:00:00+00:00,XRP,33724969.34250000,3
2013-08-11 00:00:00+00:00,BTC,1211789250.00000000,1
2013-08-11 00:00:00+00:00,LTC,54533790.54900000,2
2013-08-11 00:00:00+00:00,XRP,34518485.15640000,3
2013-08-12 00:00:00+00:00,BTC,1231248580.90000010,1
2013-08-12 00:00:00+00:00,LTC,53717659.84200000,2
2013-08-12 00:00:00+00:00,XRP,34778195.45530000,3
2013-08-13 00:00:00+00:00,BTC,1259042650.00000000,1
2013-08-13 00:00:00+00:00,LTC,55611396.30760000,2
2013-08-13 00:00:00+00:00,XRP,33190303.85970000,3
2013-08-14 00:00:00+00:00,BTC,1300656724.04999995,1
2013-08-14 00:00:00+00:00,LTC,55454944.77840000,2
2013-08-14 00:00:00+00:00,XRP,29617450.04580000,3
2013-08-15 00:00:00+00:00,BTC,1271404657.25000000,1
2013-08-15 00:00:00+00:00,LTC,56240601.05300000,2
2013-08-15 00:00:00+00:00,XRP,24172680.70020000,3
2013-08-16 00:00:00+00:00,BTC,1260352119.00000000,1
2013-08-16 00:00:00+00:00,LTC,55403721.90940000,2
2013-08-16 00:00:00+00:00,XRP,24497514.02100000,3
2013-08-17 00:00:00+00:00,BTC,1312996375.00000000,1
2013-08-17 00:00:00+00:00,LTC,57562831.29420000,2
2013-08-17 00:00:00+00:00,XRP,44335331.18930000,3
2013-08-18 00:00:00+00:00,BTC,1313544012.50000000,1
2013-08-18 00:00:00+00:00,LTC,57198038.14240000,2
2013-08-18 00:00:00+00:00,XRP,43916526.83320000,3
2013-08-19 00:00:00+00:00,BTC,1377725475.00000000,1
2013-08-19 00:00:00+00:00,LTC,57793046.34040000,2
2013-08-19 00:00:00+00:00,XRP,41125305.64070000,3
2013-08-20 00:00:00+00:00,BTC,1403829641.38000011,1
2013-08-20 00:00:00+00:00,LTC,57039273.49680000,2
2013-08-20 00:00:00+00:00,XRP,47673882.84610000,3
2013-08-21 00:00:00+00:00,BTC,1428698677.50000000,1
2013-08-21 00:00:00+00:00,LTC,55356973.78020000,2
2013-08-21 00:00:00+00:00,XRP,47928746.05330000,3
2013-08-22 00:00:00+00:00,BTC,1404437432.50000000,1
2013-08-22 00:00:00+00:00,LTC,56623615.84440000,2
2013-08-22 00:00:00+00:00,XRP,40205218.19110000,3
2013-08-23 00:00:00+00:00,BTC,1374309422.45000005,1
2013-08-23 00:00:00+00:00,LTC,56050326.24740000,2
2013-08-23 00:00:00+00:00,XRP,40172930.30630000,3
2013-08-24 00:00:00+00:00,BTC,1392768092.25000000,1
2013-08-24 00:00:00+00:00,LTC,55478793.83680000,2
2013-08-24 00:00:00+00:00,XRP,43357938.60750000,3
2013-08-25 00:00:00+00:00,BTC,1417198896.57999992,1
2013-08-25 00:00:00+00:00,LTC,53577807.06320000,2
2013-08-25 00:00:00+00:00,XRP,47719539.32250000,3
2013-08-26 00:00:00+00:00,BTC,1393847158.59999990,1
2013-08-26 00:00:00+00:00,LTC,53066612.24820000,2
2013-08-26 00:00:00+00:00,XRP,50166773.36410000,3
2013-08-27 00:00:00+00:00,BTC,1469193137.50000000,1
2013-08-27 00:00:00+00:00,LTC,53289172.69830000,2
2013-08-27 00:00:00+00:00,XRP,50441337.65360000,3
2013-08-28 00:00:00+00:00,BTC,1424675797.50000000,1
2013-08-28 00:00:00+00:00,LTC,52306695.11620000,2
2013-08-28 00:00:00+00:00,XRP,48830305.10410000,3
2013-08-29 00:00:00+00:00,BTC,1422584866.25000000,1
2013-08-29 00:00:00+00:00,LTC,52869636.22230000,2
2013-08-29 00:00:00+00:00,XRP,45051371.71540000,3
2013-08-30 00:00:00+00:00,BTC,1552288465.00000000,1
2013-08-30 00:00:00+00:00,LTC,55425510.73880000,2
2013-08-30 00:00:00+00:00,XRP,46362744.54910000,3
2013-08-31 00:00:00+00:00,BTC,1574672051.25000000,1
2013-08-31 00:00:00+00:00,LTC,53839084.84190000,2
2013-08-31 00:00:00+00:00,XRP,44028635.37280000,3
2013-09-01 00:00:00+00:00,BTC,1610215347.00000000,1
2013-09-01 00:00:00+00:00,LTC,53930572.31170000,2
2013-09-01 00:00:00+00:00,XRP,45239782.85940000,3
2013-09-02 00:00:00+00:00,BTC,1581969853.75000000,1
2013-09-02 00:00:00+00:00,LTC,53442298.84380000,2
2013-09-02 00:00:00+00:00,XRP,43216200.26560000,3
2013-09-03 00:00:00+00:00,BTC,1593346565.25000000,1
2013-09-03 00:00:00+00:00,LTC,54469386.79800000,2
2013-09-03 00:00:00+00:00,XRP,44326106.07940000,3
2013-09-04 00:00:00+00:00,BTC,1477012117.50000000,1
2013-09-04 00:00:00+00:00,LTC,58915949.11240000,2
2013-09-04 00:00:00+00:00,XRP,44522804.18650000,3
2013-09-05 00:00:00+00:00,BTC,1473965190.50000000,1
2013-09-05 00:00:00+00:00,LTC,57764622.29080000,2
2013-09-05 00:00:00+00:00,XRP,44677285.68880000,3
2013-09-06 00:00:00+00:00,BTC,1389646450.00000000,1
2013-09-06 00:00:00+00:00,LTC,56512680.84430000,2
2013-09-06 00:00:00+00:00,XRP,45856301.64840000,3
2013-09-07 00:00:00+00:00,BTC,1448411493.75000000,1
2013-09-07 00:00:00+00:00,LTC,56916361.95740000,2
2013-09-07 00:00:00+00:00,XRP,48259599.14930000,3
2013-09-08 00:00:00+00:00,BTC,1419836071.50000000,1
2013-09-08 00:00:00+00:00,LTC,57470353.32360000,2
2013-09-08 00:00:00+00:00,XRP,48338325.29950000,3
2013-09-09 00:00:00+00:00,BTC,1484085516.00000000,1
2013-09-09 00:00:00+00:00,LTC,57537963.70740000,2
2013-09-09 00:00:00+00:00,XRP,49018247.17470000,3
2013-09-10 00:00:00+00:00,BTC,1470679164.00000000,1
2013-09-10 00:00:00+00:00,LTC,55834295.93280000,2
2013-09-10 00:00:00+00:00,XRP,45404896.69180000,3
2013-09-11 00:00:00+00:00,BTC,1580450350.00000000,1
2013-09-11 00:00:00+00:00,LTC,57444315.91910000,2
2013-09-11 00:00:00+00:00,XRP,49043420.77990000,3
2013-09-12 00:00:00+00:00,BTC,1556386219.25000000,1
2013-09-12 00:00:00+00:00,LTC,57069973.36040000,2
2013-09-12 00:00:00+00:00,XRP,49632889.67020000,3
2013-09-13 00:00:00+00:00,BTC,1578699084.00000000,1
2013-09-13 00:00:00+00:00,LTC,56651316.00800000,2
2013-09-13 00:00:00+00:00,XRP,50918776.18320000,3
2013-09-14 00:00:00+00:00,BTC,1512038755.50000000,1
2013-09-14 00:00:00+00:00,LTC,53963039.02080000,2
2013-09-14 00:00:00+00:00,XRP,49564170.41890000,3
2013-09-15 00:00:00+00:00,BTC,1526085146.00000000,1
2013-09-15 00:00:00+00:00,LTC,56132470.57620000,2
2013-09-15 00:00:00+00:00,XRP,50595584.61920000,3
2013-09-16 00:00:00+00:00,BTC,1542395098.00000000,1
2013-09-16 00:00:00+00:00,LTC,56064276.62240000,2
2013-09-16 00:00:00+00:00,XRP,55164281.23470000,3
