date,dxy,sp500,nasdaq,gold,us10y,vix
2022-10-28,110.66999817,3901.06005859,11102.45019531,1639.59997559,4.01000023,25.75000000
2022-10-31,111.52999878,3871.97998047,10988.15039062,1635.90002441,4.07700014,25.87999916
2022-11-01,111.48000336,3856.10009766,10890.84960938,1645.00000000,4.05200005,25.80999947
2022-11-02,111.34999847,3759.68994141,10524.79980469,1645.69995117,4.05900002,25.86000061
2022-11-03,112.93000031,3719.88989258,10342.94042969,1627.30004883,4.12400007,25.29999924
2022-11-04,110.87999725,3770.55004883,10475.25000000,1672.50000000,4.15600014,24.54999924
2022-11-07,110.12000275,3806.80004883,10564.51953125,1676.50000000,4.21400023,24.35000038
2022-11-08,109.62000275,3828.11010742,10616.20019531,1712.09997559,4.12599993,25.54000092
2022-11-09,110.55000305,3748.57006836,10353.16992188,1710.09997559,4.15100002,26.09000015
2022-11-10,108.20999908,3956.37011719,11114.15039062,1750.30004883,3.82900000,23.53000069
2022-11-11,106.29000092,3992.92993164,11323.33007812,1766.00000000,3.81299996,22.52000046
2022-11-14,106.66000366,3957.25000000,11196.21972656,1773.59997559,3.86500001,23.72999954
2022-11-15,106.40000153,3991.72998047,11358.41015625,1773.80004883,3.79900002,24.54000092
2022-11-16,106.27999878,3958.79003906,11183.66015625,1773.00000000,3.69199991,24.11000061
2022-11-17,106.69000244,3946.56005859,11144.95996094,1760.80004883,3.77500010,23.93000031
2022-11-18,106.93000031,3965.34008789,11146.05957031,1751.90002441,3.81800008,23.12000084
2022-11-21,107.83999634,3949.93994141,11024.50976562,1737.40002441,3.82500005,22.36000061
2022-11-22,107.22000122,4003.58007812,11174.41015625,1738.30004883,3.75799990,21.29000092
2022-11-23,106.08000183,4027.26000977,11285.32031250,1744.90002441,3.70600009,20.35000038
2022-11-25,105.95999908,4026.12011719,11226.36035156,1753.30004883,3.69099998,20.50000000
2022-11-28,106.68000031,3963.93994141,11049.50000000,1740.09997559,3.70300007,22.20999908
2022-11-29,106.81999969,3957.62988281,10983.78027344,1748.40002441,3.74799991,21.88999939
2022-11-30,105.94999695,4080.11010742,11468.00000000,1746.00000000,3.70300007,20.57999992
2022-12-01,104.73000336,4076.57006836,11482.45019531,1801.09997559,3.52900004,19.84000015
2022-12-02,104.55000305,4071.69995117,11461.50000000,1795.90002441,3.50600004,19.05999947
2022-12-05,105.29000092,3998.84008789,11239.94042969,1767.40002441,3.59899998,20.75000000
2022-12-06,105.58000183,3941.26000977,11014.88964844,1769.30004883,3.51300001,22.17000008
2022-12-07,105.09999847,3933.91992188,10958.54980469,1785.50000000,3.40799999,22.68000031
2022-12-08,104.76999664,3963.51000977,11082.00000000,1788.69995117,3.49099994,22.29000092
2022-12-09,104.80999756,3934.37988281,11004.62011719,1798.09997559,3.56699991,22.82999992
2022-12-12,105.12999725,3990.56005859,11143.74023438,1780.50000000,3.61100006,25.00000000
2022-12-13,103.98000336,4019.64990234,11256.80957031,1813.90002441,3.50099993,22.54999924
2022-12-14,103.76999664,3995.32006836,11170.88964844,1807.50000000,3.50300002,21.13999939
2022-12-15,104.55999756,3895.75000000,10810.53027344,1777.19995117,3.45000005,22.82999992
2022-12-16,104.69999695,3852.36010742,10705.41015625,1790.00000000,3.48200011,22.62000084
2022-12-19,104.72000122,3817.65991211,10546.03027344,1787.69995117,3.58100009,22.42000008
2022-12-20,103.97000122,3821.62011719,10547.11035156,1815.90002441,3.68400002,21.47999954
2022-12-21,104.16000366,3878.43994141,10709.37011719,1815.90002441,3.68400002,20.06999969
2022-12-22,104.43000031,3822.38989258,10476.12011719,1787.00000000,3.66899991,21.96999931
2022-12-23,104.30999756,3844.82006836,10497.86035156,1795.90002441,3.75099993,20.87000084
2022-12-27,104.18000031,3829.25000000,10353.23046875,1814.80004883,3.85999990,21.64999962
2022-12-28,104.45999908,3783.21997070,10213.29003906,1807.90002441,3.88700008,22.13999939
2022-12-29,103.83999634,3849.28002930,10478.08984375,1819.50000000,3.83500004,21.44000053
2022-12-30,103.51999664,3839.50000000,10466.48046875,1819.69995117,3.87899995,21.67000008
2023-01-03,104.51999664,3824.13989258,10386.98046875,1839.69995117,3.79299998,22.89999962
2023-01-04,104.25000000,3852.96997070,10458.75976562,1852.80004883,3.70900011,22.01000023
2023-01-05,105.04000092,3808.10009766,10305.24023438,1834.80004883,3.72000003,22.45999908
2023-01-06,103.87999725,3895.08007812,10569.29003906,1864.19995117,3.56900001,21.12999916
2023-01-09,103.00000000,3892.09008789,10635.65039062,1872.69995117,3.51699996,21.96999931
2023-01-10,103.23999786,3919.25000000,10742.62988281,1871.59997559,3.62100005,20.57999992
2023-01-11,103.19000244,3969.61010742,10931.66992188,1874.59997559,3.55399990,21.09000015
2023-01-12,102.25000000,3983.16992188,11001.09960938,1895.50000000,3.44899988,18.82999992
2023-01-13,102.19999695,3999.09008789,11079.16015625,1918.40002441,3.51099992,18.35000038
2023-01-17,102.38999939,3990.96997070,11095.11035156,1907.19995117,3.53500009,19.36000061
2023-01-18,102.36000061,3928.86010742,10957.00976562,1904.40002441,3.37500000,20.34000015
2023-01-19,102.05999756,3898.85009766,10852.26953125,1922.09997559,3.39700007,20.52000046
2023-01-20,102.01000214,3972.61010742,11140.42968750,1926.40002441,3.48399997,19.85000038
2023-01-23,102.13999939,4019.81005859,11364.41015625,1927.09997559,3.52500010,19.80999947
2023-01-24,101.91999817,4016.94995117,11334.26953125,1933.90002441,3.46900010,19.20000076
2023-01-25,101.63999939,4016.21997070,11313.36035156,1941.19995117,3.46199989,19.07999992
2023-01-26,101.83999634,4060.42993164,11512.41015625,1929.09997559,3.49300003,18.72999954
2023-01-27,101.93000031,4070.56005859,11621.70996094,1928.59997559,3.51799989,18.51000023
2023-01-30,102.27999878,4017.77001953,11393.80957031,1922.90002441,3.55100012,19.94000053
2023-01-31,102.09999847,4076.60009766,11584.54980469,1929.50000000,3.52900004,19.39999962
2023-02-01,101.22000122,4119.20996094,11816.32031250,1927.80004883,3.39700007,17.87000084
2023-02-02,101.75000000,4179.75976562,12200.82031250,1916.30004883,3.39599991,18.72999954
2023-02-03,102.91999817,4136.47998047,12006.95019531,1862.90002441,3.53200006,18.32999992
2023-02-06,103.62000275,4111.08007812,11887.45019531,1866.19995117,3.63400006,19.43000031
2023-02-07,103.43000031,4164.00000000,12113.79003906,1871.69995117,3.67400002,18.65999985
2023-02-08,103.41000366,4117.85986328,11910.51953125,1877.40002441,3.65300012,19.62999916
2023-02-09,103.22000122,4081.50000000,11789.58007812,1866.19995117,3.68300009,20.70999908
2023-02-10,103.62999725,4090.45996094,11718.12011719,1862.80004883,3.74399996,20.53000069
2023-02-13,103.34999847,4137.29003906,11891.79003906,1851.90002441,3.71700001,20.34000015
2023-02-14,103.23000336,4136.12988281,11960.15039062,1854.00000000,3.76099992,18.90999985
2023-02-15,103.91999817,4147.60009766,12070.58984375,1834.19995117,3.80900002,18.22999954
2023-02-16,103.86000061,4090.40991211,11855.83007812,1842.00000000,3.84299994,20.17000008
2023-02-17,103.86000061,4079.09008789,11787.26953125,1840.40002441,3.82800007,20.02000046
2023-02-21,104.18000031,3997.34008789,11492.29980469,1833.00000000,3.95499992,22.87000084
2023-02-22,104.58999634,3991.05004883,11507.07031250,1832.00000000,3.92300010,22.29000092
2023-02-23,104.59999847,4012.32006836,11590.40039062,1818.00000000,3.87899995,21.13999939
2023-02-24,105.20999908,3970.04003906,11394.94042969,1808.80004883,3.94899988,21.67000008
2023-02-27,104.66999817,3982.23999023,11466.98046875,1817.00000000,3.92199993,20.95000076
2023-02-28,104.87000275,3970.14990234,11455.54003906,1828.90002441,3.91599989,20.70000076
2023-03-01,104.48000336,3951.38989258,11379.48046875,1837.69995117,3.99399996,20.57999992
2023-03-02,105.02999878,3981.35009766,11462.98046875,1833.50000000,4.07299995,19.59000015
2023-03-03,104.51999664,4045.63989258,11689.00976562,1847.69995117,3.96399999,18.48999977
2023-03-06,104.34999847,4048.41992188,11675.74023438,1847.90002441,3.98300004,18.61000061
2023-03-07,105.62000275,3986.37011719,11530.33007812,1813.90002441,3.97499990,19.59000015
2023-03-08,105.66000366,3992.01000977,11576.00000000,1812.69995117,3.97600007,19.11000061
2023-03-09,105.30999756,3918.32006836,11338.34960938,1829.30004883,3.92499995,22.61000061
2023-03-10,104.58000183,3861.59008789,11138.88964844,1862.00000000,3.69499993,24.79999924
2023-03-13,103.59999847,3855.76000977,11188.83984375,1911.69995117,3.51500010,26.52000046
2023-03-14,103.59999847,3919.29003906,11428.15039062,1906.19995117,3.63800001,23.72999954
2023-03-15,104.65000153,3891.92993164,11434.04980469,1926.59997559,3.49200010,26.13999939
2023-03-16,104.41999817,3960.28002930,11717.28027344,1919.00000000,3.58500004,22.98999977
2023-03-17,103.70999908,3916.63989258,11630.50976562,1969.80004883,3.39499998,25.51000023
2023-03-20,103.27999878,3951.57006836,11675.54003906,1979.19995117,3.48099995,24.14999962
2023-03-21,103.26000214,4002.87011719,11860.11035156,1938.00000000,3.60599995,21.37999916
2023-03-22,102.34999847,3936.96997070,11669.95996094,1946.80004883,3.50000000,22.26000023
2023-03-23,102.52999878,3948.71997070,11787.40039062,1993.80004883,3.40599990,22.61000061
2023-03-24,103.12000275,3970.98999023,11823.95996094,1982.09997559,3.38000011,21.73999977
2023-03-27,102.86000061,3977.53002930,11768.83984375,1952.40002441,3.52800012,20.60000038
2023-03-28,102.43000031,3971.27001953,11716.08007812,1972.40002441,3.56399989,19.96999931
2023-03-29,102.63999939,4027.81005859,11926.24023438,1966.09997559,3.56599998,19.12000084
2023-03-30,102.13999939,4050.83007812,12013.46972656,1980.30004883,3.55100012,19.02000046
2023-03-31,102.51000214,4109.31005859,12221.91015625,1969.00000000,3.49399996,18.70000076
2023-04-03,102.08999634,4124.50976562,12189.45019531,1983.90002441,3.43000007,18.54999924
2023-04-04,101.58999634,4100.60009766,12126.33007812,2022.19995117,3.33699989,19.00000000
2023-04-05,101.84999847,4090.37988281,11996.86035156,2020.90002441,3.28699994,19.07999992
2023-04-06,101.81999969,4105.02001953,12087.95996094,2011.90002441,3.28800011,18.39999962
2023-04-10,102.58000183,4109.10986328,12084.36035156,1989.09997559,3.41499996,18.96999931
2023-04-11,102.19999695,4108.93994141,12031.87988281,2004.80004883,3.43400002,19.10000038
2023-04-12,101.50000000,4091.94995117,11929.33984375,2010.90002441,3.42100000,19.09000015
2023-04-13,101.01000214,4146.22021484,12166.26953125,2041.30004883,3.45199990,17.79999924
2023-04-14,101.55000305,4137.64013672,12123.46972656,2002.19995117,3.52200007,17.06999969
2023-04-17,102.09999847,4151.31982422,12157.71972656,1994.19995117,3.59100008,16.95000076
2023-04-18,101.75000000,4154.87011719,12153.41015625,2007.40002441,3.57200003,16.82999992
2023-04-19,101.97000122,4154.52001953,12157.23046875,1995.19995117,3.60200000,16.45999908
2023-04-20,101.83999634,4129.79003906,12059.55957031,2007.59997559,3.54500008,17.17000008
2023-04-21,101.81999969,4133.52001953,12072.45996094,1979.50000000,3.56999993,16.77000046
2023-04-24,101.34999847,4137.04003906,12037.20019531,1989.09997559,3.51500010,16.88999939
2023-04-25,101.86000061,4071.62988281,11799.16015625,1994.00000000,3.39599991,18.76000023
2023-04-26,101.47000122,4055.98999023,11854.34960938,1985.69995117,3.43199992,18.84000015
2023-04-27,101.50000000,4135.35009766,12142.24023438,1989.90002441,3.52800012,17.03000069
2023-04-28,101.66999817,4169.47998047,12226.58007812,1990.09997559,3.45199990,15.77999973
2023-05-01,102.15000153,4167.87011719,12212.59960938,1983.40002441,3.57399988,16.07999992
2023-05-02,101.95999908,4119.58007812,12080.50976562,2014.30004883,3.43899989,17.78000069
2023-05-03,101.33999634,4090.75000000,12025.33007812,2028.59997559,3.40300012,18.34000015
2023-05-04,101.40000153,4061.21997070,11966.40039062,2048.00000000,3.35100007,20.09000015
2023-05-05,101.20999908,4136.25000000,12235.41015625,2017.40002441,3.44600010,17.19000053
2023-05-08,101.37000275,4138.12011719,12256.91992188,2026.30004883,3.52099991,16.97999954
2023-05-09,101.63999939,4119.16992188,12179.54980469,2036.19995117,3.52099991,17.70999908
2023-05-10,101.48000336,4137.64013672,12306.44042969,2030.50000000,3.43899989,16.94000053
2023-05-11,102.05999756,4130.62011719,12328.50976562,2014.69995117,3.39700007,16.93000031
2023-05-12,102.68000031,4124.08007812,12284.74023438,2014.50000000,3.46300006,17.03000069
2023-05-15,102.43000031,4136.27978516,12365.20996094,2018.00000000,3.50799990,17.12000084
2023-05-16,102.55999756,4109.89990234,12343.04980469,1988.40002441,3.54900002,17.98999977
2023-05-17,102.87999725,4158.77001953,12500.57031250,1980.69995117,3.58100009,16.87000084
2023-05-18,103.58000183,4198.04980469,12688.83984375,1956.50000000,3.64800000,16.04999924
2023-05-19,103.19999695,4191.97998047,12657.90039062,1978.69995117,3.69199991,16.80999947
2023-05-22,103.19999695,4192.62988281,12720.78027344,1974.80004883,3.71900010,17.20999908
2023-05-23,103.48999786,4145.58007812,12560.25000000,1972.40002441,3.69799995,18.53000069
2023-05-24,103.88999939,4115.24023438,12484.16015625,1962.80004883,3.71900010,20.03000069
2023-05-25,104.20999908,4151.27978516,12698.08984375,1943.09997559,3.81399989,19.13999939
2023-05-26,104.20999908,4205.45019531,12975.69042969,1944.09997559,3.80999994,17.95000076
2023-05-30,104.16999817,4205.52001953,13017.42968750,1958.00000000,3.70000005,17.45999908
2023-05-31,104.31999969,4179.83007812,12935.29003906,1963.90002441,3.63700008,17.94000053
2023-06-01,103.55999756,4221.02001953,13100.98046875,1978.00000000,3.60800004,15.64999962
2023-06-02,104.01999664,4282.37011719,13240.76953125,1952.40002441,3.69099998,14.60000038
2023-06-05,104.00000000,4273.79003906,13229.42968750,1958.00000000,3.69300008,14.72999954
2023-06-06,104.12999725,4283.85009766,13276.41992188,1965.50000000,3.69899988,13.96000004
2023-06-07,104.09999847,4267.52001953,13104.90039062,1942.69995117,3.78399992,13.93999958
2023-06-08,103.33999634,4293.93017578,13238.51953125,1963.59997559,3.71399999,13.64999962
2023-06-09,103.55999756,4298.85986328,13259.13964844,1962.19995117,3.74499989,13.82999992
2023-06-12,103.62999725,4338.93017578,13461.91992188,1955.30004883,3.76500010,15.01000023
2023-06-13,103.33999634,4369.00976562,13573.32031250,1944.59997559,3.83899999,14.60999966
2023-06-14,103.01000214,4372.58984375,13626.48046875,1955.30004883,3.79600000,13.88000011
2023-06-15,102.12000275,4425.83984375,13782.82031250,1957.80004883,3.72799993,14.50000000
2023-06-16,102.30000305,4409.58984375,13689.57031250,1958.40002441,3.76900005,13.53999996
2023-06-20,102.54000092,4388.70996094,13667.29003906,1935.50000000,3.72900009,13.88000011
2023-06-21,102.06999969,4365.68994141,13502.20019531,1933.30004883,3.72300005,13.19999981
2023-06-22,102.38999939,4381.89013672,13630.61035156,1912.69995117,3.79900002,12.90999985
2023-06-23,102.90000153,4348.33007812,13492.51953125,1919.09997559,3.73900008,13.43999958
2023-06-26,102.69000244,4328.81982422,13335.78027344,1923.69995117,3.71900010,14.25000000
2023-06-27,102.48999786,4378.41015625,13555.66992188,1914.00000000,3.76799989,13.73999977
2023-06-28,102.91000366,4376.85986328,13591.75000000,1912.30004883,3.71000004,13.43000031
2023-06-29,103.33999634,4396.43994141,13591.33007812,1909.19995117,3.85400009,13.53999996
2023-06-30,102.91000366,4450.37988281,13787.91992188,1921.09997559,3.81900001,13.59000015
2023-07-03,102.98999786,4455.58984375,13816.76953125,1921.69995117,3.85800004,13.56999969
2023-07-05,103.37000275,4446.81982422,13791.65039062,1919.59997559,3.94499993,14.18000031
2023-07-06,103.16999817,4411.58984375,13679.04003906,1908.69995117,4.04099989,15.43999958
2023-07-07,102.26999664,4398.95019531,13660.71972656,1926.19995117,4.05000019,14.82999992
2023-07-10,101.97000122,4409.52978516,13685.48046875,1925.00000000,4.00600004,15.06999969
2023-07-11,101.73000336,4439.25976562,13760.70019531,1931.30004883,3.98000002,14.84000015
2023-07-12,100.51999664,4472.16015625,13918.95996094,1956.19995117,3.86100006,13.53999996
2023-07-13,99.76999664,4510.04003906,14138.57031250,1959.19995117,3.76099992,13.60999966
2023-07-14,99.91000366,4505.41992188,14113.70019531,1960.09997559,3.81900001,13.34000015
2023-07-17,99.83999634,4522.79003906,14244.95019531,1952.40002441,3.79699993,13.47999954
2023-07-18,99.94000244,4554.97998047,14353.63964844,1977.19995117,3.78900003,13.30000019
2023-07-19,100.27999878,4565.72021484,14358.01953125,1977.50000000,3.74200010,13.76000023
2023-07-20,100.87999725,4534.87011719,14063.30957031,1968.30004883,3.85400009,13.98999977
2023-07-21,101.06999969,4536.33984375,14032.80957031,1964.30004883,3.83699989,13.60000038
2023-07-24,101.34999847,4554.64013672,14058.87011719,1960.30004883,3.85700011,13.90999985
2023-07-25,101.34999847,4567.45996094,14144.55957031,1962.09997559,3.91199994,13.85999966
2023-07-26,100.88999939,4566.75000000,14127.28027344,1968.90002441,3.85100007,13.18999958
2023-07-27,101.76999664,4537.41015625,14050.11035156,1945.40002441,4.01200008,14.40999985
2023-07-28,101.62000275,4582.22998047,14316.66015625,1960.40002441,3.96900010,13.32999992
2023-07-31,101.86000061,4588.95996094,14346.01953125,1970.50000000,3.95900011,13.63000011
2023-08-01,102.30000305,4576.72998047,14283.91015625,1940.69995117,4.05100012,13.93000031
2023-08-02,102.58999634,4513.39013672,13973.45019531,1937.40002441,4.07800007,16.09000015
2023-08-03,102.54000092,4501.89013672,13959.71972656,1932.00000000,4.18900013,15.92000008
2023-08-04,102.01999664,4478.02978516,13909.24023438,1939.59997559,4.05999994,17.10000038
2023-08-07,102.05000305,4518.43994141,13994.40039062,1933.50000000,4.07800007,15.77000046
2023-08-08,102.52999878,4499.37988281,13884.32031250,1924.09997559,4.02600002,15.98999977
2023-08-09,102.48999786,4467.70996094,13722.01953125,1915.40002441,4.01200008,15.96000004
2023-08-10,102.51999664,4468.83007812,13737.99023438,1914.40002441,4.07999992,15.85000038
2023-08-11,102.83999634,4464.04980469,13644.84960938,1912.90002441,4.16800022,14.84000015
2023-08-14,103.19000244,4489.72021484,13788.33007812,1910.59997559,4.18400002,14.81999969
2023-08-15,103.20999908,4437.85986328,13631.04980469,1902.50000000,4.22100019,16.45999908
2023-08-16,103.41999817,4404.33007812,13474.62988281,1896.09997559,4.25799990,16.78000069
2023-08-17,103.44000244,4370.35986328,13316.92968750,1884.09997559,4.30800009,17.88999939
2023-08-18,103.37999725,4369.70996094,13290.78027344,1886.09997559,4.25099993,17.29999924
2023-08-21,103.33000183,4399.77001953,13497.58984375,1893.30004883,4.34200001,17.12999916
2023-08-22,103.55999756,4387.54980469,13505.87011719,1896.40002441,4.32800007,16.96999931
2023-08-23,103.36000061,4436.00976562,13721.03027344,1918.50000000,4.19799995,15.97999954
2023-08-24,103.98000336,4376.31005859,13463.96972656,1918.19995117,4.23500013,17.20000076
2023-08-25,104.08000183,4405.70996094,13590.65039062,1911.09997559,4.23899984,15.68000031
2023-08-28,104.05999756,4433.31005859,13705.12988281,1917.90002441,4.21199989,15.07999992
2023-08-29,103.55000305,4497.62988281,13943.75976562,1936.50000000,4.12200022,14.44999981
2023-08-30,103.16000366,4514.87011719,14019.30957031,1944.30004883,4.11800003,13.88000011
2023-08-31,103.62000275,4507.66015625,14034.96972656,1938.19995117,4.09299994,13.56999969
2023-09-01,104.23999786,4515.77001953,14031.80957031,1939.80004883,4.17299986,13.09000015
2023-09-05,104.80999756,4496.83007812,14020.95019531,1926.19995117,4.26800013,14.01000023
2023-09-06,104.86000061,4465.47998047,13872.46972656,1918.09997559,4.28999996,14.44999981
2023-09-07,105.05999756,4451.14013672,13748.83007812,1917.50000000,4.26000023,14.39999962
2023-09-08,105.08999634,4457.49023438,13761.53027344,1918.40002441,4.25799990,13.84000015
2023-09-11,104.56999969,4487.45996094,13917.88964844,1923.30004883,4.28800011,13.80000019
2023-09-12,104.70999908,4461.89990234,13773.61035156,1911.30004883,4.26399994,14.22999954
2023-09-13,104.76999664,4467.43994141,13813.58984375,1909.09997559,4.24900007,13.47999954
2023-09-14,105.41000366,4505.10009766,13926.04980469,1910.00000000,4.28800011,12.81999969
2023-09-15,105.31999969,4450.31982422,13708.33007812,1923.69995117,4.32200003,13.78999996
2023-09-18,105.19999695,4453.52978516,13710.24023438,1931.50000000,4.31899977,14.00000000
2023-09-19,105.19999695,4443.95019531,13678.19042969,1932.00000000,4.36499977,14.10999966
2023-09-20,105.16000366,4402.20019531,13469.12988281,1945.59997559,4.34899998,15.14000034
2023-09-21,105.36000061,4330.00000000,13223.98046875,1919.19995117,4.48000002,17.54000092
2023-09-22,105.58000183,4320.06005859,13211.80957031,1925.40002441,4.43800020,17.20000076
2023-09-25,106.00000000,4337.43994141,13271.32031250,1916.59997559,4.54199982,16.89999962
2023-09-26,106.23000336,4273.52978516,13063.61035156,1900.40002441,4.55800009,18.94000053
2023-09-27,106.66999817,4274.50976562,13092.84960938,1871.59997559,4.62599993,18.21999931
2023-09-28,106.22000122,4299.70019531,13201.28027344,1860.40002441,4.59700012,17.34000015
2023-09-29,106.16999817,4288.04980469,13219.32031250,1848.09997559,4.57299995,17.52000046
2023-10-02,106.90000153,4288.39013672,13307.76953125,1830.00000000,4.68300009,17.61000061
2023-10-03,107.00000000,4229.45019531,13059.46972656,1824.59997559,4.80200005,19.78000069
2023-10-04,106.80000305,4263.75000000,13236.00976562,1818.50000000,4.73500013,18.57999992
2023-10-05,106.33000183,4258.18994141,13219.83007812,1816.59997559,4.71700001,18.48999977
2023-10-06,106.04000092,4308.50000000,13431.33984375,1830.19995117,4.78399992,17.45000076
2023-10-09,106.08000183,4335.66015625,13484.24023438,1849.50000000,4.79699993,17.70000076
2023-10-10,105.83000183,4358.24023438,13562.83984375,1861.00000000,4.65500021,17.03000069
2023-10-11,105.81999969,4376.95019531,13659.67968750,1872.80004883,4.59499979,16.09000015
2023-10-12,106.56999969,4349.60986328,13574.21972656,1869.30004883,4.71199989,16.69000053
2023-10-13,106.65000153,4327.77978516,13407.23046875,1927.40002441,4.62900019,19.31999969
2023-10-16,106.23999786,4373.62988281,13567.98046875,1921.09997559,4.71199989,17.20999908
2023-10-17,106.25000000,4373.20019531,13533.75000000,1922.69995117,4.84700012,17.87999916
2023-10-18,106.56999969,4314.60009766,13314.29980469,1955.30004883,4.90399981,19.21999931
2023-10-19,106.25000000,4278.00000000,13186.17968750,1968.40002441,4.98799992,21.39999962
2023-10-20,106.16000366,4224.16015625,12983.80957031,1982.50000000,4.92399979,21.70999908
2023-10-23,105.54000092,4217.04003906,13018.33007812,1976.30004883,4.83799982,20.37000084
2023-10-24,106.26999664,4247.68017578,13139.87011719,1975.00000000,4.84000015,18.96999931
2023-10-25,106.52999878,4186.77001953,12821.21972656,1984.09997559,4.95300007,20.19000053
2023-10-26,106.59999847,4137.22998047,12595.61035156,1987.19995117,4.84499979,20.68000031
2023-10-27,106.55999756,4117.37011719,12643.00976562,1988.59997559,4.84499979,21.27000046
2023-10-30,106.12000275,4166.81982422,12789.48046875,1996.19995117,4.87500000,19.75000000
2023-10-31,106.66000366,4193.79980469,12851.24023438,1985.19995117,4.87500000,18.13999939
2023-11-01,106.87999725,4237.85986328,13061.46972656,1978.80004883,4.78900003,16.87000084
2023-11-02,106.12000275,4317.77978516,13294.19042969,1985.59997559,4.66900015,15.65999985
2023-11-03,105.01999664,4358.33984375,13478.28027344,1991.50000000,4.55800009,14.90999985
2023-11-06,105.22000122,4365.97998047,13518.78027344,1981.59997559,4.66200018,14.89000034
2023-11-07,105.54000092,4378.37988281,13639.86035156,1966.80004883,4.57100010,14.81000042
2023-11-08,105.58999634,4382.77978516,13650.41015625,1951.50000000,4.52299976,14.44999981
2023-11-09,105.91000366,4347.35009766,13521.45019531,1964.19995117,4.63000011,15.28999996
2023-11-10,105.86000061,4415.24023438,13798.11035156,1932.59997559,4.62799978,14.17000008
2023-11-13,105.66000366,4411.54980469,13767.74023438,1945.50000000,4.63199997,14.76000023
2023-11-14,104.11000061,4495.70019531,14094.37988281,1961.80004883,4.44099998,14.15999985
2023-11-15,104.38999939,4502.87988281,14103.83984375,1960.09997559,4.53499985,14.18000031
2023-11-16,104.37000275,4508.24023438,14113.66992188,1983.90002441,4.44500017,14.31999969
2023-11-17,103.81999969,4514.02001953,14125.48046875,1981.59997559,4.44099998,13.80000019
2023-11-20,103.47000122,4547.37988281,14284.53027344,1977.69995117,4.42199993,13.40999985
2023-11-21,103.58999634,4538.18994141,14199.98046875,1999.30004883,4.41800022,13.35000038
2023-11-22,103.91999817,4556.62011719,14265.86035156,1991.40002441,4.41599989,12.85000038
2023-11-24,103.40000153,4559.33984375,14250.84960938,2002.19995117,4.47200012,12.46000004
2023-11-27,103.19999695,4550.43017578,14241.01953125,2011.80004883,4.38899994,12.68999958
2023-11-28,102.75000000,4554.89013672,14281.75976562,2039.69995117,4.33599997,12.68999958
2023-11-29,102.76999664,4550.58007812,14258.49023438,2047.09997559,4.27099991,12.97999954
2023-11-30,103.50000000,4567.79980469,14226.21972656,2038.09997559,4.35200024,12.92000008
2023-12-01,103.26999664,4594.62988281,14305.03027344,2071.00000000,4.22599983,12.63000011
2023-12-04,103.63999939,4569.77978516,14185.49023438,2024.09997559,4.28800011,13.07999992
2023-12-05,104.05000305,4567.18017578,14229.91015625,2018.50000000,4.17100000,12.85000038
2023-12-06,104.15000153,4549.33984375,14146.70996094,2030.50000000,4.12099981,12.97000027
2023-12-07,103.54000092,4585.58984375,14339.99023438,2029.90002441,4.12900019,13.06000042
2023-12-08,104.01000214,4604.37011719,14403.96972656,1998.30004883,4.24499989,12.35000038
2023-12-11,104.09999847,4622.43994141,14432.49023438,1978.00000000,4.23899984,12.63000011
2023-12-12,103.87000275,4643.70019531,14533.40039062,1977.80004883,4.20599985,12.06999969
2023-12-13,102.87000275,4707.08984375,14733.95996094,1982.30004883,4.03299999,12.18999958
2023-12-14,101.95999908,4719.54980469,14761.55957031,2030.19995117,3.93000007,12.47999954
2023-12-15,102.55000305,4719.18994141,14813.91992188,2021.09997559,3.92799997,12.27999973
2023-12-18,102.51000214,4740.56005859,14904.80957031,2026.30004883,3.95400000,12.56000042
2023-12-19,102.16999817,4768.37011719,15003.21972656,2038.40002441,3.92199993,12.52999973
2023-12-20,102.41000366,4698.35009766,14777.94042969,2034.50000000,3.87700009,13.67000008
2023-12-21,101.83999634,4746.75000000,14963.87011719,2039.09997559,3.89400005,13.64999962
2023-12-22,101.69999695,4754.62988281,14992.96972656,2057.10009766,3.90100002,13.02999973
2023-12-26,101.47000122,4774.75000000,15074.57031250,2058.19995117,3.88599992,12.98999977
2023-12-27,100.98999786,4781.58007812,15099.17968750,2081.89990234,3.78900003,12.43000031
2023-12-28,101.23000336,4783.35009766,15095.13964844,2073.89990234,3.84999990,12.47000027
2023-12-29,101.33000183,4769.83007812,15011.34960938,2062.39990234,3.86599994,12.44999981
2024-01-02,102.19999695,4742.83007812,14765.94042969,2064.39990234,3.94600010,13.19999981
2024-01-03,102.45999908,4704.81005859,14592.20996094,2034.19995117,3.90700006,14.03999996
2024-01-04,102.41999817,4688.68017578,14510.29980469,2042.30004883,3.99099994,14.13000011
2024-01-05,102.41000366,4697.24023438,14524.07031250,2042.40002441,4.04199982,13.35000038
2024-01-08,102.20999908,4763.54003906,14843.76953125,2026.59997559,4.00199986,13.07999992
2024-01-09,102.56999969,4756.50000000,14857.70996094,2026.40002441,4.01900005,12.76000023
2024-01-10,102.36000061,4783.45019531,14969.65039062,2021.69995117,4.03000021,12.68999958
2024-01-11,102.29000092,4780.24023438,14970.19042969,2014.30004883,3.97700000,12.43999958
2024-01-12,102.40000153,4783.83007812,14972.75976562,2046.69995117,3.95000005,12.69999981
