date,dxy,sp500,nasdaq,gold,us10y,vix
2021-11-17,95.83000183,4688.66992188,15921.57031250,1869.69995117,1.60399997,17.11000061
2021-11-18,95.54000092,4704.54003906,15993.70996094,1861.00000000,1.58899999,17.59000015
2021-11-19,96.06999969,4697.95996094,16057.44042969,1851.19995117,1.53600001,17.90999985
2021-11-22,96.50000000,4682.93994141,15854.75976562,1806.00000000,1.62500000,19.17000008
2021-11-23,96.48999786,4690.70019531,15775.13964844,1783.50000000,1.66700006,19.37999916
2021-11-24,96.83999634,4701.45996094,15845.23046875,1784.09997559,1.64499998,18.57999992
2021-11-26,96.08999634,4594.62011719,15491.66015625,1785.30004883,1.48199999,28.62000084
2021-11-29,96.33999634,4655.27001953,15782.83007812,1782.30004883,1.52999997,22.95999908
2021-11-30,95.98999786,4567.00000000,15537.69042969,1773.59997559,1.44299996,27.19000053
2021-12-01,96.05000305,4513.04003906,15254.04980469,1781.59997559,1.43400002,31.12000084
2021-12-02,96.12999725,4577.10009766,15381.32031250,1760.69995117,1.44799995,27.95000076
2021-12-03,96.12000275,4538.43017578,15085.46972656,1782.00000000,1.34300005,30.67000008
2021-12-06,96.29000092,4591.66992188,15225.15039062,1777.50000000,1.43400002,27.18000031
2021-12-07,96.37000275,4686.75000000,15686.91992188,1782.59997559,1.48000002,21.88999939
2021-12-08,95.88999939,4701.20996094,15786.99023438,1783.40002441,1.50899994,19.89999962
2021-12-09,96.26999664,4667.45019531,15517.37011719,1774.59997559,1.48699999,21.57999992
2021-12-10,96.05000305,4712.02001953,15630.59960938,1782.90002441,1.48899996,18.69000053
2021-12-13,96.31999969,4668.97021484,15413.28027344,1786.30004883,1.42400002,20.30999947
2021-12-14,96.56999969,4634.08984375,15237.63964844,1770.40002441,1.43799996,21.88999939
2021-12-15,96.51000214,4709.85009766,15565.58007812,1762.59997559,1.46300006,19.29000092
2021-12-16,96.04000092,4668.66992188,15180.42968750,1796.59997559,1.42200005,20.56999969
2021-12-17,96.56999969,4620.64013672,15169.67968750,1803.80004883,1.40199995,21.56999969
2021-12-20,96.55000305,4568.02001953,14980.94042969,1793.69995117,1.41900003,22.87000084
2021-12-21,96.48999786,4649.22998047,15341.08984375,1787.90002441,1.48699999,21.01000023
2021-12-22,96.08000183,4696.56005859,15521.88964844,1801.59997559,1.45700002,18.62999916
2021-12-23,96.01999664,4725.79003906,15653.37011719,1811.19995117,1.49300003,17.95999908
2021-12-27,96.08999634,4791.18994141,15871.25976562,1808.09997559,1.48099995,17.68000031
2021-12-28,96.19999695,4786.35009766,15781.71972656,1810.19995117,1.48099995,17.54000092
2021-12-29,95.93000031,4793.06005859,15766.21972656,1805.09997559,1.54299998,16.95000076
2021-12-30,95.97000122,4778.72998047,15741.55957031,1812.69995117,1.51499999,17.32999992
2021-12-31,95.66999817,4766.18017578,15644.96972656,1827.50000000,1.51199996,17.21999931
2022-01-03,96.23999786,4796.56005859,15832.79980469,1799.40002441,1.62800002,16.60000038
2022-01-04,96.29000092,4793.54003906,15622.71972656,1814.00000000,1.66799998,16.90999985
2022-01-05,96.19000244,4700.58007812,15100.16992188,1824.59997559,1.70500004,19.72999954
2022-01-06,96.25000000,4696.04980469,15080.86035156,1788.69995117,1.73300004,19.61000061
2022-01-07,95.73999786,4677.02978516,14935.90039062,1797.00000000,1.77100003,18.76000023
2022-01-10,95.98999786,4670.29003906,14942.83007812,1798.40002441,1.77999997,19.39999962
2022-01-11,95.62000275,4713.06982422,15153.45019531,1818.59997559,1.74600005,18.40999985
2022-01-12,95.00000000,4726.35009766,15188.38964844,1827.19995117,1.72500002,17.62000084
2022-01-13,94.79000092,4659.02978516,14806.80957031,1821.19995117,1.71099997,20.30999947
2022-01-14,95.16999817,4662.85009766,14893.75000000,1816.50000000,1.77199996,19.19000053
2022-01-18,95.73000336,4577.10986328,14506.90039062,1812.30004883,1.86500001,22.79000092
2022-01-19,95.51000214,4532.75976562,14340.25976562,1843.09997559,1.82700002,23.85000038
2022-01-20,95.73999786,4482.72998047,14154.01953125,1842.50000000,1.83299994,25.59000015
2022-01-21,95.63999939,4397.93994141,13768.91992188,1831.80004883,1.74699998,28.85000038
2022-01-24,95.91999817,4410.12988281,13855.12988281,1841.69995117,1.73500001,29.89999962
2022-01-25,95.94999695,4356.45019531,13539.29003906,1852.69995117,1.78299999,31.15999985
2022-01-26,96.48999786,4349.93017578,13542.12011719,1829.90002441,1.84800005,31.95999908
2022-01-27,97.26000214,4326.50976562,13352.78027344,1793.30004883,1.80700004,30.48999977
2022-01-28,97.26999664,4431.85009766,13770.57031250,1784.90002441,1.78199995,27.65999985
2022-01-31,96.54000092,4515.54980469,14239.87988281,1795.00000000,1.78199995,24.82999992
2022-02-01,96.38999939,4546.54003906,14346.00000000,1800.30004883,1.79999995,21.95999908
2022-02-02,95.94000244,4589.37988281,14417.54980469,1809.19995117,1.76600003,22.09000015
2022-02-03,95.37999725,4477.43994141,13878.82031250,1803.00000000,1.82700002,24.35000038
2022-02-04,95.48000336,4500.52978516,14098.00976562,1806.59997559,1.92999995,23.21999931
2022-02-07,95.40000153,4483.87011719,14015.66992188,1820.59997559,1.91600001,22.86000061
2022-02-08,95.63999939,4521.54003906,14194.45019531,1826.59997559,1.95400000,21.44000053
2022-02-09,95.48999786,4587.18017578,14490.37011719,1835.19995117,1.92900002,19.95999908
2022-02-10,95.55000305,4504.08007812,14185.63964844,1836.19995117,2.03099990,23.90999985
2022-02-11,96.08000183,4418.64013672,13791.15039062,1840.80004883,1.95500004,27.36000061
2022-02-14,96.37000275,4401.66992188,13790.91992188,1868.00000000,1.99600005,28.32999992
2022-02-15,95.98999786,4471.06982422,14139.75976562,1854.80004883,2.04500008,25.70000076
2022-02-16,95.69999695,4475.00976562,14124.08984375,1870.19995117,2.04699993,24.29000092
2022-02-17,95.80000305,4380.25976562,13716.71972656,1900.69995117,1.97200000,28.11000061
2022-02-18,96.04000092,4348.87011719,13548.07031250,1898.59997559,1.93200004,27.75000000
2022-02-22,96.02999878,4304.75976562,13381.51953125,1906.09997559,1.94799995,28.80999947
2022-02-23,96.19000244,4225.50000000,13037.49023438,1909.19995117,1.97700000,31.02000046
2022-02-24,97.13999939,4288.70019531,13473.58984375,1925.09997559,1.96899998,30.31999969
2022-02-25,96.62000275,4384.64990234,13694.62011719,1886.50000000,1.98599994,27.59000015
2022-02-28,96.70999908,4373.93994141,13751.40039062,1899.40002441,1.83899999,30.14999962
2022-03-01,97.41000366,4306.25976562,13532.45996094,1942.40002441,1.70700002,33.31999969
2022-03-02,97.38999939,4386.54003906,13752.01953125,1920.90002441,1.86500001,30.73999977
2022-03-03,97.79000092,4363.49023438,13537.94042969,1934.40002441,1.84399998,30.47999954
2022-03-04,98.65000153,4328.87011719,13313.44042969,1965.09997559,1.72399998,31.97999954
2022-03-07,99.29000092,4201.08984375,12830.95996094,1993.90002441,1.75100005,36.45000076
2022-03-08,99.05999756,4170.70019531,12795.54980469,2040.09997559,1.87199998,35.13000107
2022-03-09,97.97000122,4277.87988281,13255.54980469,1985.90002441,1.94799995,32.45000076
2022-03-10,98.51000214,4259.52001953,13129.95996094,1998.09997559,2.01099992,30.22999954
2022-03-11,99.12000275,4204.31005859,12843.80957031,1982.69995117,2.00399995,30.75000000
2022-03-14,99.05999756,4173.10986328,12581.21972656,1959.59997559,2.14000010,31.77000046
2022-03-15,99.06999969,4262.45019531,12948.62011719,1928.50000000,2.16000009,29.82999992
2022-03-16,98.37999725,4357.85986328,13436.54980469,1908.00000000,2.18799996,26.67000008
2022-03-17,98.01000214,4411.66992188,13614.78027344,1942.09997559,2.19199991,25.67000008
2022-03-18,98.23000336,4463.12011719,13893.83984375,1928.19995117,2.14800000,23.87000084
2022-03-21,98.50000000,4461.18017578,13838.45996094,1928.59997559,2.31500006,23.53000069
2022-03-22,98.48999786,4511.60986328,14108.82031250,1920.69995117,2.37299991,22.94000053
2022-03-23,98.62000275,4456.24023438,13922.59960938,1936.59997559,2.32100010,23.56999969
2022-03-24,98.79000092,4520.16015625,14191.83984375,1961.59997559,2.34100008,21.67000008
2022-03-25,98.80999756,4543.06005859,14169.29980469,1953.80004883,2.49200010,20.80999947
2022-03-28,99.08999634,4575.52001953,14354.90039062,1939.59997559,2.47700000,19.62999916
2022-03-29,98.40000153,4631.60009766,14619.63964844,1912.00000000,2.40000010,18.89999962
2022-03-30,97.79000092,4602.45019531,14442.26953125,1933.50000000,2.35800004,19.32999992
2022-03-31,98.30999756,4530.41015625,14220.51953125,1949.19995117,2.32699990,20.55999947
2022-04-01,98.62999725,4545.85986328,14261.50000000,1919.09997559,2.37700009,19.62999916
2022-04-04,98.98999786,4582.64013672,14532.54980469,1929.19995117,2.41199994,18.56999969
2022-04-05,99.47000122,4525.12011719,14204.16992188,1922.90002441,2.55599999,21.03000069
2022-04-06,99.59999847,4481.14990234,13888.82031250,1918.40002441,2.60899997,22.10000038
2022-04-07,99.75000000,4500.20996094,13897.29980469,1933.80004883,2.65199995,21.54999924
2022-04-08,99.80000305,4488.27978516,13711.00000000,1941.59997559,2.71300006,21.15999985
2022-04-11,99.93000031,4412.52978516,13411.95996094,1944.30004883,2.77999997,24.37000084
2022-04-12,100.29000092,4397.45019531,13371.57031250,1972.09997559,2.72499990,24.26000023
2022-04-13,99.87999725,4446.58984375,13643.58984375,1981.00000000,2.68700004,21.81999969
2022-04-14,100.31999969,4392.58984375,13351.08007812,1970.90002441,2.82800007,22.70000076
2022-04-18,100.77999878,4391.68994141,13332.36035156,1982.90002441,2.86199999,22.17000008
2022-04-19,100.95999908,4462.20996094,13619.66015625,1955.69995117,2.91300011,21.37000084
2022-04-20,100.38999939,4459.45019531,13453.07031250,1952.30004883,2.83999991,20.31999969
2022-04-21,100.58000183,4393.66015625,13174.65039062,1944.90002441,2.91700006,22.68000031
2022-04-22,101.22000122,4271.77978516,12839.29003906,1931.00000000,2.90599990,28.20999908
2022-04-25,101.75000000,4296.12011719,13004.84960938,1893.19995117,2.82599998,27.02000046
2022-04-26,102.30000305,4175.20019531,12490.74023438,1901.40002441,2.77200007,33.52000046
2022-04-27,102.94999695,4183.95996094,12488.92968750,1885.90002441,2.81800008,31.60000038
2022-04-28,103.62000275,4287.50000000,12871.53027344,1888.69995117,2.86299992,29.98999977
2022-04-29,102.95999908,4131.93017578,12334.63964844,1909.30004883,2.88700008,33.40000153
2022-05-02,103.73999786,4155.37988281,12536.01953125,1861.80004883,2.99600005,32.34000015
2022-05-03,103.47000122,4175.47998047,12563.75976562,1868.80004883,2.96000004,29.25000000
2022-05-04,102.58999634,4300.16992188,12964.86035156,1867.00000000,2.91700006,25.42000008
2022-05-05,103.75000000,4146.87011719,12317.69042969,1874.00000000,3.06599998,31.20000076
2022-05-06,103.66000366,4123.33984375,12144.66015625,1881.19995117,3.12299991,30.19000053
2022-05-09,103.65000153,3991.23999023,11623.25000000,1857.09997559,3.07900000,34.75000000
2022-05-10,103.91999817,4001.05004883,11737.66992188,1839.90002441,2.99300003,32.99000168
2022-05-11,103.84999847,3935.17993164,11364.24023438,1852.59997559,2.92100000,32.56000137
2022-05-12,104.84999847,3930.08007812,11370.95996094,1823.80004883,2.81699991,31.77000046
2022-05-13,104.55999756,4023.88989258,11805.00000000,1807.40002441,2.93499994,28.87000084
2022-05-16,104.19000244,4008.01000977,11662.79003906,1813.50000000,2.87700009,27.46999931
2022-05-17,103.36000061,4088.85009766,11984.51953125,1818.19995117,2.96799994,26.10000038
2022-05-18,103.80999756,3923.67993164,11418.15039062,1815.90002441,2.88599992,30.95999908
2022-05-19,102.72000122,3900.79003906,11388.50000000,1841.19995117,2.85500002,29.35000038
2022-05-20,103.15000153,3901.36010742,11354.62011719,1841.80004883,2.78699994,29.43000031
2022-05-23,102.08000183,3973.75000000,11535.26953125,1847.80004883,2.85899997,28.47999954
2022-05-24,101.86000061,3941.47998047,11264.45019531,1865.09997559,2.75999999,29.45000076
2022-05-25,102.05999756,3978.72998047,11434.74023438,1846.19995117,2.74900007,28.37000084
2022-05-26,101.83000183,4057.84008789,11740.65039062,1847.40002441,2.75600004,27.50000000
2022-05-27,101.66999817,4158.24023438,12131.12988281,1851.30004883,2.74300003,25.71999931
2022-05-31,101.75000000,4132.14990234,12081.38964844,1842.69995117,2.84400010,26.19000053
2022-06-01,102.55000305,4101.22998047,11994.45996094,1843.30004883,2.93099999,25.69000053
2022-06-02,101.76999664,4176.81982422,12316.90039062,1866.50000000,2.91300011,24.71999931
2022-06-03,102.13999939,4108.54003906,12012.73046875,1845.40002441,2.95700002,24.79000092
2022-06-06,102.44000244,4121.43017578,12061.37011719,1839.19995117,3.03800011,25.06999969
2022-06-07,102.31999969,4160.68017578,12175.23046875,1847.50000000,2.97199988,24.02000046
2022-06-08,102.54000092,4115.77001953,12086.26953125,1851.90002441,3.02900004,23.95999908
2022-06-09,103.22000122,4017.82006836,11754.23046875,1848.80004883,3.04399991,26.09000015
2022-06-10,104.15000153,3900.86010742,11340.01953125,1871.50000000,3.15599990,27.75000000
2022-06-13,105.08000183,3749.62988281,10809.23046875,1828.00000000,3.36599994,34.02000046
2022-06-14,105.51999664,3735.47998047,10828.34960938,1809.50000000,3.48300004,32.68999863
2022-06-15,105.16000366,3789.98999023,11099.15039062,1815.30004883,3.39499998,29.62000084
2022-06-16,103.62999725,3666.77001953,10646.09960938,1845.69995117,3.30699992,32.95000076
2022-06-17,104.69999695,3674.84008789,10798.34960938,1835.59997559,3.23900008,31.12999916
2022-06-21,104.44000244,3764.79003906,11069.29980469,1834.59997559,3.30699992,30.19000053
2022-06-22,104.19999695,3759.88989258,11053.08007812,1834.30004883,3.15599990,28.95000076
2022-06-23,104.43000031,3795.72998047,11232.19042969,1825.69995117,3.06800008,29.04999924
2022-06-24,104.19000244,3911.73999023,11607.62011719,1826.50000000,3.12500000,27.22999954
2022-06-27,103.94000244,3900.11010742,11524.54980469,1820.90002441,3.19400001,26.95000076
2022-06-28,104.51000214,3821.55004883,11181.54003906,1817.50000000,3.20600009,28.36000061
2022-06-29,105.11000061,3818.83007812,11177.88964844,1813.69995117,3.09299994,28.15999985
2022-06-30,104.69000244,3785.37988281,11028.74023438,1804.09997559,2.97199988,28.70999908
2022-07-01,105.13999939,3825.33007812,11127.84960938,1798.90002441,2.88899994,26.70000076
2022-07-05,106.50000000,3831.38989258,11322.24023438,1761.80004883,2.80900002,27.54000092
2022-07-06,107.09999847,3845.08007812,11361.84960938,1734.90002441,2.91300011,26.72999954
2022-07-07,107.12999725,3902.62011719,11621.34960938,1737.90002441,3.00799990,26.07999992
2022-07-08,107.01000214,3899.37988281,11635.30957031,1740.59997559,3.10100007,24.63999939
2022-07-11,108.01999664,3854.42993164,11372.59960938,1730.00000000,2.99099994,26.17000008
2022-07-12,108.06999969,3818.80004883,11264.73046875,1723.30004883,2.95799994,27.29000092
2022-07-13,107.95999908,3801.78002930,11247.58007812,1734.19995117,2.90400004,26.81999969
2022-07-14,108.54000092,3790.37988281,11251.19042969,1704.50000000,2.96000004,26.39999962
2022-07-15,108.05999756,3863.15991211,11452.41992188,1702.40002441,2.93000007,24.22999954
2022-07-18,107.37000275,3830.85009766,11360.04980469,1709.19995117,2.96000004,25.29999924
2022-07-19,106.68000031,3936.68994141,11713.15039062,1710.00000000,3.01900005,24.50000000
2022-07-20,107.08000183,3959.89990234,11897.65039062,1699.50000000,3.03600001,23.87999916
2022-07-21,106.91000366,3998.94995117,12059.61035156,1712.69995117,2.91000009,23.11000061
2022-07-22,106.73000336,3961.62988281,11834.11035156,1727.09997559,2.78299999,23.03000069
2022-07-25,106.48000336,3966.84008789,11782.66992188,1719.00000000,2.81999993,23.36000061
2022-07-26,107.19000244,3921.05004883,11562.57031250,1717.69995117,2.78699994,24.69000053
2022-07-27,106.44999695,4023.61010742,12032.41992188,1719.09997559,2.73399997,23.23999977
2022-07-28,106.34999847,4072.42993164,12162.58984375,1750.30004883,2.68099999,22.32999992
2022-07-29,105.90000153,4130.29003906,12390.69042969,1762.90002441,2.64199996,21.32999992
2022-08-01,105.44999695,4118.62988281,12368.98046875,1769.00000000,2.60599995,22.84000015
2022-08-02,106.23999786,4091.18994141,12348.75976562,1771.09997559,2.74099994,23.93000031
2022-08-03,106.51000214,4155.16992188,12668.16015625,1758.00000000,2.74799991,21.95000076
2022-08-04,105.69000244,4151.93994141,12720.58007812,1788.50000000,2.67600012,21.44000053
2022-08-05,106.62000275,4145.18994141,12657.54980469,1772.90002441,2.83999991,21.14999962
2022-08-08,106.44000244,4140.06005859,12644.45996094,1786.80004883,2.76500010,21.29000092
2022-08-09,106.37000275,4122.47021484,12493.92968750,1794.00000000,2.79699993,21.77000046
2022-08-10,105.19999695,4210.24023438,12854.79980469,1795.59997559,2.78600001,19.73999977
2022-08-11,105.08999634,4207.27001953,12779.91015625,1789.69995117,2.88800001,20.20000076
2022-08-12,105.62999725,4280.14990234,13047.19042969,1798.59997559,2.84899998,19.53000069
2022-08-15,106.55000305,4297.14013672,13128.04980469,1781.40002441,2.79099989,19.95000076
2022-08-16,106.50000000,4305.20019531,13102.54980469,1773.19995117,2.82399988,19.69000053
2022-08-17,106.56999969,4274.04003906,12938.12011719,1760.30004883,2.89299989,19.89999962
2022-08-18,107.48000336,4283.74023438,12965.33984375,1755.30004883,2.88000011,19.55999947
2022-08-19,108.16999817,4228.47998047,12705.21972656,1747.59997559,2.98900008,20.60000038
2022-08-22,109.05000305,4137.99023438,12381.57031250,1734.00000000,3.03699994,23.79999924
2022-08-23,108.62000275,4128.72998047,12381.29980469,1746.80004883,3.05399990,24.11000061
2022-08-24,108.68000031,4140.77001953,12431.53027344,1747.80004883,3.10599995,22.81999969
2022-08-25,108.47000122,4199.12011719,12639.26953125,1757.69995117,3.02600002,21.78000069
2022-08-26,108.80000305,4057.65991211,12141.70996094,1736.09997559,3.03500009,25.55999947
2022-08-29,108.83999634,4030.61010742,12017.66992188,1736.59997559,3.10999990,26.20999908
2022-08-30,108.76999664,3986.15991211,11883.13964844,1723.19995117,3.10999990,26.20999908
2022-08-31,108.69999695,3955.00000000,11816.20019531,1712.80004883,3.13299990,25.87000084
2022-09-01,109.69000244,3966.85009766,11785.12988281,1696.59997559,3.26500010,25.55999947
2022-09-02,109.52999878,3924.26000977,11630.86035156,1709.80004883,3.19300008,25.46999931
2022-09-06,110.20999908,3908.18994141,11544.91015625,1700.40002441,3.33999991,26.90999985
2022-09-07,109.83999634,3979.87011719,11791.90039062,1715.30004883,3.26500010,24.63999939
2022-09-08,109.70999908,4006.17993164,11862.12988281,1708.00000000,3.29200006,23.61000061
2022-09-09,109.00000000,4067.36010742,12112.30957031,1716.19995117,3.32100010,22.79000092
2022-09-12,108.33000183,4110.41015625,12266.41015625,1728.09997559,3.36199999,23.87000084
2022-09-13,109.81999969,3932.68994141,11633.57031250,1705.00000000,3.42199993,27.27000046
2022-09-14,109.66000366,3946.01000977,11719.67968750,1696.50000000,3.41199994,26.15999985
2022-09-15,109.73999786,3901.35009766,11552.36035156,1665.40002441,3.45900011,26.27000046
2022-09-16,109.76000214,3873.33007812,11448.40039062,1671.69995117,3.44799995,26.29999924
2022-09-19,109.73999786,3899.88989258,11535.01953125,1666.19995117,3.49000001,25.76000023
2022-09-20,110.22000122,3855.92993164,11425.04980469,1659.69995117,3.57100010,27.15999985
2022-09-21,110.63999939,3789.92993164,11220.19042969,1664.59997559,3.50999999,27.98999977
2022-09-22,111.34999847,3757.98999023,11066.80957031,1670.80004883,3.70799994,27.35000038
2022-09-23,113.19000244,3693.22998047,10867.92968750,1645.30004883,3.69700003,29.92000008
2022-09-26,114.09999847,3655.04003906,10802.91992188,1623.30004883,3.87800002,32.25999832
2022-09-27,114.11000061,3647.29003906,10829.50000000,1626.69995117,3.96399999,32.59999847
2022-09-28,112.59999847,3719.04003906,11051.63964844,1660.40002441,3.70499992,30.18000031
2022-09-29,112.25000000,3640.46997070,10737.50976562,1658.50000000,3.74699998,31.84000015
2022-09-30,112.12000275,3585.62011719,10575.62011719,1662.40002441,3.80399990,31.62000084
2022-10-03,111.75000000,3678.42993164,10815.42968750,1692.90002441,3.65100002,30.10000038
2022-10-04,110.06999969,3790.92993164,11176.41015625,1721.09997559,3.61700010,29.06999969
2022-10-05,111.06999969,3783.28002930,11148.63964844,1711.40002441,3.75900006,28.54999924
2022-10-06,112.26000214,3744.52001953,11073.30957031,1711.69995117,3.82599998,30.52000046
2022-10-07,112.80000305,3639.65991211,10652.40039062,1700.50000000,3.88299990,31.36000061
2022-10-10,113.13999939,3612.38989258,10542.09960938,1667.30004883,3.88800001,32.45000076
2022-10-11,113.22000122,3588.84008789,10426.19042969,1678.69995117,3.93899989,33.63000107
2022-10-12,113.31999969,3577.03002930,10417.09960938,1670.30004883,3.90199995,33.56999969
2022-10-13,112.36000061,3669.90991211,10649.15039062,1670.00000000,3.95199990,31.94000053
2022-10-14,113.30999756,3583.07006836,10321.38964844,1641.69995117,4.01000023,32.02000046
2022-10-17,112.04000092,3677.94995117,10675.79980469,1657.00000000,4.01499987,31.37000084
2022-10-18,112.12999725,3719.97998047,10772.40039062,1649.00000000,3.99799991,30.50000000
2022-10-19,112.98000336,3695.15991211,10680.50976562,1627.50000000,4.12699986,30.76000023
2022-10-20,112.87999725,3665.78002930,10614.83984375,1630.80004883,4.22599983,29.97999954
2022-10-21,112.01000214,3752.75000000,10859.71972656,1651.00000000,4.21299982,29.69000053
2022-10-24,111.98999786,3797.34008789,10952.61035156,1648.69995117,4.23400021,29.85000038
2022-10-25,110.94999695,3859.11010742,11199.12011719,1652.80004883,4.10799980,28.45999908
2022-10-26,109.69999695,3830.60009766,10970.99023438,1664.00000000,4.01499987,27.28000069
2022-10-27,110.58999634,3807.30004883,10792.66992188,1660.69995117,3.93700004,27.38999939
