rank,symbol,base,quote,price,change_24h_pct,high_24h,low_24h,volume_24h,quote_volume_24h,usd_volume_24h_approx,vwap_24h,trades_24h
1752,INSBTC,IN,SBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1753,INSETH,IN,SETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1754,PIVXBTC,PIV,XBTC,0.00000147,-26.13100000,0.00000209,0.00000136,3121330.00000000,5.19672880,,0.00000166,4000
1755,PIVXBNB,PIV,XBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1756,IOSTBTC,IOS,TBTC,0.00000010,0.00000000,0.00000011,0.00000008,88610195.00000000,8.41112361,,0.00000009,4000
1757,IOSTETH,IOS,TETH,0.00000372,-4.37000000,0.00000393,0.00000334,49889228.00000000,180.13189424,,0.00000361,4000
1758,CHATBTC,CHA,TBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1759,CHATETH,CHA,TETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1760,STEEMBTC,STEE,MBTC,0.00000069,-2.81700000,0.00000075,0.00000068,26496182.00000000,18.75269770,,0.00000071,4000
1761,STEEMETH,STEE,METH,0.00002586,-6.16800000,0.00003290,0.00002380,8136483.00000000,222.61124680,,0.00002736,4000
1762,STEEMBNB,STEE,MBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1763,NANOBTC,NAN,OBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1764,NANOETH,NAN,OETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1765,NANOBNB,NAN,OBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1766,VIABTC,VI,ABTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1767,VIAETH,VI,AETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1768,VIABNB,VI,ABNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1769,BLZBTC,BL,ZBTC,0.00000060,15.38500000,0.00000067,0.00000051,4149126.00000000,2.46678563,,0.00000059,4000
1770,BLZETH,BL,ZETH,0.00004159,-17.57800000,0.00005810,0.00004032,10774706.00000000,543.58709313,,0.00005045,4000
1771,BLZBNB,BL,ZBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1772,AEBTC,A,EBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1773,AEETH,A,EETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1774,AEBNB,A,EBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1775,RPXBTC,RP,XBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1776,RPXETH,RP,XETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1777,RPXBNB,RP,XBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1778,NCASHBTC,NCAS,HBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1779,NCASHETH,NCAS,HETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1780,NCASHBNB,NCAS,HBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1781,POABTC,PO,ABTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1782,POAETH,PO,AETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1783,POABNB,PO,ABNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1784,ZILBTC,ZI,LBTC,0.00000010,-9.09100000,0.00000013,0.00000009,65482555.00000000,7.05147550,,0.00000011,4000
1785,ZILETH,ZI,LETH,0.00000168,3.70400000,0.00000197,0.00000155,112227742.00000000,190.05707063,,0.00000169,4000
1786,ZILBNB,ZI,LBNB,0.00008858,10.51800000,0.00009298,0.00007531,16784204.00000000,1368.39431616,,0.00008153,4000
1787,ONTBTC,ON,TBTC,0.00000069,0.00000000,0.00000070,0.00000069,283719.00000000,0.19576948,,0.00000069,42
1788,ONTETH,ON,TETH,0.00012530,-6.84000000,0.00014140,0.00012250,1401481.00000000,184.60299330,,0.00013172,4000
1789,ONTBNB,ON,TBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1790,STORMBTC,STOR,MBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1791,STORMETH,STOR,METH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1792,STORMBNB,STOR,MBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1793,QTUMBNB,QTU,MBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1794,XEMBTC,XE,MBTC,0.00000192,-6.34100000,0.00000208,0.00000191,14041020.00000000,27.80852508,,0.00000198,4000
1795,XEMETH,XE,METH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1796,XEMBNB,XE,MBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1797,WANBTC,WA,NBTC,0.00000073,-5.19500000,0.00000107,0.00000065,6143332.00000000,4.68831810,,0.00000076,4000
1798,WANETH,WA,NETH,0.00009270,-2.31800000,0.00009780,0.00008950,775480.00000000,72.45580520,,0.00009343,4000
1799,WANBNB,WA,NBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1800,WPRBTC,WP,RBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1801,WPRETH,WP,RETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1802,QLCBTC,QL,CBTC,0.00000021,-12.50000000,0.00000026,0.00000019,130101170.00000000,28.93479530,,0.00000022,4001
1803,QLCETH,QL,CETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1804,SYSBTC,SY,SBTC,0.00000019,-32.14300000,0.00000029,0.00000016,31829443.00000000,6.97130187,,0.00000022,4000
1805,SYSETH,SY,SETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1806,SYSBNB,SY,SBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1807,QLCBNB,QL,CBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1808,GRSBTC,GR,SBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1809,GRSETH,GR,SETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1810,ADABNB,AD,ABNB,0.00028300,-23.72000000,0.00037400,0.00026300,3008040.50000000,934.32071410,,0.00031061,4000
1811,CLOAKBTC,CLOA,KBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1812,CLOAKETH,CLOA,KETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1813,GNTBTC,GN,TBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1814,GNTETH,GN,TETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1815,GNTBNB,GN,TBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1816,LOOMBTC,LOO,MBTC,0.00000075,-6.25000000,0.00000084,0.00000075,13815528.00000000,11.05619825,,0.00000080,4000
1817,LOOMETH,LOO,METH,0.00003231,-11.47900000,0.00003980,0.00003162,9009886.00000000,327.90173053,,0.00003639,4000
1818,LOOMBNB,LOO,MBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1819,BCNBTC,BC,NBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1820,BCNETH,BC,NETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1821,BCNBNB,BC,NBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1822,REPBTC,RE,PBTC,0.00034130,6.39000000,0.00039980,0.00032080,38613.67000000,13.85072290,,0.00035870,4001
1823,REPBNB,RE,PBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1824,TUSDBTC,TUS,DBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1825,TUSDETH,TUS,DETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1826,TUSDBNB,TUS,DBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1827,ZENBTC,ZE,NBTC,0.00006825,-1.48700000,0.00007401,0.00006594,67222.96000000,4.64279980,,0.00006907,4000
1828,ZENETH,ZE,NETH,0.00399100,-15.37300000,0.00476200,0.00342900,26730.62000000,106.74711610,,0.00399344,4000
1829,ZENBNB,ZE,NBNB,0.03290000,-5.18700000,0.03960000,0.03270000,31204.14000000,1138.92733600,,0.03649924,4000
1830,SKYCOINBTC,SKYCOI,NBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1831,SKYCOINETH,SKYCOI,NETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1832,SKYCOINBNB,SKYCOI,NBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1833,EOSBNB,EO,SBNB,0.00258300,-5.31500000,0.00288300,0.00231800,371406.28000000,989.43289490,,0.00266402,4000
1834,CVCBTC,CV,CBTC,0.00000566,-6.44600000,0.00000615,0.00000547,3289236.00000000,19.06464166,,0.00000580,4000
1835,CVCETH,CV,CETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1836,CVCBNB,CV,CBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1837,THETABTC,THET,ABTC,0.00000215,-2.27300000,0.00000220,0.00000215,26498.20000000,0.05740170,,0.00000217,50
1838,THETAETH,THET,AETH,0.00050170,-8.46600000,0.00058810,0.00049630,362844.90000000,197.68935232,,0.00054483,4000
1839,THETABNB,THET,ABNB,0.00273600,-6.65300000,0.00335000,0.00267500,307777.10000000,915.75592610,,0.00297539,4000
1840,XRPBNB,XR,PBNB,0.00195130,-1.94500000,0.00199670,0.00194400,33927.90000000,66.73262538,,0.00196690,345
1841,IOTXBTC,IOT,XBTC,0.00000009,-57.14300000,0.00000022,0.00000001,82514121.00000000,8.47286647,,0.00000010,4000
1842,IOTXETH,IOT,XETH,0.00000300,20.96800000,0.00000303,0.00000230,53049050.00000000,142.00174565,,0.00000268,4000
1843,QKCBTC,QK,CBTC,0.00000010,-9.09100000,0.00000015,0.00000010,74467936.00000000,8.85821098,,0.00000012,4000
1844,QKCETH,QK,CETH,0.00000430,-9.66400000,0.00000490,0.00000384,31027875.00000000,133.21057923,,0.00000429,4000
1845,AGIBTC,AG,IBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1846,AGIETH,AG,IETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1847,AGIBNB,AG,IBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1848,NXSBTC,NX,SBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1849,NXSETH,NX,SETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1850,NXSBNB,NX,SBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1851,ENJBNB,EN,JBNB,0.00136800,2.54900000,0.00143600,0.00115000,1020176.00000000,1286.86257960,,0.00126141,4000
1852,DATABTC,DAT,ABTC,0.00000008,-42.85700000,0.00000017,0.00000006,44665732.00000000,4.85940584,,0.00000011,4000
1853,DATAETH,DAT,AETH,0.00002034,5.28000000,0.00002110,0.00001811,26268169.00000000,503.57431074,,0.00001917,3418
1854,TRXBNB,TR,XBNB,0.00054590,-0.45600000,0.00055190,0.00054130,307924.00000000,168.79388880,,0.00054817,475
1855,ETCBNB,ET,CBNB,0.01416000,-11.11100000,0.01661000,0.01314000,8457.51000000,126.06006060,,0.01490510,4000
1856,SCBTC,S,CBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1857,SCETH,S,CETH,0.00000049,-14.03500000,0.00000057,0.00000046,232594091.00000000,119.91238709,,0.00000052,4000
1858,NPXSBTC,NPX,SBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1859,NPXSETH,NPX,SETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1860,KEYBTC,KE,YBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1861,KEYETH,KE,YETH,0.00000227,2.25200000,0.00000253,0.00000218,105568180.00000000,247.31916208,,0.00000234,4000
1862,NASBTC,NA,SBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1863,NASETH,NA,SETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1864,NASBNB,NA,SBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1865,MFTBTC,MF,TBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1866,MFTETH,MF,TETH,0.00000433,-0.46000000,0.00000470,0.00000397,64983840.00000000,282.19840167,,0.00000434,4000
1867,MFTBNB,MF,TBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1868,DENTBTC,DEN,TBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1869,DENTETH,DEN,TETH,0.00000007,-36.36400000,0.00000015,0.00000007,1675516867.00000000,177.20285898,,0.00000011,4000
1870,ARDRBTC,ARD,RBTC,0.00000065,-2.98500000,0.00000080,0.00000064,24660761.00000000,17.32016235,,0.00000070,4000
1871,ARDRETH,ARD,RETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1872,ARDRBNB,ARD,RBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1873,HOTBTC,HO,TBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1874,HOTETH,HO,TETH,0.00000017,0.00000000,0.00000024,0.00000015,1112665511.00000000,190.17006837,,0.00000017,4000
1875,VETBTC,VE,TBTC,0.00000009,-25.00000000,0.00000013,0.00000009,133100936.00000000,14.31665091,,0.00000011,4000
1876,VETETH,VE,TETH,0.00000344,-24.89100000,0.00000467,0.00000313,50344578.00000000,192.72203191,,0.00000383,4000
1877,VETBNB,VE,TBNB,0.00001339,-9.64900000,0.00001908,0.00001166,57638624.00000000,890.35615474,,0.00001545,4000
1878,DOCKBTC,DOC,KBTC,0.00000005,-61.53800000,0.00000013,0.00000005,29536668.00000000,2.67227546,,0.00000009,4000
1879,DOCKETH,DOC,KETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1880,POLYBTC,POL,YBTC,0.00001384,-3.08100000,0.00001438,0.00001334,1083011.00000000,14.87379552,,0.00001373,4001
1881,POLYBNB,POL,YBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1882,PHXBTC,PH,XBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1883,PHXETH,PH,XETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1884,PHXBNB,PH,XBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1885,HCBTC,H,CBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1886,HCETH,H,CETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1887,GOBTC,G,OBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1888,GOBNB,G,OBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1889,PAXBTC,PA,XBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1890,PAXBNB,PA,XBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1891,PAXETH,PA,XETH,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1892,RVNBTC,RV,NBTC,0.00000010,-16.66700000,0.00000013,0.00000009,47686571.00000000,5.20903115,,0.00000011,4000
1893,DCRBTC,DC,RBTC,0.00021850,9.74400000,0.00022370,0.00019550,10992.05600000,2.25437030,,0.00020509,4000
1894,DCRBNB,DC,RBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1895,USDCBNB,USD,CBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1896,MITHBTC,MIT,HBTC,0.00000080,-2.43900000,0.00000084,0.00000078,33564196.00000000,27.42427749,,0.00000082,4000
1897,MITHBNB,MIT,HBNB,0.00004410,-15.35500000,0.00005300,0.00004250,66149312.00000000,3035.24742930,,0.00004588,4000
1898,BCHABCBTC,BCHAB,CBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1899,BCHSVBTC,BCHS,VBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1900,BNBPAX,BN,BPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1901,BTCPAX,BT,CPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1902,ETHPAX,ET,HPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1903,XRPPAX,XR,PPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1904,EOSPAX,EO,SPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1905,XLMPAX,XL,MPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1906,RENBTC,RE,NBTC,0.00000043,-12.24500000,0.00000053,0.00000039,5371182.00000000,2.53750892,,0.00000047,4000
1907,RENBNB,RE,NBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1908,TRXXRP,TR,XXRP,0.33070000,-0.51100000,0.33470000,0.32720000,137896.70000000,45538.93477000,,0.33023948,475
1909,XZCXRP,XZ,CXRP,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1910,USDCPAX,USD,CPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1911,LINKPAX,LIN,KPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1912,WAVESPAX,WAVE,SPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1913,BCHABCPAX,BCHAB,CPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1914,BCHSVPAX,BCHS,VPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1915,LTCPAX,LT,CPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1916,TRXPAX,TR,XPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1917,BTTBTC,BT,TBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1918,BTTBNB,BT,TBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1919,BNBUSDSOLD,BNBUSD,SOLD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1920,BTCUSDSOLD,BTCUSD,SOLD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1921,USDSOLDPAX,USDSOL,DPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1922,BTTPAX,BT,TPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1923,ONGBNB,ON,GBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1924,ONGBTC,ON,GBTC,0.00000070,-1.40800000,0.00000072,0.00000070,170949.00000000,0.12070514,,0.00000071,24
1925,HOTBNB,HO,TBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1926,ZRXBNB,ZR,XBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1927,FETBNB,FE,TBNB,0.00030250,-20.01600000,0.00038290,0.00028890,955151.30000000,332.41035951,,0.00034802,4000
1928,FETBTC,FE,TBTC,0.00000192,-2.53800000,0.00000198,0.00000188,454311.40000000,0.87411618,,0.00000192,269
1929,XMRBNB,XM,RBNB,0.33210000,-13.74000000,0.39950000,0.31000000,5744.94900000,1992.73988190,,0.34686816,4000
1930,ZECBNB,ZE,CBNB,0.10260000,-13.27100000,0.12100000,0.09270000,13618.87600000,1482.82679020,,0.10888026,4000
1931,ZECPAX,ZE,CPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1932,CELRBNB,CEL,RBNB,0.00005294,-16.26100000,0.00007444,0.00005184,16293983.00000000,1033.92650365,,0.00006345,4000
1933,CELRBTC,CEL,RBTC,0.00000009,-10.00000000,0.00000011,0.00000008,48961565.00000000,4.54465085,,0.00000009,4000
1934,ADAPAX,AD,APAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1935,NEOPAX,NE,OPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1936,DASHBNB,DAS,HBNB,0.11830000,-12.69400000,0.15090000,0.11040000,10658.01900000,1428.92958090,,0.13407084,4000
1937,OMGBNB,OM,GBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1938,MATICBNB,MATI,CBNB,0.00073400,-4.83600000,0.00078800,0.00068950,1877261.10000000,1381.47890184,,0.00073590,4000
1939,MATICBTC,MATI,CBTC,0.00000667,-2.62800000,0.00000686,0.00000661,957316.20000000,6.45868614,,0.00000675,4000
1940,ATOMBNB,ATO,MBNB,0.00739000,-1.72900000,0.00861000,0.00725000,62383.64000000,504.74791050,,0.00809103,4000
1941,ATOMBTC,ATO,MBTC,0.00002190,-6.00900000,0.00002340,0.00002190,11195.44000000,0.25408731,,0.00002270,306
1942,ATOMPAX,ATO,MPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1943,ETCPAX,ET,CPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1944,BATPAX,BA,TPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1945,PHBBNB,PH,BBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1946,PHBBTC,PH,BBTC,0.00000252,-14.86500000,0.00000302,0.00000244,868699.40000000,2.31901359,,0.00000267,4000
1947,PHBPAX,PH,BPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1948,TFUELBNB,TFUE,LBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1949,TFUELBTC,TFUE,LBTC,0.00000014,-22.22200000,0.00000019,0.00000014,19739898.00000000,3.18576236,,0.00000016,4000
1950,TFUELPAX,TFUE,LPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1951,ONEBNB,ON,EBNB,0.00004537,-5.98800000,0.00004979,0.00004465,10127379.00000000,478.73184735,,0.00004727,4000
1952,ONEBTC,ON,EBTC,0.00000009,-40.00000000,0.00000016,0.00000009,210054652.00000000,24.82459391,,0.00000012,4000
1953,ONEPAX,ON,EPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1954,FTMBNB,FT,MBNB,0.00101440,3.60500000,0.00106120,0.00096510,1022064.00000000,1038.51268930,,0.00101609,4000
1955,FTMBTC,FT,MBTC,0.00000743,-2.74900000,0.00000764,0.00000735,1113257.00000000,8.29027624,,0.00000745,4000
1956,FTMPAX,FT,MPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1957,BTCBBTC,BTC,BBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1958,BCPTPAX,BCP,TPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1959,ALGOBNB,ALG,OBNB,0.00058250,-2.49400000,0.00064720,0.00054200,1560201.00000000,933.96356630,,0.00059862,4000
1960,ALGOBTC,ALG,OBTC,0.00000127,-1.55000000,0.00000129,0.00000126,504349.00000000,0.63848679,,0.00000127,91
1961,ALGOPAX,ALG,OPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1962,USDSBUSDSOLD,USDSBUSD,SOLD,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1963,GTOPAX,GT,OPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1964,ERDBNB,ER,DBNB,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1965,ERDBTC,ER,DBTC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
1966,ERDPAX,ER,DPAX,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0
