date,BTCUSDT,ETHUSDT,SNDKUSDT,BTCUSDC,SPCXUSDT,ETHUSDC,XAUUSDT,SOLUSDT,SNXXUSDT,MUUSDT,SOXLUSDT,SKHYNIXUSDT,XAGUSDT,KORUUSDT,SKHYUSDT,CLUSDT,GPSUSDT,ZECUSDT,XRPUSDT,ACEUSDT,HYPEUSDT,TUTUSDT,PORTALUSDT,BTWUSDT,BZUSDT,DRAMUSDT,CYSUSDT,BNBUSDT,DOGEUSDT,SOLUSDC,PUMPUSDT,WLDUSDT,APRUSDT,LINKUSDT,SOXSUSDT,SAMSUNGUSDT,INTCUSDT,CRCLUSDT,ADAUSDT,AIOUSDT,1000PEPEUSDT,NBISUSDT,MRVLUSDT,MUUUSDT,AKEUSDT,QQQUSDT,VELVETUSDT,MSTRUSDT,HEMIUSDT,BEATUSDT,SUIUSDT,PAXGUSDT,EWYUSDT,NVDAUSDT,ONGUSDT,CBRSUSDT,CHIPUSDT,AAOIUSDT,LITEUSDT,GOOGLUSDT,NEARUSDT,HUSDT,SPCXUSD1,AVAXUSDT,AXTIUSDT,TRXUSDT,XAUTUSDT,TSLAUSDT,KAITOUSDT,XPINUSDT,ENAUSDT,ONDOUSDT,GRVTUSDT,CAPUSDT,AAPLUSDT,TAOUSDT,XRPUSDC,ZHIPUUSDT,AAVEUSDT,AMDUSDT,MVLLUSDT,BTCUSD1,FILUSDT,BNBUSDC,XMRUSDT,BICOUSDT,UNIUSDT,BTCU,GIGGLEUSDT,COWUSDT,STARUSDT,HOMEUSDT,LTCUSDT,MSFTUSDT,BEUSDT,TQQQUSDT,WLFIUSDT,BSBUSDT,FETUSDT,COHRUSDT,RKLBUSDT,SPYUSDT,METAUSDT,DELLUSDT,SKYAIUSDT,1000SHIBUSDT,XLMUSDT,PENGUUSDT,BCHUSDT,DOTUSDT,APTUSDT,WDCUSDT,ETHFIUSDT,EDENUSDT,COINUSDT,NATGASUSDT,LITUSDT,INJUSDT,CRWVUSDT,ZECUSDC,PLTRUSDT,AMZNUSDT,ALICEUSDT,ARMUSDT,TRUMPUSDT,ALLOUSDT,ORCLUSDT,BANKUSDT,EULUSDT,PRLUSDT,COPPERUSDT,CRVUSDT,RAREUSDT,HBARUSDT,COTIUSDT,MINIMAXUSDT,OPUSDT,USUSDT,DEXEUSDT,ROBOUSDT,REUSDT,MUBARAKUSDT,SOPHUSDT,DOSUSDT,LABUSDT,ETHU,ONUSDT,FARTCOINUSDT,ETCUSDT
2020-10-14,2198967087.67917013,582747917.14607000,,,,,,11684296.87440000,,,,,,,,,,19471006.90682000,89440956.91526000,,,,,,,,,83303054.47650000,1767818.75796000,,,,,306843301.49983001,,,,,50892578.40994000,,,,,,,,,,,,,,,,,,,,,,,,,19457256.68850000,,25289697.04863000,,,,,,,,,,,,,,,,,,,43218371.80118000,,95850529.86450000,,,,,,65479256.67270000,,,,,,,,,,,,,,8655436.05377000,,130526462.38256000,48479022.35160000,,,,,,,,,,,,,,,,,,,,,,17992845.97980000,,,,,,,,,,,,,,,,,13964697.38505000
2020-10-15,2455108608.64026022,608124653.81412005,,,,,,10272754.32480000,,,,,,,,,,25289716.95715000,74270177.60682000,,,,,,,,,100104158.07685000,1796442.88626600,,,,,281457408.58552998,,,,,33635344.48806000,,,,,,,,,,,,,,,,,,,,,,19016012.23350000,,,15075134.23660000,,25556900.39424000,,,,,,,,,,,,,,,,,,,35157139.53633000,,85791227.20119999,,,,,,50701426.18036000,,,,,,,,,,,,,,9054612.23380000,,178519873.47123000,34825148.61640000,,,,,,,,,,,,,,,,,,,,,,11737415.08190000,,,,,,,,,,,,,,,,,12093797.55634000
2020-10-16,2406176538.70338011,687027290.77005005,,,,,,12631855.51910000,,,,,,,,,,29784452.18983000,53635858.62831000,,,,,,,,,135915671.42041999,2867154.45581800,,,,,239827437.65411001,,,,,32752569.08948000,,,,,,,,,,,,,,,,,,,,,,28569589.68310000,,,18158244.62810000,,25004433.77421000,,,,,,,,,,,,,11582368.03620000,,,,370397964.59609997,,37841405.32331000,,128386983.81140000,,,,,,63778052.05015000,,,,,,,,,,,,,,15620072.95713000,,194702360.82497999,36847321.30290000,,,,,,,,,,,,,,,,,,,,,,17045851.88810000,,,,,,,,,,,,,,,,,15513080.62235000
2020-10-17,1086838512.10945010,260959521.02026999,,,,,,9074383.24420000,,,,,,,,,,12700113.26718000,25053341.65169000,,,,,,,,,50831262.91271000,1668072.18397400,,,,,133205853.02558000,,,,,26894705.28797000,,,,,,,,,,,,,,,,,,,,,,24658885.16630000,,,15970612.40260000,,9621606.86246000,,,,,,,,,,,,,15876495.02310000,,,,223079303.15889999,,18103719.66337000,,49426888.69060000,,,,,,25661388.37998000,,,,,,,,,,,,,,39342790.46558000,,81141352.92941000,15522896.52730000,,,,,,,,,,,,,,,,,,,,,,10535296.31040000,,,,,,,,,,,,,,,,,9169101.90832000
2020-10-18,1056889045.95336998,301425260.48221999,,,,,,8682494.95290000,,,,,,,,,,10322620.90044000,19652616.68160000,,,,,,,,,56278918.93380000,4928388.62709500,,,,,136353762.96860000,,,,,18317281.05174000,,,,,,,,,,,,,,,,,,,,,,12101577.99440000,,,14093987.66920000,,7127258.67801000,,,,,,,,,,,,,14959792.97160000,,,,130954874.19090000,,18245412.09003000,,50369178.49000000,,,,,,16580013.28905000,,,,,,,,,,,,,,10828596.29943000,,51519042.79797000,18073012.04650000,,,,,,,,,,,,,,,,,,,,,,10055807.14660000,,,,,,,,,,,,,,,,,5779737.62088000
2020-10-19,2677138464.51184988,494223813.25818002,,,,,,10151983.82210000,,,,,,,,,,19046702.32906000,65056617.02350000,,,,,,,,,65566585.07564000,6259756.52218500,,,,,221479698.33478999,,,,,41139645.58956000,,,,,,,,,,,,,,,,,,,,,,10681273.84380000,,,14903699.33910000,,14557433.02802000,,,,,,,,,,,,,15422698.47040000,,,,205525691.52059999,,36681299.85858000,,47051197.07470000,,,,,,36406639.20226000,,,,,,,,,,,,,,40137619.43983000,,68091567.36353999,21162380.47960000,,,,,,,,,,,,,,,,,,,,,,12617564.64790000,,,,,,,,,,,,,,,,,10649775.52091000
2020-10-20,3710691439.20796013,619370716.71564996,,,,,,11803851.57810000,,,,,,,,,,26585959.86915000,71808700.17433999,,,,,,,,,77200628.40542001,2055338.51253300,,,,,286919579.40079999,,,,,46652793.66199000,,,,,,,,,,,,,,,,,,,,,,10497291.38470000,,,17626636.19430000,,148344471.25319001,,,,,,,,,,,,,21897612.27880000,,,,105217043.03600000,,33841882.89952000,,66906248.72380000,,,,,,44957522.31103000,,,,,,,,,,,,,,22759692.61356000,,82872528.06635000,46726213.25390000,,,,,,,,,,,,,,,,,,,,,,19468944.36040000,,,,,,,,,,,,,,,,,11196780.13016000
2020-10-21,7435850474.64387035,1295884282.38578010,,,,,,19667366.93140000,,,,,,,,,,26860572.56189000,105829107.10751000,,,,,,,,,90105737.91095001,2920249.06512300,,,,,355166006.49895000,,,,,48398222.32386000,,,,,,,,,,,,,,,,,,,,,,13611568.52280000,,,17838001.71010000,,58405915.67349000,,,,,,,,,,,,,18772337.09930000,,,,115780131.48230000,,29750578.27106000,,75582140.09410000,,,,,,158847884.86082000,,,,,,,,,,,,,,21038377.48177000,,167493586.25746000,53572608.67890000,,,,,,,,,,,,,,,,,,,,,,17262044.66360000,,,,,,,,,,,,,,,,,19234229.86190000
2020-10-22,4448237306.19637966,1234905764.54364991,,,,,,12233363.12120000,,,,,,,,,,26147516.43139000,137683896.37384000,,,,,,,,,91236980.68623000,2069459.88661300,,,,,453657123.29677999,,,,,53045887.72379000,,,,,,,,,,,,,,,,,,,,,,13520520.81250000,,,20407703.03730000,,31613064.31373000,,,,,,,,,,,,,22595087.65820000,,,,146009356.37570000,,24260013.09920000,,46500477.99010000,,,,,,162283562.74118000,,,,,,,,,,,,,,18923278.09471000,,163528509.30421001,47267837.72170000,,,,,,,,,,,,,,,,,,,,,,17808528.26140000,,,,,,,,,,,,,,,,,22426470.13400000
2020-10-23,3059965867.59325981,867793859.96589005,,,,,,10579795.28040000,,,,,,,,,,18769529.91216000,70016680.52090999,,,,,,,,,58321199.15919000,2066895.90322500,,,,,385726539.72798002,,,,,49802389.84889000,,,,,,,,,,,,,,,,,,,,,,8123106.61400000,,,17242850.45250000,,22724613.44203000,,,,,,,,,,,,,31960151.14800000,,,,206355311.57200000,,15664446.74632000,,43120888.49870000,,,,,,130947615.71968000,,,,,,,,,,,,,,9246023.76441000,,126521209.02797000,58427270.36680000,,,,,,,,,,,,,,,,,,,,,,13159964.93200000,,,,,,,,,,,,,,,,,14026684.68010000
2020-10-24,2296046388.61355019,548566702.97112000,,,,,,7840448.73920000,,,,,,,,,,13872621.73326000,35393600.37928000,,,,,,,,,28407425.21260000,1084445.04503600,,,,,355841410.24309999,,,,,25663134.64722000,,,,,,,,,,,,,,,,,,,,,,7063327.68490000,,,14304796.09380000,,15358052.43031000,,,,,,,,,,,,,24962323.72780000,,,,199853354.05840001,,16167205.67018000,,30100886.74960000,,,,,,134074962.49646001,,,,,,,,,,,,,,8871392.33769000,,88515768.47333001,45562625.20560000,,,,,,,,,,,,,,,,,,,,,,13905777.40150000,,,,,,,,,,,,,,,,,8269405.21667000
2020-10-25,2690867875.55714989,551028600.15098000,,,,,,10680638.88960000,,,,,,,,,,13797484.80502000,30712260.53703000,,,,,,,,,44621956.39088000,1750783.39734500,,,,,291567532.92622000,,,,,22793741.18244000,,,,,,,,,,,,,,,,,,,,,,29600417.32940000,,,14748234.57280000,,18365222.07519000,,,,,,,,,,,,,23246191.86080000,,,,525810944.52020001,,25505228.13358000,,37633115.82320000,,,,,,132967454.91787000,,,,,,,,,,,,,,7501728.23809000,,82424587.94435000,32668114.77200000,,,,,,,,,,,,,,,,,,,,,,17747405.49500000,,,,,,,,,,,,,,,,,11155028.52172000
2020-10-26,4121218762.83564997,1107994114.66406989,,,,,,11511279.06060000,,,,,,,,,,18285111.32000000,70806091.34273000,,,,,,,,,100829281.59629001,12416824.45228800,,,,,374681738.48176998,,,,,44515477.48961000,,,,,,,,,,,,,,,,,,,,,,19214889.27330000,,,22743174.86920000,,36691087.66277000,,,,,,,,,,,,,19681444.68310000,,,,360911700.43849999,,41687120.81089000,,59730349.04490000,,,,,,154997432.50582001,,,,,,,,,,,,,,12087942.48601000,,123875593.08465999,105267836.28600000,,,,,,,,,,,,,,,,,,,,,,52900111.81340000,,,,,,,,,,,,,,,,,14442519.20082000
2020-10-27,5533418976.94019032,963095983.72539997,,,,,,11909663.30270000,,,,,,,,,,14446866.80052000,50953944.71560000,,,,,,,,,136505610.77660999,3019599.59363300,,,,,344094685.88433999,,,,,34715771.21994000,,,,,,,,,,,,,,,,,,,,,,11294692.98650000,,,18052257.60160000,,17682522.09216000,,,,,,,,,,,,,22039911.55750000,,,,273598849.24510002,,27829576.73922000,,56772789.07220000,,,,,,129856438.67692000,,,,,,,,,,,,,,9618480.73438000,,105104176.54665001,87174770.13640000,,,,,,,,,,,,,,,,,,,,,,124968644.12690000,,,,,,,,,,,,,,,,,16451563.75355000
2020-10-28,6377260018.41431046,1067492300.89028001,,,,,,15928645.11360000,,,,,,,,,,19225757.88966000,62907684.34245000,,,,,,,,,90172790.57847001,3965411.97552000,,,,,321477621.61799002,,,,,51853225.23884000,,,,,,,,,,,,,,,,,,,,,,11478086.17810000,,,17055188.25430000,,27767310.18754000,,,,,,,,,,,,,19023500.55240000,,,,201489749.42800000,,25740840.03593000,,45138948.22550000,,,,,,164579844.12757999,,,,,,,,,,,,,,14241102.25202000,,278764995.76875001,69299169.76090001,,,,,,,,,,,,,,,,,,,,,,119312835.49519999,,,,,,,,,,,,,,,,,20971387.23655000
2020-10-29,4735209655.61303043,747193992.32757998,,,,,,9497821.04620000,,,,,,,,,,14405130.68741000,46568587.50436000,,,,,,,,,69274701.79915000,2095501.09707300,,,,,293888210.55824000,,,,,46072553.05095000,,,,,,,,,,,,,,,,,,,,,,9859388.29800000,,,17666200.59930000,,27813899.93365000,,,,,,,,,,,,,20931489.27320000,,,,140838985.32350001,,23711609.18652000,,40803804.49410000,,,,,,99611662.74823000,,,,,,,,,,,,,,12316663.08056000,,120833788.39675000,76989903.00669999,,,,,,,,,,,,,,,,,,,,,,64996729.54820000,,,,,,,,,,,,,,,,,20142927.01292000
2020-10-30,4684549159.29936028,869836730.23964000,,,,,,9905406.72930000,,,,,,,,,,20733097.78297000,58690455.35943000,,,,,,,,,103053427.81800000,3664705.95944900,,,,,297549131.77877003,,,,,46628944.85963000,,,,,,,,,,,,,,,,,,,,,,12217658.12950000,,,19124118.39850000,,26075331.94347000,,,,,,,,,,,,,24439268.16740000,,,,166362858.39719999,,26384324.01846000,,71529236.01120000,,,,,,92657039.76039000,,,,,,,,,,,,,,11554951.15868000,,128593598.99371000,43496924.66950000,,,,,,,,,,,,,,,,,,,,,,57095367.79890000,,,,,,,,,,,,,,,,,17640524.40332000
2020-10-31,4923864620.90211964,647983532.23329997,,,,,,8932850.72640000,,,,,,,,,,10014788.99681000,27708148.93527000,,,,,,,,,46758164.52414000,1849467.32977300,,,,,194621895.96461999,,,,,25521785.35307000,,,,,,,,,,,,,,,,,,,,,,8508738.59060000,,,15197053.26820000,,28189758.02536000,,,,,,,,,,,,,17984439.94020000,,,,121118702.57490000,,17012780.30837000,,34973619.57830000,,,,,,82145427.35776000,,,,,,,,,,,,,,13979518.39144000,,62900475.08474000,28292507.25570000,,,,,,,,,,,,,,,,,,,,,,31727464.20030000,,,,,,,,,,,,,,,,,7010698.51013000
2020-11-01,2727415103.81043005,551627820.47900999,,,,,,8643933.20580000,,,,,,,,,,7342082.22559000,22825930.52595000,,,,,,,,,33014941.39253000,2102483.02208000,,,,,159947084.30636999,,,,,28219694.58703000,,,,,,,,,,,,,,,,,,,,,,9439481.15650000,,,13557392.65080000,,13183728.88004000,,,,,,,,,,,,,13035772.54750000,,,,75234216.16880000,,10412877.61319000,,38616722.27870000,,,,,,51061150.52106000,,,,,,,,,,,,,,6454069.69259000,,72892036.00911000,18773815.67650000,,,,,,,,,,,,,,,,,,,,,,16840482.62750000,,,,,,,,,,,,,,,,,6973384.57254000
2020-11-02,4433952125.46343994,903392158.93109000,,,,,,8073370.26850000,,,,,,,,,,13175443.38682000,48656349.62565000,,,,,,,,,77181697.86428000,3286865.46706200,,,,,301205480.12751001,,,,,44552755.04848000,,,,,,,,,,,,,,,,,,,,,,13061857.62490000,,,16380289.18560000,,32138821.13350000,,,,,,,,,,,,,34603293.23620000,,,,83291037.30920000,,27367380.79186000,,44398691.66600000,,,,,,84617811.25140999,,,,,,,,,,,,,,10398803.75265000,,138816480.43844000,44072927.40140000,,,,,,,,,,,,,,,,,,,,,,24516235.27090000,,,,,,,,,,,,,,,,,17431428.05903000
2020-11-03,4748953992.22126007,772381755.52383006,,,,,,7903839.11930000,,,,,,,,,,13254907.99873000,91998299.75943001,,,,,,,,,91018601.64260000,1886737.88467900,,,,,327641257.90943998,,,,,39637752.19809000,,,,,,,,,,,,,,,,,,,,,,5084301.33760000,,,16005200.45070000,,43635492.65405000,,,,,,,,,,,,,17970577.02400000,,,,66724211.06620000,,31750987.71750000,,49769377.00160000,,,,,,78183730.36441000,,,,,,,,,,,,,,10359266.33221000,,148283274.52645001,38170397.03260000,,,,,,,,,,,,,,,,,,,,,,19648536.51180000,,,,,,,,,,,,,,,,,17790637.04518000
2020-11-04,6269163703.99695015,1226524381.30970001,,,,,,10157449.56080000,,,,,,,,,,12040649.47043000,67509027.84735000,,,,,,,,,70873540.01038000,3354781.42462000,,,,,343767834.96755999,,,,,44859289.89226000,,,,,,,,,,,,,,,,,,,,,,6934833.01390000,,,16364221.33320000,,25612412.17118000,,,,,,,,,,,,,17289877.57720000,,,,66855031.83010000,,30103663.94436000,,58136495.97640000,,,,,,103504967.95076001,,,,,,,,,,,,,,9488740.42560000,,69349239.92662001,44143001.08260000,,,,,,,,,,,,,,,,,,,,,,21880920.39150000,,,,,,,,,,,,,,,,,12429857.39580000
2020-11-05,10661964053.31625938,1891955855.84379005,,,,,,10173397.66130000,,,,,,,,,,20534116.43092000,79644910.85123000,,,,,,,,,83560630.13618000,2858953.37662500,,,,,394126747.60275000,,,,,46241414.96617000,,,,,,,,,,,,,,,,,,,,,,23325500.18630000,,,18466713.60120000,,21902904.62888000,,,,,,,,,,,,,23553735.44910000,,,,60544194.72340000,,31504158.49653000,,171512996.45159999,,,,,,159812825.72387001,,,,,,,,,,,,,,16571709.94738000,,81882312.77496000,42764255.55180000,,,,,,,,,,,,,,,,,,,,,,29324045.37790000,,,,,,,,,,,,,,,,,18858706.01602000
2020-11-06,8719764932.89141083,2238630663.95929003,,,,,,27313993.70460000,,,,,,,,,,27740506.73972000,153170800.44756001,,,,,,,,,103885708.91947000,7763395.89335200,,,,,434937297.38115001,,,,,75768495.79647000,,,,,,,,,,,,,,,,,,,,,,21273769.15660000,,,24498636.71790000,,37039108.73219000,,,,,,,,,,,,,66292574.00350000,,,,111367920.39870000,,32965201.86137000,,188154517.53549999,,,,,,223814332.21943000,,,,,,,,,,,,,,19560036.77131000,,80730160.95806000,56871552.05040000,,,,,,,,,,,,,,,,,,,,,,47437037.70790000,,,,,,,,,,,,,,,,,29334119.24106000
2020-11-07,6921481478.48888969,2267393644.26045990,,,,,,78792044.19380000,,,,,,,,,,38475017.55653000,147830024.88551000,,,,,,,,,121480847.56771000,8154176.89767000,,,,,982440969.19053996,,,,,89679869.84176999,,,,,,,,,,,,,,,,,,,,,,17780993.92080000,,,26298931.83990000,,54928212.12489000,,,,,,,,,,,,,99554516.99620000,,,,121991020.90670000,,46533388.71939000,,207208722.96650001,,,,,,212929632.32075000,,,,,,,,,,,,,,26822127.62252000,,147020139.75898001,89959496.37400000,,,,,,,,,,,,,,,,,,,,,,101044622.27970000,,,,,,,,,,,,,,,,,32219822.68207000
2020-11-08,4428801810.67247963,1096811295.30788994,,,,,,35772427.20320000,,,,,,,,,,17141917.85375000,47725043.20263000,,,,,,,,,53939729.11646000,2688183.94310000,,,,,446208039.23909998,,,,,41128912.86787000,,,,,,,,,,,,,,,,,,,,,,14222536.23300000,,,19455271.46440000,,19057105.99982000,,,,,,,,,,,,,108697194.60580000,,,,38492253.62790000,,20044837.07140000,,88364337.98090000,,,,,,102177951.18211000,,,,,,,,,,,,,,9740901.64247000,,87198777.06747000,42091514.94000000,,,,,,,,,,,,,,,,,,,,,,38696713.42070000,,,,,,,,,,,,,,,,,13957705.26319000
2020-11-09,7271506165.70421028,1529951231.33957005,,,,,,27905080.08840000,,,,,,,,,,24578782.74456000,70385999.62058000,,,,,,,,,70566408.43938001,3226300.02483400,,,,,535754956.92930001,,,,,46250981.05907000,,,,,,,,,,,,,,,,,,,,,,24370632.98640000,,,20585121.01310000,,23619363.40624000,,,,,,,,,,,,,150852942.22139999,,,,56191859.35520000,,27952098.96555000,,79712908.34840000,,,,,,139045587.03073001,,,,,,,,,,,,,,12830477.60128000,,93565915.57977000,38295036.19790000,,,,,,,,,,,,,,,,,,,,,,44869641.89030000,,,,,,,,,,,,,,,,,25642793.80601000
2020-11-10,3732294398.38727999,1101900928.72572994,,,,,,19639248.19320000,,,,,,,,,,33735906.70717000,137083729.39829001,,,,,,,,,56653622.03376000,5179570.51021700,,,,,518040973.22079998,,,,,43462428.62105000,,,,,,,,,,,,,,,,,,,,,,21383615.49480000,,,18595387.35060000,,16248687.36774000,,,,,,,,,,,,,187197282.43230000,,,,50940420.64810000,,13549117.31256000,,133629180.61180000,,,,,,97904204.85392000,,,,,,,,,,,,,,13364834.55502000,,60423318.22702000,34588074.20050000,,,,,,,,,,,,,,,,,,,,,,64272168.05860000,,,,,,,,,,,,,,,,,20131357.31843000
2020-11-11,5177231131.45298004,1745401777.20616007,,,,,,15419449.76000000,,,,,,,,,,17377232.69759000,79280145.08006001,,,,,,,,,44277853.14999000,3662919.44905600,,,,,404813043.53325999,,,,,39165279.91874000,,,,,,,,,,,,,,,,,,,,,,14171088.63870000,,,18747564.62950000,,15949290.28663000,,,,,,,,,,,,,165597594.84189999,,,,39918719.69010000,,14009072.85866000,,102250132.43390000,,,,,,132228613.91361000,,,,,,,,,,,,,,12044655.49403000,,57694526.38792000,40444015.46500000,,,,,,,,,,,,,,,,,,,,,,101742755.14610000,,,,,,,,,,,,,,,,,14622413.64607000
2020-11-12,7523910248.89960003,1466293500.10828996,,,,,,13370835.65480000,,,,,,,,,,37497927.01192000,57196665.71771000,,,,,,,,,41929883.89830000,1702549.25295700,,,,,345194503.85052001,,,,,32499891.91486000,,,,,,,,,,,,,,,,,,,,,,11894885.81640000,,,18231891.37390000,,13235099.15624000,,,,,,,,,,,,,114541889.59490000,,,,26475993.29470000,,17591847.52544000,,88052966.07780001,,,,,,142022863.18268001,,,,,,,,,,,,,,9502648.66179000,,85798686.95205000,26261402.70290000,,,,,,,,,,,,,,,,,,,,,,60230726.58480000,,,,,,,,,,,,,,,,,14326304.50172000
2020-11-13,4984405298.81904984,1409561751.13006997,,,,,,13798623.59430000,,,,,,,,,,29700266.36259000,100198541.88635001,,,,,,,,,56150124.08873000,2645397.83657700,,,,,340341625.35843003,,,,,37998605.46557000,,,,,,,,,,,,,,,,,,,,,,17034880.90080000,,,20029740.05610000,,22599494.30559000,,,,,,,,,,,,,155543336.06369999,,,,22882855.78800000,,12647739.34648000,,210800907.92980000,,,,,,282841969.39881998,,,,,,,,,,,,,,12032354.20505000,,80216465.22827999,37292009.26360000,,,,,,,,,,,,,,,,,,,,,,85122705.66570000,,,,,,,,,,,,,,,,,16657592.10969000
2020-11-14,4251500067.66192007,1018168657.35181999,,,,,,12345298.13560000,,,,,,,,,,21768858.73477000,176214054.75121000,,,,,,,,,33670851.95792000,2487763.72029300,,,,,211433983.39170000,,,,,29809741.59649000,,,,,,,,,,,,,,,,,,,,,,13131716.58570000,,,19407801.60180000,,18761154.38938000,,,,,,,,,,,,,106679325.99710000,,,,22978965.92290000,,14192643.32233000,,241861164.06959999,,,,,,140321212.09149000,,,,,,,,,,,,,,15139830.93688000,,52990383.31454000,31412279.10060000,,,,,,,,,,,,,,,,,,,,,,105677495.08970000,,,,,,,,,,,,,,,,,10882060.00696000
2020-11-15,3359401680.11397982,923590510.34729004,,,,,,24312129.59690000,,,,,,,,,,17489216.19976000,121241347.45157000,,,,,,,,,44855583.79333000,2888270.82672900,,,,,231636436.01556000,,,,,28529715.00173000,,,,,,,,,,,,,,,,,,,,,,12012432.61420000,,,18313550.41900000,,29451603.44577000,,,,,,,,,,,,,110459132.59639999,,,,27108206.86120000,,11347867.04296000,,230625279.33710000,,,,,,99039055.94693001,,,,,,,,,,,,,,10630466.35051000,,107119021.47087000,39207123.48380000,,,,,,,,,,,,,,,,,,,,,,144798427.94190001,,,,,,,,,,,,,,,,,12839390.03344000
2020-11-16,5627638531.07376957,1122837075.35512996,,,,,,25528021.91900000,,,,,,,,,,28312097.45212000,161278974.39267001,,,,,,,,,42511092.30144000,12114992.97783400,,,,,270576705.82217002,,,,,32209989.15383000,,,,,,,,,,,,,,,,,,,,,,11509844.79030000,,,22609487.95020000,,21595657.74158000,,,,,,,,,,,,,116452225.37840000,,,,27244200.21790000,,14769717.51024000,,186922431.81470001,,,,,,414032173.08810002,,,,,,,,,,,,,,12561553.11697000,,75132905.16641000,54226471.51960000,,,,,,,,,,,,,,,,,,,,,,105513521.60770001,,,,,,,,,,,,,,,,,32075306.65977000
2020-11-17,9050160241.00472069,1700391157.31620002,,,,,,22963026.00440000,,,,,,,,,,25424409.15745000,254012595.34667999,,,,,,,,,72512580.62211999,7977737.48778200,,,,,424754078.01213002,,,,,65190272.35903000,,,,,,,,,,,,,,,,,,,,,,15451777.19120000,,,22214907.89220000,,47560335.19947000,,,,,,,,,,,,,97964287.53980000,,,,57530163.49220000,,22853524.78042000,,185897677.41549999,,,,,,407338391.89304000,,,,,,,,,,,,,,28542311.39036000,,57766151.64344000,109173374.91480000,,,,,,,,,,,,,,,,,,,,,,111421420.08010000,,,,,,,,,,,,,,,,,61441815.93372000
2020-11-18,13108477651.19908905,2515967634.21522999,,,,,,20027311.27630000,,,,,,,,,,42358416.52352000,243164849.46417999,,,,,,,,,80227340.82020999,8739287.41101100,,,,,736994885.49732006,,,,,68372900.78933001,,,,,,,,,,,,,,,,,,,,,,13060724.67480000,,,23667315.81170000,,59667772.42795000,,,,,,,,,,,,,102268826.67860000,,,,37609552.96050000,,24774348.14430000,,147241873.82519999,,,,,,413325945.44828999,,,,,,,,,,,,,,25263236.11776000,,59151597.36620000,78043789.57700001,,,,,,,,,,,,,,,,,,,,,,122768550.05170000,,,,,,,,,,,,,,,,,145634749.17300999
2020-11-19,7243709977.39352989,1100330779.87607002,,,,,,16794637.94340000,,,,,,,,,,25253635.70263000,180769730.08829001,,,,,,,,,49672010.05929000,5599892.52086300,,,,,408898756.42514998,,,,,37415624.16647000,,,,,,,,,,,,,,,,,,,,,,8647102.48070000,,,21109203.84070000,,43220852.80957000,,,,,,,,,,,,,97032417.26360001,,,,19701030.13190000,,20567604.02339000,,172620657.17820001,,,,,,474116384.70937002,,,,,,,,,,,,,,18037578.89722000,,37915619.77566000,47540742.61010000,,,,,,,,,,,,,,,,,,,,,,108166586.20860000,,,,,,,,,,,,,,,,,64375439.79273000
2020-11-20,7497709362.56215000,2320362796.89682007,,,,,,18530264.29090000,,,,,,,,,,23387277.95108000,269078995.88151002,,,,,,,,,81176230.81665000,6964886.74535500,,,,,460033192.84289998,,,,,72139076.87989999,,,,,,,,,,,,,,,,,,,,,,10494170.70080000,,,23755582.66730000,,39923956.19911000,,,,,,,,,,,,,75335733.45190001,,,,42228047.27080000,,17313051.95499000,,186978011.76980001,,,,,,401054789.58138001,,,,,,,,,,,,,,21237081.08340000,,76878142.26343000,145104509.26409999,,,,,,,,,,,,,,,,,,,,,,152623663.83120000,,,,,,,,,,,,,,,,,64140278.81501000
2020-11-21,6408035133.45485973,2697114724.26533985,,,,,,33386562.09770000,,,,,,,,,,60650332.26364000,1671895950.72827005,,,,,,,,,148218419.12064001,31959342.40312400,,,,,650162688.43394005,,,,,170936848.42634001,,,,,,,,,,,,,,,,,,,,,,43049894.85980000,,,26146605.43580000,,146463278.43331000,,,,,,,,,,,,,66790584.76740000,,,,74578168.15610000,,35694294.05082000,,147219521.16830000,,,,,,463155803.56145000,,,,,,,,,,,,,,116783425.62721001,,233995899.24860999,136291575.76320001,,,,,,,,,,,,,,,,,,,,,,97881396.81780000,,,,,,,,,,,,,,,,,99924853.31601000
2020-11-22,6856294687.86623001,4022935662.18822002,,,,,,24421002.54720000,,,,,,,,,,58320662.60544000,2151753126.79071999,,,,,,,,,140573398.75154999,22335524.45091100,,,,,626153174.45133996,,,,,348672498.03648001,,,,,,,,,,,,,,,,,,,,,,19421674.07820000,,,25829928.05350000,,136890179.35486001,,,,,,,,,,,,,66570212.38510000,,,,38651444.33000000,,34839337.45122000,,147629487.94190001,,,,,,394452206.86891001,,,,,,,,,,,,,,120941098.61675000,,231923045.52781001,121367034.06230000,,,,,,,,,,,,,,,,,,,,,,110486646.16100000,,,,,,,,,,,,,,,,,81332520.07104000
2020-11-23,6718716197.90406990,4395596654.20608044,,,,,,23468968.90560000,,,,,,,,,,65190593.68549000,2518097503.31981993,,,,,,,,,137955951.61050001,17204919.83413200,,,,,537546452.23768997,,,,,282349842.25173998,,,,,,,,,,,,,,,,,,,,,,12936273.92780000,,,25854389.11390000,,121006317.68198000,,,,,,,,,,,,,54137036.97320000,,,,33262285.63710000,,31732509.13596000,,181205617.63409999,,,,,,456436742.32313001,,,,,,,,,,,,,,154121973.34461001,,253755069.38073000,143211989.08539999,,,,,,,,,,,,,,,,,,,,,,63600905.96130000,,,,,,,,,,,,,,,,,86364588.90079001
