time,n_symbols,total_oi_value,mean,median,std,q25,q75,btc_oi_value,btc_share,btc_pctile,total_oi_chg_24h_pct
2026-07-25 20:00:00,1,1579432.31472000,1579432.31472000,1579432.31472000,,1579432.31472000,1579432.31472000,,,0.00000000,0.09660694
2026-07-25 22:00:00,1,199932.99480000,199932.99480000,199932.99480000,,199932.99480000,199932.99480000,,,0.00000000,-87.23193731
2026-07-25 23:00:00,1,195609.06290000,195609.06290000,195609.06290000,,195609.06290000,195609.06290000,,,0.00000000,-88.99969366
2026-07-26 00:00:00,1,205086.77300000,205086.77300000,205086.77300000,,205086.77300000,205086.77300000,,,0.00000000,-88.96700878
2026-07-26 01:00:00,1,188051.97150160,188051.97150160,188051.97150160,,188051.97150160,188051.97150160,,,0.00000000,-87.96545170
2026-07-26 02:00:00,2,1748673.89972818,874336.94986409,874336.94986409,980635.22368197,527630.04159614,1221043.85813205,,,0.00000000,9.11560971
2026-07-26 04:00:00,1,1620885.69891774,1620885.69891774,1620885.69891774,,1620885.69891774,1620885.69891774,,,0.00000000,2.74151466
2026-07-26 05:00:00,2,1670998.42460656,835499.21230328,835499.21230328,908810.70903941,514186.10471492,1156812.31989164,,,0.00000000,-0.25434628
2026-07-26 06:00:00,2,1659197.51495482,829598.75747741,829598.75747741,902467.04872745,510528.47250112,1148669.04245371,,,0.00000000,-1.13792447
2026-07-26 07:00:00,1,190758.62182801,190758.62182801,190758.62182801,,190758.62182801,190758.62182801,,,0.00000000,-88.65825295
2026-07-26 08:00:00,2,1723822.11807000,861911.05903500,861911.05903500,953624.01432989,524754.05541750,1199068.06265250,,,0.00000000,-3.19287019
2026-07-26 09:00:00,1,187542.26730000,187542.26730000,187542.26730000,,187542.26730000,187542.26730000,,,0.00000000,-89.16637849
2026-07-26 10:00:00,1,1514068.50990000,1514068.50990000,1514068.50990000,,1514068.50990000,1514068.50990000,,,0.00000000,-4.53250145
2026-07-26 11:00:00,1,1509543.82733000,1509543.82733000,1509543.82733000,,1509543.82733000,1509543.82733000,,,0.00000000,-12.20858245
2026-07-26 12:00:00,1,198768.13486957,198768.13486957,198768.13486957,,198768.13486957,198768.13486957,,,0.00000000,-88.33063387
2026-07-26 13:00:00,2,1748732.37024000,874366.18512000,874366.18512000,962801.74032215,533964.36536000,1214768.00488000,,,0.00000000,6.32294034
2026-07-26 14:00:00,1,183172.09980000,183172.09980000,183172.09980000,,183172.09980000,183172.09980000,,,0.00000000,-89.13109846
2026-07-26 16:00:00,1,1354347.53160000,1354347.53160000,1354347.53160000,,1354347.53160000,1354347.53160000,,,0.00000000,-17.81281054
2026-07-26 18:00:00,1,192443.79330000,192443.79330000,192443.79330000,,192443.79330000,192443.79330000,,,0.00000000,-89.83278272
2026-07-26 19:00:00,1,198133.88600000,198133.88600000,198133.88600000,,198133.88600000,198133.88600000,,,0.00000000,-5.74998291
2026-07-26 20:00:00,1,194738.08091796,194738.08091796,194738.08091796,,194738.08091796,194738.08091796,,,0.00000000,-5.44692108
2026-07-26 21:00:00,1,193283.73370000,193283.73370000,193283.73370000,,193283.73370000,193283.73370000,,,0.00000000,-2.13687494
2026-07-26 22:00:00,2,1473977.12898000,736988.56449000,736988.56449000,777083.67549234,462247.99624500,1011729.13273500,,,0.00000000,-9.25820884
2026-07-26 23:00:00,2,1356675.21516017,678337.60758009,678337.60758009,678845.46344557,438329.49229004,918345.72287013,,,0.00000000,-13.52582740
2026-07-27 00:00:00,2,1524460.82188397,762230.41094199,762230.41094199,804707.94270024,477723.18936298,1046737.63252099,,,0.00000000,-3.48045892
2026-07-27 01:00:00,2,1530112.16873406,765056.08436703,765056.08436703,801622.58315396,481639.70211681,1048472.46661725,,,0.00000000,665.31248395
2026-07-27 02:00:00,2,1405946.75033649,702973.37516825,702973.37516825,717522.79425235,449290.75843237,956655.99190412,,,0.00000000,618.75337957
2026-07-27 04:00:00,2,1374262.63278843,687131.31639421,687131.31639421,690275.24484007,443082.16313841,931180.46965002,,,0.00000000,570.08837902
2026-07-27 05:00:00,2,1346014.14062334,673007.07031167,673007.07031167,671566.25925929,435572.54234251,910441.59828083,,,0.00000000,615.76709878
2026-07-27 06:00:00,1,200059.98477405,200059.98477405,200059.98477405,,200059.98477405,200059.98477405,,,0.00000000,-88.55933146
2026-07-27 07:00:00,2,1366995.50875925,683497.75437962,683497.75437962,679381.55072328,443300.10361489,923695.40514436,,,0.00000000,-15.66367020
2026-07-27 08:00:00,1,1192437.67267000,1192437.67267000,1192437.67267000,,1192437.67267000,1192437.67267000,,,0.00000000,-28.63921024
2026-07-27 09:00:00,1,205423.54658795,205423.54658795,205423.54658795,,205423.54658795,205423.54658795,,,0.00000000,-87.61910232
2026-07-27 10:00:00,2,1377513.63423791,688756.81711895,688756.81711895,687434.66906551,445711.95905948,931801.67517843,,,0.00000000,622.12391819
2026-07-27 11:00:00,2,1399787.53069348,699893.76534674,699893.76534674,688068.34551157,456624.86883122,943162.66186226,,,0.00000000,-18.79744923
2026-07-27 12:00:00,2,1329732.49530000,664866.24765000,664866.24765000,673442.72084469,426768.29032500,902964.20497500,,,0.00000000,609.03083046
2026-07-27 13:00:00,2,1419547.53531902,709773.76765951,709773.76765951,697810.77487689,463060.40220926,956487.13310975,,,0.00000000,-6.24284661
2026-07-27 14:00:00,2,1604759.90833029,802379.95416514,802379.95416514,791600.75556846,522506.82303772,1082253.08529257,,,0.00000000,6.30760626
2026-07-27 15:00:00,1,212651.20680000,212651.20680000,212651.20680000,,212651.20680000,212651.20680000,,,0.00000000,6.98455612
2026-07-27 16:00:00,1,207697.43250000,207697.43250000,207697.43250000,,207697.43250000,207697.43250000,,,0.00000000,-88.12297204
2026-07-27 17:00:00,1,204024.91462172,204024.91462172,204024.91462172,,204024.91462172,204024.91462172,,,0.00000000,11.38427459
2026-07-27 18:00:00,1,202696.02461518,202696.02461518,202696.02461518,,202696.02461518,202696.02461518,,,0.00000000,-85.03367711
2026-07-27 19:00:00,2,1750935.38264000,875467.69132000,875467.69132000,892706.29516629,559848.35386000,1191087.02878000,,,0.00000000,809.84248056
2026-07-27 20:00:00,2,1746112.06510564,873056.03255282,873056.03255282,899130.02571865,555165.56337578,1190946.50172987,,,0.00000000,781.27886671
2026-07-27 21:00:00,1,239191.00720000,239191.00720000,239191.00720000,,239191.00720000,239191.00720000,,,0.00000000,22.82703315
2026-07-27 22:00:00,2,1710314.05854788,855157.02927394,855157.02927394,904826.05594523,535252.70929737,1175061.34925051,,,0.00000000,784.87221651
2026-07-27 23:00:00,2,1633813.39170000,816906.69585000,816906.69585000,856964.04103659,513924.15352500,1119889.23817500,,,0.00000000,10.84387672
2026-07-28 00:00:00,2,1615429.29239166,807714.64619583,807714.64619583,841574.31878337,510173.19235374,1105256.10003791,,,0.00000000,19.07266193
2026-07-28 01:00:00,2,1595802.40928331,797901.20464166,797901.20464166,850661.51993859,497146.94002014,1098655.46926317,,,0.00000000,4.67979146
2026-07-28 02:00:00,1,11436392.83710000,11436392.83710000,11436392.83710000,,11436392.83710000,11436392.83710000,,,0.00000000,647.42186036
2026-07-28 03:00:00,3,12920125.35572669,4306708.45190890,1393644.22660000,6113248.01585766,794230.48205000,6362654.30911335,,,0.00000000,818.96263871
2026-07-28 04:00:00,2,12735702.76919767,6367851.38459884,6367851.38459884,7034727.46478841,3880699.63752327,8855003.13167440,,,0.00000000,826.72990339
2026-07-28 05:00:00,2,12693804.80123027,6346902.40061513,6346902.40061513,6982712.67123127,3878140.66016270,8815664.14106757,,,0.00000000,843.06622926
2026-07-28 06:00:00,1,11285203.37000000,11285203.37000000,11285203.37000000,,11285203.37000000,11285203.37000000,,,0.00000000,5540.90984149
2026-07-28 07:00:00,3,12845460.14287774,4281820.04762591,1335149.07795290,6117166.33145862,765423.38073968,6324881.22967564,,,0.00000000,839.68561422
2026-07-28 08:00:00,3,12878111.34230786,4292703.78076929,1339180.89880000,6125143.92945552,771567.45225959,6337078.66829435,,,0.00000000,979.98192589
2026-07-28 09:00:00,3,12779186.08569336,4259728.69523112,1322935.97719931,6083816.47585881,762187.46289668,6288873.56854966,,,0.00000000,6120.89643469
2026-07-28 10:00:00,3,12654499.03430465,4218166.34476822,1326519.65324581,6013277.68198228,761745.34141232,6228764.00236291,,,0.00000000,818.64782459
2026-07-28 11:00:00,3,12581712.11408836,4193904.03802945,1330156.74300000,5968593.61045356,763500.26570715,6192434.16283703,,,0.00000000,798.83013230
2026-07-28 12:00:00,3,12424242.54140704,4141414.18046901,1308482.30898000,5901097.32557240,749721.57974852,6116640.84544500,,,0.00000000,834.34149991
2026-07-28 13:00:00,3,13888570.42646814,4629523.47548938,2843825.03729814,5539867.46948752,1523277.80074907,6842919.93113407,,,0.00000000,878.38008809
2026-07-28 14:00:00,4,14940994.97719651,3735248.74429913,1989969.98538782,4783925.87563933,1042334.70455076,4682884.02513620,,,0.00000000,831.04238831
2026-07-28 15:00:00,4,15076489.48035553,3769122.37008888,2040294.18507358,4821898.74686293,940333.04586029,4869083.50930217,,,0.00000000,6989.77376956
2026-07-28 16:00:00,5,21328788.71851387,4265757.74370277,2876776.29160000,4317572.73635000,1170711.72346449,6254096.02840000,,,0.00000000,10169.16339879
2026-07-28 17:00:00,5,21463291.07592134,4292658.21518427,2887506.40142092,4351053.77162444,1165438.88553040,6377052.94751363,,,0.00000000,10419.93631058
2026-07-28 18:00:00,11,50018514.47682662,4547137.67971151,3088231.49210000,4351510.85748596,1404140.46233743,6228254.07940000,,,0.00000000,24576.61345198
2026-07-28 19:00:00,17,187285601.98613641,11016800.11683155,6139402.19410000,14799657.63242128,2366358.73920000,10758575.26744000,,,0.00000000,10596.31717098
2026-07-28 20:00:00,99,20454139827.90774155,206607473.00916910,35393322.19943786,817770022.47302485,6729708.81729872,74788348.15329488,6657292856.04050255,0.32547411,0.99000000,1171310.48599709
2026-07-28 21:00:00,99,20461661835.94798279,206683452.88836345,35676579.97698715,817121830.00120759,6756512.47705950,75260682.17553830,6644067001.01817226,0.32470808,0.99000000,8554428.06335605
2026-07-28 22:00:00,97,20474458445.00619125,211076891.18563083,36258414.40200000,824949259.21808541,6850709.84537993,75713743.00601999,6637773229.64449978,0.32419774,0.97000000,1197016.88871866
2026-07-28 23:00:00,98,20352208981.01739502,207675601.84711626,34475379.74729227,818857349.43414652,6803088.01172935,77085928.68380968,6618691181.94918442,0.32520751,0.98000000,1245587.48698043
2026-07-29 00:00:00,99,20484394887.56370544,206913079.67236066,35896228.35599000,813544858.31700051,6641057.50725907,77127679.68438691,6598257390.16919994,0.32211141,0.99000000,1267946.51766815
2026-07-29 01:00:00,99,20436612941.80656052,206430433.75562182,35906061.88190000,813598860.63966024,6618081.98951303,77469471.99520999,6593029517.62660027,0.32260872,0.99000000,1280548.08167478
2026-07-29 02:00:00,99,20289444569.32319260,204943884.53861812,35833418.55267128,808834021.29849029,6533368.06672955,76541943.98099068,6564133112.22799969,0.32352453,0.99000000,177311.22448596
2026-07-29 03:00:00,99,20400841103.80535507,206069102.05863994,35736224.60150000,811694175.77170646,6515434.49057946,77655164.73381500,6595267170.19480038,0.32328408,0.99000000,157799.71491850
2026-07-29 04:00:00,99,20298820378.27254486,205038589.67952067,34583486.37703002,808215189.66047204,6414845.40665383,76693049.92872000,6588957431.43449974,0.32459805,0.99000000,159285.16111861
2026-07-29 05:00:00,99,20542729170.37073898,207502314.85222968,35456512.05660000,813634427.70182967,6559807.62182990,79042775.50474885,6640806381.83960438,0.32326797,0.99000000,161732.71676259
2026-07-29 06:00:00,98,20520411517.60865021,209391954.26131275,35982716.93320522,820185728.21108544,6839911.78783268,77361056.33610892,6666774466.70860004,0.32488503,0.98000000,181734.66300801
2026-07-29 07:00:00,98,20669779751.76353073,210916119.91595438,36240065.70293000,827440469.85844183,6897127.19500000,77437155.49855500,6733191089.96100044,0.32575050,0.98000000,160811.16644992
2026-07-29 08:00:00,97,20668792342.28244019,213080333.42559215,36432203.95280000,833434195.64637804,7076352.88689000,77988773.21174200,6749772150.77651024,0.32656829,0.97000000,160395.52448254
2026-07-29 09:00:00,98,20612834702.14999771,210335047.98112243,36119459.94934000,826453179.58490789,6822883.82426063,77315641.70425001,6713071974.05280018,0.32567437,0.98000000,161200.05904857
2026-07-29 10:00:00,99,20667642316.87129593,208764063.80678076,36005708.30721764,822468845.75081921,6747627.76126557,76760551.37186667,6689763858.55264950,0.32368297,0.99000000,163222.48523505
2026-07-29 11:00:00,99,20596364344.51299286,208044084.28801003,35821078.72733168,821447478.98542094,6720679.17637711,76632188.23210205,6683304669.29199982,0.32448953,0.99000000,163600.80763055
2026-07-29 12:00:00,98,20607127086.24964905,210276807.00254744,36001669.87598960,823585733.65376365,6728183.77438500,77598402.98372418,6669923117.61272144,0.32367069,0.98000000,165762.24083739
2026-07-29 13:00:00,99,20530606886.69716644,207379867.54239562,35684276.03298000,815755137.73834062,6612288.63169426,77443181.99855343,6640928125.63261700,0.32346477,0.99000000,147723.75907870
2026-07-29 14:00:00,99,20575101975.39450073,207829312.88277274,35352430.37650157,817018707.67849660,6619498.94144350,77872808.54154983,6650489499.09239483,0.32322997,0.99000000,137609.04820460
2026-07-29 15:00:00,99,20387010788.77095032,205929401.90677726,35720571.01637407,807240174.75767851,6739951.63980983,76801036.74177486,6563940471.14200020,0.32196679,0.99000000,135123.85841435
2026-07-29 16:00:00,99,20317388235.92660141,205226143.79723841,35854285.45550510,803628245.22507608,6694098.25427137,76423554.63416359,6529307841.55138779,0.32136551,0.99000000,95158.05006587
2026-07-29 17:00:00,99,20373878894.67834854,205796756.51190251,35760231.49753675,805427759.52737319,6988958.20722754,76629137.83455497,6554845272.60428619,0.32172790,0.99000000,94824.30039089
2026-07-29 18:00:00,99,20533332463.12302780,207407398.61740431,35977053.76050000,812436795.70304143,7054785.41805588,77349368.47386837,6602876186.27297211,0.32156866,0.99000000,40951.46399867
2026-07-29 19:00:00,99,20630058907.77820206,208384433.41190103,36989962.98181029,817594048.67136383,7043313.06643957,78756655.25428331,6653058309.14900017,0.32249342,0.99000000,10915.29358851
2026-07-29 20:00:00,99,20042976373.31949234,202454306.80120701,34544479.17471466,799024211.76629901,6862759.70690227,76886410.59619468,6530288471.81270027,0.32581431,0.99000000,-2.01017231
2026-07-29 21:00:00,99,19958460113.53193283,201600607.20739326,34968901.08530000,797932663.49836552,6838425.76153343,75602932.28758749,6525657642.15675163,0.32696198,0.99000000,-2.45924171
2026-07-29 22:00:00,98,20092430277.28136063,205024798.74776900,34823718.04712024,809159420.75990129,6895740.77674529,76959075.22160310,6582875102.70400047,0.32762961,0.98000000,-1.86587679
2026-07-29 23:00:00,99,20275249960.93989944,204800504.65595859,35148600.74080000,812437707.88865566,6923855.34486265,76259109.46366796,6645046173.14529991,0.32774176,0.99000000,-0.37813596
2026-07-30 00:00:00,98,20400249247.48393250,208165808.64779523,35956460.94050436,819797562.16863489,7036170.48200175,76461708.39797500,6674049577.76099968,0.32715530,0.98000000,-0.41077923
2026-07-30 01:00:00,99,20460214773.26188660,206668836.09355441,35468885.74942002,817032217.92237115,7002466.94270292,75778059.91929680,6695041593.45009995,0.32722245,0.99000000,0.11548798
2026-07-30 02:00:00,99,20609710538.59514236,208178894.32924387,36481728.97800000,823135987.71069992,7069532.79175000,76706627.22799510,6743213775.44200039,0.32718624,0.99000000,1.57848564
2026-07-30 03:00:00,99,20565627177.09211731,207733607.84941533,35489786.95694797,821767299.96751225,6984295.85685616,76463345.05110000,6728659860.09029961,0.32717990,0.99000000,0.80774157
2026-07-30 04:00:00,98,20601428947.05103683,210218662.72501057,35472956.15144713,825349623.56307018,7030118.67540000,76705486.60434437,6719106447.52200031,0.32614759,0.98000000,1.49076923
2026-07-30 05:00:00,98,20549945757.04352570,209693324.05146456,35244036.69593799,822716363.58751547,6946352.39693119,76216091.42493811,6699416775.05220032,0.32600654,0.98000000,0.03512964
2026-07-30 06:00:00,98,20620898363.91843414,210417330.24406564,35234693.05602000,823456238.08795226,6960333.16875589,76384141.29715000,6705177187.43599987,0.32516416,0.98000000,0.48969216
2026-07-30 07:00:00,99,20589851714.79357529,207978300.14943007,34633285.49668000,818961346.08284628,6817685.95576939,75953786.89270464,6706422004.02079964,0.32571492,0.99000000,-0.38669032
