time,n_symbols,total_oi_value,mean,median,std,q25,q75,btc_oi_value,btc_share,btc_pctile,total_oi_chg_24h_pct
2026-07-30 08:00:00,98,20577676216.14090729,209976287.91980517,35507874.81745662,822302642.01263988,6936827.85067500,76488062.43494999,6700671115.98500919,0.32562817,0.98000000,-0.44083914
2026-07-30 09:00:00,98,20750735503.44425964,211742199.01473734,35567130.70366585,829087246.91838086,6892331.29894572,77165527.13240181,6752586547.62617779,0.32541432,0.98000000,0.66900455
2026-07-30 10:00:00,99,20920956020.34642410,211322788.08430731,34801797.35267554,831810104.68884099,6827169.92614277,76958557.92268229,6813831319.85000038,0.32569407,0.99000000,1.22565361
2026-07-30 11:00:00,98,21020945833.38029099,214499447.27939072,35765639.16469428,840011724.61476004,7083479.10048335,77376415.97102499,6848460655.08792877,0.32579222,0.98000000,2.06143901
2026-07-30 12:00:00,99,21145463805.16645432,213590543.48652983,36017306.76285090,840390417.82188165,7079023.17156424,78218964.22520000,6892560121.76550007,0.32595928,0.99000000,2.61238122
2026-07-30 13:00:00,99,21258565208.89830780,214732981.90806371,36612207.57207653,844769631.32378066,7088989.43390279,79897646.36459231,6936513995.58921528,0.32629267,0.99000000,3.54572238
2026-07-30 14:00:00,99,21313044107.48980331,215283273.81302831,36999685.13528000,846006099.72937119,7177613.85143528,81792890.61903685,6932317551.68980026,0.32526173,0.99000000,3.58657825
2026-07-30 15:00:00,99,21113667490.63040543,213269368.59222633,35121629.65120000,840890263.88275433,6994970.36279595,84702972.05688500,6895821880.39408970,0.32660465,0.99000000,3.56431215
2026-07-30 16:00:00,98,21134557323.65306091,215658748.20054144,35652666.91596099,844125306.52434313,7010869.13976898,86027403.64674421,6885380483.45024967,0.32578778,0.98000000,4.02201837
2026-07-30 17:00:00,99,21141162553.79787827,213547096.50300887,34701136.81274250,840846057.47401571,6987444.25086863,87077819.42514887,6897515982.57999992,0.32626001,0.99000000,3.76601659
2026-07-30 18:00:00,98,21151387818.51374054,215830487.94401777,35529549.81779380,845619104.77521622,6965454.09660629,87376728.15322500,6907008038.71679974,0.32655106,0.98000000,3.01000998
2026-07-30 19:00:00,98,21078132050.89028549,215082980.11112535,35394502.12652500,843671019.72049105,7241434.75971901,86808030.61785285,6890100213.70445919,0.32688381,0.98000000,2.17194311
2026-07-30 20:00:00,99,21126001743.58891296,213393957.00594860,35044119.64147770,841102882.79843676,6988107.43537500,86877835.08763787,6895035457.87060070,0.32637673,0.99000000,5.40351568
2026-07-30 21:00:00,99,21100372624.30229187,213135077.01315448,35453883.55741475,840686069.88377607,7027983.85415114,86394184.08254948,6893137629.00000000,0.32668322,0.99000000,5.72144596
2026-07-30 22:00:00,99,21084936907.63201904,212979160.68315172,34799596.63748074,839690637.57197571,7121940.48036146,86406059.84656790,6886029300.24050045,0.32658525,0.99000000,4.93970424
2026-07-30 23:00:00,99,21175694674.17764664,213895905.79977420,34963179.92166321,843653987.08691835,7264557.41173727,86643842.74307504,6908922844.53800011,0.32626664,0.99000000,4.44110290
2026-07-31 00:00:00,99,21125192101.09457016,213385778.79893506,35540276.89281671,841614927.53928995,7251875.55104096,87001882.50319999,6902141264.72856617,0.32672561,0.99000000,3.55359802
2026-07-31 01:00:00,99,21009211651.02472687,212214259.10125986,35284233.13195671,840881065.68953669,7069681.85629500,87194273.98526001,6899326476.30940151,0.32839531,0.99000000,2.68324103
2026-07-31 02:00:00,99,20688730375.49524689,208977074.49995199,35106798.61241340,828738691.56821775,7368294.39442000,87213538.23530839,6782248730.12877178,0.32782334,0.99000000,0.38341071
2026-07-31 03:00:00,99,20546916739.08242416,207544613.52608508,34901441.62142190,825112831.48699152,7148592.57291672,85763384.84440000,6756624878.60359955,0.32883887,0.99000000,-0.09097918
2026-07-31 04:00:00,99,20538526097.36117172,207459859.56930476,34826702.72539090,825318376.42447793,7113337.93038000,85656061.39960250,6752888902.62666607,0.32879131,0.99000000,-0.30533246
2026-07-31 05:00:00,98,20585112368.81349182,210052167.02870911,34658878.09863440,831391196.64738762,7257574.58582469,87436620.54220961,6777345523.11842251,0.32923529,0.98000000,0.17112752
2026-07-31 06:00:00,99,20613819794.53875732,208220401.96503794,33560374.78630000,827901192.29071379,7122248.15133768,86812279.33108956,6783468416.15040016,0.32907382,0.99000000,-0.03432716
2026-07-31 07:00:00,98,20513617421.50819397,209322626.75008363,33947766.64477479,831857583.28076649,7921498.74060933,87744513.36911750,6781795898.15890026,0.33059971,0.98000000,-0.37025178
2026-07-31 08:00:00,98,20397549717.48495102,208138262.42331582,33878857.18364222,826186036.91254771,7159065.12077438,87501096.64170000,6735559721.46129704,0.33021416,0.98000000,-0.87534908
2026-07-31 09:00:00,99,20421358468.06762314,206276348.16229922,33202701.45407608,822354913.83823359,7032067.03742827,86937698.61636406,6730022197.40760040,0.32955801,0.99000000,-1.58730294
2026-07-31 10:00:00,99,20332986453.33353424,205383701.54882357,32884383.33873000,821097742.49165630,7012631.72562392,85452228.55755000,6727937175.49440002,0.33088780,0.99000000,-2.81043355
2026-07-31 11:00:00,99,20412224136.48575592,206184082.18672481,32742897.88595000,823896964.80583882,7066995.40649073,86611707.30207111,6744479598.17360020,0.33041375,0.99000000,-2.89578643
2026-07-31 12:00:00,99,20396849289.32210159,206028780.70022324,32548766.66842602,822370135.36528075,7074483.95514000,85720247.83405598,6726731131.65265751,0.32979266,0.99000000,-3.54030785
2026-07-31 13:00:00,99,20365670279.83419418,205713841.21044642,32418123.47823000,822992613.47564983,7091962.99790000,82988410.44603112,6740557601.31159973,0.33097647,0.99000000,-4.20016553
2026-07-31 14:00:00,100,20161249313.30867386,201612493.13308674,31838400.75862552,814187164.05148780,7115822.48965500,76637759.02244344,6711117491.54929638,0.33287210,1.00000000,-5.40417778
2026-07-31 15:00:00,100,20243257489.75874329,202432574.89758742,31985506.02010000,825538297.82661867,7121262.08249406,76311562.52700001,6863183140.13749981,0.33903551,1.00000000,-4.12249554
2026-07-31 16:00:00,100,20312913029.13699341,203129130.29136994,31454404.27908765,832154362.87103963,7155713.79685296,74960171.55442500,6919132005.92731380,0.34062726,1.00000000,-3.88768159
2026-07-31 17:00:00,100,20415145661.47940063,204151456.61479402,31253181.12150155,837348669.71006763,7216408.18402000,75197589.12194951,6979541816.16747379,0.34188058,1.00000000,-3.43413892
2026-07-31 18:00:00,100,20438893272.26770782,204388932.72267708,31482120.90965229,838898136.56863260,7156635.40880059,75349616.99268055,6996516880.56719971,0.34231388,1.00000000,-3.36854750
2026-07-31 19:00:00,100,20305759428.02479935,203057594.28024799,31870540.72722336,833178341.02501762,7182273.01024240,74942002.04697001,6940367699.06273460,0.34179306,1.00000000,-3.66433145
2026-07-31 20:00:00,100,20226239094.25876236,202262390.94258761,32124546.58583459,830606284.22479630,7188466.13400000,73884099.01897499,6919270990.37040043,0.34209380,1.00000000,-4.25902951
2026-07-31 21:00:00,100,20133111119.72554779,201331111.19725549,32060338.96663949,826934270.76243770,7109212.01695000,72815524.06266500,6892913399.87040043,0.34236703,1.00000000,-4.58409679
2026-07-31 22:00:00,99,20108431886.23673630,203115473.59835088,32651039.55716000,829922255.10299730,7218187.42504122,73255253.99102062,6882521644.84290028,0.34227043,0.99000000,-4.63129212
2026-07-31 23:00:00,100,20128464989.90206146,201284649.89902061,31971143.73268889,827213978.07329094,7260600.76615000,73453309.41896665,6896645127.21315098,0.34263145,1.00000000,-4.94543249
2026-08-01 00:00:00,100,20115323963.35712814,201153239.63357127,31932120.11564977,826061022.35461402,7214586.37994310,73672992.74255271,6884630899.82219982,0.34225802,1.00000000,-4.78039742
2026-08-01 01:00:00,99,20139652886.41875458,203430837.23655307,32577159.82546934,830528673.77730274,7269024.76118732,74325384.18045411,6886729197.45540047,0.34194875,0.99000000,-4.13894048
2026-08-01 02:00:00,99,20159248907.37226868,203628776.84214413,32169729.55603176,830959788.93889987,7286831.09338295,74436260.00817001,6885612171.82590008,0.34156095,0.99000000,-2.55927483
2026-08-01 03:00:00,100,20167713213.86156464,201677132.13861564,31648444.68158262,826995699.76493478,7230281.16020250,74080133.34511000,6881316237.23999977,0.34120459,1.00000000,-1.84554953
2026-08-01 04:00:00,97,20160441596.90234375,207839604.09177673,32522115.50380000,838673975.79728734,7293678.37820000,74580938.95140000,6868438509.36960030,0.34068889,0.97000000,-1.84085508
2026-08-01 05:00:00,98,20194494299.26450729,206066268.35984191,31857825.06750000,835520112.10588157,7456090.29552724,74666745.34276061,6880688275.82028198,0.34072100,0.98000000,-1.89757560
2026-08-01 06:00:00,99,20180564573.80341339,203844086.60407490,31205631.87240000,830994507.98560607,7274912.12078997,74317849.42642000,6880467969.17520046,0.34094527,0.99000000,-2.10177068
2026-08-01 07:00:00,99,20209324044.85682297,204134586.31168509,31257777.42730000,832126309.90672386,7340369.18231236,74807310.29482107,6885299486.79131794,0.34069915,0.99000000,-1.48337258
2026-08-01 08:00:00,99,20194165600.77968979,203981470.71494636,31315772.76525569,831166342.40598083,7184356.71557271,74985105.61068434,6873977880.77000046,0.34039425,0.99000000,-0.99710073
2026-08-01 09:00:00,99,20207575597.65212250,204116925.22880933,31289277.36650000,831512532.67183745,7326848.35418800,74831388.28599894,6881015108.28743935,0.34051661,0.99000000,-1.04685920
2026-08-01 10:00:00,99,20189278542.60561752,203932106.49096584,31312548.13427106,830613925.21838868,7338854.24280000,75008072.14309016,6869937859.25010014,0.34027654,0.99000000,-0.70677227
2026-08-01 11:00:00,98,20168537080.66943359,205801398.78234115,32035747.96905936,833640571.87947953,7465689.09061361,75529990.29272142,6870029462.13059998,0.34063103,0.98000000,-1.19382902
2026-08-01 12:00:00,97,20164936885.30627823,207885947.27119875,32725783.35039989,837560493.15599275,7429505.32667155,75634059.46863513,6870130578.15030766,0.34069686,0.97000000,-1.13700112
2026-08-01 13:00:00,98,20187343544.76853180,205993301.47722992,32991039.22629993,833857790.84464633,7559986.87691096,75203402.50083143,6870030033.48188114,0.34031372,0.98000000,-0.87562419
2026-08-01 14:00:00,98,20183332362.04233170,205952371.04124829,32974932.90741940,833212866.01613927,7471861.64084800,75408820.07119164,6859962281.99206924,0.33988254,0.98000000,0.10953214
2026-08-01 15:00:00,99,20230537276.32170486,204348861.37698692,32713817.73685000,831498831.37131667,7333468.03691000,75182485.05933741,6871637280.42095661,0.33966657,0.99000000,-0.06283679
2026-08-01 16:00:00,100,20197820771.72465134,201978207.71724650,32091391.89743005,825777817.56137919,7248840.51972981,74962747.68204530,6857626904.51679993,0.33952311,1.00000000,-0.56659652
2026-08-01 17:00:00,99,20199081512.42753601,204031126.38815692,32590926.63004000,829736915.21229088,7361916.31580408,75176354.07965112,6862597340.74928951,0.33974799,0.99000000,-1.05835223
2026-08-01 18:00:00,99,20129402917.09367752,203327302.19286543,32550409.51197000,827415419.16833353,7278048.69492843,74901758.97032234,6840129235.19219971,0.33980786,0.99000000,-1.51422267
2026-08-01 19:00:00,100,19759398898.02476883,197593988.98024768,31933535.29434133,807001443.41928279,7257342.68769837,73494794.03818612,6755310426.05539989,0.34187834,1.00000000,-2.69066780
2026-08-01 20:00:00,100,19788020630.05118942,197880206.30051190,31944032.68658349,809217545.77502811,7268665.37388973,73481529.18182001,6771327698.35950279,0.34219328,1.00000000,-2.16658402
2026-08-01 21:00:00,99,19836890344.71235657,200372629.74456927,32507749.01620951,815723648.11467862,7337009.11226730,74419886.65533578,6791508365.01480007,0.34236759,0.99000000,-1.47131148
2026-08-01 22:00:00,99,19880854316.26067352,200816710.26525933,32499679.34547000,816931225.04384100,7301091.51275205,74654673.04774500,6802120071.49486351,0.34214425,0.99000000,-1.13175195
2026-08-01 23:00:00,99,19885330726.68022537,200861926.53212348,32484522.43172000,817714171.90749836,7294815.94909536,74369646.75642094,6811798439.18627548,0.34255394,0.99000000,-1.20791259
2026-08-02 00:00:00,99,19893312725.63958359,200942552.78423822,32465707.98688000,818199663.63279355,7263015.32623780,74146946.12628981,6813971110.56900024,0.34252571,0.99000000,-1.10369208
2026-08-02 01:00:00,99,19921018677.49129868,201222410.88375050,32473171.29681000,818728641.98688138,7300628.06929776,74090499.82340671,6816372862.46000004,0.34216989,0.99000000,-1.08559075
2026-08-02 02:00:00,99,20016125915.47457123,202183090.05529869,32523066.87036000,822690253.87898529,7295668.02930000,74106407.24257325,6841251685.50059986,0.34178700,0.99000000,-0.70996193
2026-08-02 03:00:00,100,20204445510.58984756,202044455.10589847,32605677.44326919,827823628.10713625,7283711.22651000,75665763.89459249,6911899223.75819969,0.34209794,1.00000000,0.18213417
2026-08-02 04:00:00,99,20213178044.33736801,204173515.59936735,31683171.21800000,832679505.72264135,7394826.42279459,76076821.09307793,6917969645.11560631,0.34225047,0.99000000,0.26158379
2026-08-02 05:00:00,100,20270561591.35642242,202705615.91356423,31528618.11803400,830317489.84191728,7315609.75587500,75589553.68430270,6920779368.75497246,0.34142021,1.00000000,0.37667342
2026-08-02 06:00:00,98,20262969677.53491974,206764996.70954001,33355503.54338900,837889389.22390127,7335178.34712601,78453216.84269159,6919548486.82116699,0.34148738,0.98000000,0.40833894
2026-08-02 07:00:00,99,20271066344.43277740,204758245.90336138,31632665.43796165,834369322.72733665,7363389.10090000,77581363.86014000,6925226263.57999992,0.34163108,0.99000000,0.30551393
2026-08-02 08:00:00,100,20278437176.14999008,202784371.76149991,31407552.89845757,829890374.56550074,7296969.04461250,76890615.43892491,6919739839.04119968,0.34123635,1.00000000,0.41730655
2026-08-02 09:00:00,100,20214875249.02530289,202148752.49025303,31245360.62829046,826355767.10847270,7281387.44315105,77046568.05569738,6887643898.68033504,0.34072156,1.00000000,0.03612334
2026-08-02 10:00:00,98,20240554491.17954636,206536270.31815863,32963221.75602610,835512434.51348603,7359972.31959186,80065810.19925386,6899255473.12368679,0.34086297,0.98000000,0.25397613
2026-08-02 11:00:00,99,20231275569.65258026,204356318.88537961,31576459.71680000,830991446.06886554,7309283.90466000,78546147.26133125,6894176799.76799965,0.34076827,0.99000000,0.31107109
2026-08-02 12:00:00,99,20084554766.64903641,202874290.57221249,31515597.75928589,824394003.54220045,7302424.18860000,77827613.56463623,6869451556.04710674,0.34202658,0.99000000,-0.39862321
2026-08-02 13:00:00,97,20109136548.41967010,207310686.06618217,34366676.09649376,833317410.93420446,7425161.89622532,80741022.66073260,6867080628.67889977,0.34149058,0.97000000,-0.38740608
2026-08-02 14:00:00,99,20101561924.44752884,203046080.04492453,31533826.28590121,824680485.92553616,7323098.12190508,78310576.19282493,6865304636.28253651,0.34153091,0.99000000,-0.40513844
2026-08-02 15:00:00,99,20118591244.17395401,203218093.37549448,32569812.12119019,824662530.40976393,7318313.01880072,78479686.99109918,6860800452.36748695,0.34101794,0.99000000,-0.55335175
2026-08-02 16:00:00,99,20149253749.75232697,203527815.65406391,34258556.28132555,825582051.62307060,7336926.30367129,78845013.92544267,6865570684.05399990,0.34073573,0.99000000,-0.24045674
2026-08-02 17:00:00,98,20200619453.19155502,206128769.93052608,33421571.91079372,832015235.06577921,7631646.90868326,79952563.34915094,6885435156.26858044,0.34085267,0.98000000,0.00761391
2026-08-02 18:00:00,99,20261646055.87655640,204663091.47350058,31687808.96832531,830952935.89978290,7447190.03879504,78234331.14810535,6906214304.82188988,0.34085159,0.99000000,0.65696503
2026-08-02 19:00:00,98,20302996972.13021851,207173438.49112469,33080602.97195500,836600826.12432063,7632931.53865149,79297505.96846473,6917233446.86569977,0.34070012,0.98000000,2.75108609
2026-08-02 20:00:00,98,20400969064.83402252,208173153.72279614,33425871.52000904,840329173.71291471,7687891.53808239,80142184.79245278,6928798581.71650028,0.33963086,0.98000000,3.09757326
2026-08-02 21:00:00,99,20409328687.72107315,206154835.22950578,32076277.44200000,836778930.19082403,7446423.67997053,79003592.17052999,6929673318.82470036,0.33953460,0.99000000,2.88572621
2026-08-02 22:00:00,100,20477256855.70605469,204772568.55706054,33448458.67388280,834674356.48776793,7134625.28375447,77468438.48972240,6945015991.75419998,0.33915754,1.00000000,2.99988386
2026-08-02 23:00:00,99,20388834495.65997696,205947823.18848461,34614907.86888600,834095746.03729618,7440962.56772994,78161459.97094193,6913674005.26739979,0.33909118,0.99000000,2.53203618
2026-08-03 00:00:00,98,20429221160.14117050,208461440.40960377,35824401.56266625,840459069.88483894,7679519.23368540,78765258.08608000,6934992824.44999981,0.33946438,0.98000000,2.69391248
2026-08-03 01:00:00,100,20360389594.01089478,203603895.94010895,33893699.05222580,829103835.37011933,7422419.31580000,75676348.09092371,6909961879.18680000,0.33938260,1.00000000,2.20556450
2026-08-03 02:00:00,100,20319746746.85579300,203197467.46855792,33896837.24263760,828788484.79458559,7439431.50449074,75569260.60355863,6906403731.08430767,0.33988631,1.00000000,1.51688110
2026-08-03 03:00:00,99,20287734037.90652847,204926606.44350028,34522144.29373500,831176949.80708611,7393883.37069311,76479497.67823014,6894113023.63776112,0.33981681,0.99000000,0.41222872
2026-08-03 04:00:00,100,20182883968.12342834,201828839.68123427,33897585.60300533,822553188.15166819,7273702.96684496,75776337.17491622,6854987018.73460770,0.33964358,1.00000000,-0.14987290
2026-08-03 05:00:00,100,20176078343.00326920,201760783.43003270,34515889.67968272,822764880.63189721,7327811.91297100,75791655.53893359,6850862452.23499966,0.33955372,1.00000000,-0.46611066
2026-08-03 06:00:00,99,20240461330.91825867,204449104.35270968,34258362.89388511,830082389.13632035,7508768.84556793,76925777.11293840,6871519716.47220039,0.33949422,0.99000000,-0.11108118
2026-08-03 07:00:00,100,20206313337.33727646,202063133.37337276,32540796.13461334,825946117.54403877,7379708.50518982,75809744.70407501,6880194048.13920021,0.34049725,1.00000000,-0.31943562
2026-08-03 08:00:00,100,20248854767.88661194,202488547.67886612,32569052.26670105,829388535.79216194,7363871.99562061,75313956.15894499,6915276503.96000004,0.34151445,1.00000000,-0.14588111
2026-08-03 09:00:00,99,20274108290.41123581,204788972.63041651,34152083.68527293,835850992.61834610,7480578.36730835,75547666.72291942,6938957138.43686008,0.34225708,0.99000000,0.29301710
2026-08-03 10:00:00,100,20404971654.03707504,204049716.54037076,33706281.80403944,837936130.31401730,7220292.22300621,74955050.26571999,6978719832.29036045,0.34201076,1.00000000,0.81231551
2026-08-03 11:00:00,100,20343881051.04540253,203438810.51045403,33886778.21824582,835967178.78114414,7238092.69294866,74912162.11197177,6978614726.35452366,0.34303262,1.00000000,0.55659111
2026-08-03 12:00:00,100,20315647210.55557251,203156472.10555571,33724745.31358393,836015454.49572110,7293573.12934050,74979969.24585751,6980380575.27359962,0.34359627,1.00000000,1.15059779
2026-08-03 13:00:00,100,20383772896.48791504,203837728.96487916,33592521.66506500,837931735.02791822,7416610.29278000,75250215.62894705,6984649274.26444435,0.34265733,1.00000000,1.36572919
2026-08-03 14:00:00,100,20613369003.44785309,206133690.03447855,33774872.70632280,843031762.23169148,7630679.11977339,76210039.57771000,7022723865.89833164,0.34068783,1.00000000,2.54610602
2026-08-03 15:00:00,100,20664145831.97396469,206641458.31973964,33394792.46305135,840153040.58888125,7620775.72746733,75286191.97125868,6976564562.54241562,0.33761689,1.00000000,2.71169378
2026-08-03 16:00:00,100,20579827639.42467499,205798276.39424676,33367685.70025542,835500835.48022735,7869081.32968484,73704520.89461826,6933046705.78951645,0.33688556,1.00000000,2.13692227
2026-08-03 17:00:00,99,20575111953.74036407,207829413.67414510,34292815.78462537,837618000.41373420,7888471.13758498,74563876.81834501,6907533633.56195927,0.33572277,0.99000000,1.85386642
2026-08-03 18:00:00,100,20651990590.67036057,206519905.90670359,33150563.90959000,835969158.47713614,7698230.92030500,73968499.43769759,6932437976.03143883,0.33567892,1.00000000,1.92651936
2026-08-03 19:00:00,100,20610950300.65256882,206109503.00652570,33151383.48814000,835116700.58395636,7721881.74140184,73995661.99650000,6924932002.75730515,0.33598315,1.00000000,1.51678754
2026-08-03 20:00:00,100,20585918001.80562973,205859180.01805630,33089207.50245351,834602116.17945600,7625880.16923163,73910307.96973652,6924868295.78097725,0.33638861,1.00000000,0.90656937
2026-08-03 21:00:00,100,20546840736.93660736,205468407.36936608,33110166.63842829,833988533.71917486,7276363.01833140,73885137.53422309,6923596514.61849689,0.33696648,1.00000000,0.67377057
2026-08-03 22:00:00,99,20481118636.26293564,206879986.22487813,34194337.84780000,835042284.05481148,7478517.89297127,74461257.02532855,6900359024.91152859,0.33691319,0.99000000,0.01885888
2026-08-03 23:00:00,99,20449084958.24539948,206556413.71965051,34119022.31232000,834267128.18425333,7494495.67908094,74055956.54872000,6902993440.07512856,0.33756980,0.99000000,0.29550714
2026-08-04 00:00:00,100,20440731713.48772812,204407317.13487729,32737212.37858166,829512379.80424595,7129251.67794934,73460410.64395040,6893003948.11600018,0.33721904,1.00000000,0.05634357
2026-08-04 01:00:00,100,20318648339.96029282,203186483.39960292,32681571.64958000,825997364.70255399,7505676.40226763,72992990.93523750,6863342225.36950016,0.33778537,1.00000000,-0.20501206
2026-08-04 02:00:00,100,20512773717.53602982,205127737.17536029,32980289.26264331,832339354.80722463,7180848.77793411,73855171.41618851,6915915695.89423370,0.33715166,1.00000000,0.94994772
2026-08-04 03:00:00,99,20529723397.91877365,207370943.41332096,34263465.05414815,840240748.03178740,7615553.67472071,74446556.27468809,6957417762.15919971,0.33889486,0.99000000,1.19278654
2026-08-04 04:00:00,100,20517310439.08712387,205173104.39087123,32777685.99228500,835256036.91825950,7349818.94354684,73933361.28444505,6949174190.72278023,0.33869811,1.00000000,1.65698060
2026-08-04 05:00:00,100,20617828630.38204575,206178286.30382046,33176530.76076898,838715973.14672542,7315112.24150625,74289090.06521501,6978107202.57782459,0.33845015,1.00000000,2.18947548
2026-08-04 06:00:00,100,20591150213.72539520,205911502.13725394,33399881.29802800,835551128.78679287,7319103.45970500,73951791.50588000,6946580549.11359978,0.33735758,1.00000000,1.73261309
2026-08-04 07:00:00,99,20514102966.81661224,207213161.28097588,33905184.20441197,835899196.57752800,7659263.33816780,73895146.42854708,6921532668.60445690,0.33740362,0.99000000,1.52323496
2026-08-04 08:00:00,100,20566282041.86461639,205662820.41864616,33775327.41342187,833268991.04995823,7485680.37538820,73604098.32971109,6924592274.68400002,0.33669636,1.00000000,1.56763075
2026-08-04 09:00:00,99,20574655353.95841980,207824801.55513555,34133745.52188000,837518716.20195723,7889371.38232440,74049711.68856242,6933436379.95112038,0.33698919,0.99000000,1.48241816
2026-08-04 10:00:00,99,20581469888.58127975,207893635.23819473,34321790.57334603,838439085.27254367,8343921.07293000,73937441.31485206,6932712826.15412426,0.33684245,0.99000000,0.86497662
2026-08-04 11:00:00,99,20686465865.28316498,208954200.65942591,35832208.83454269,841816465.86113310,8335962.83062816,74393961.02038208,6946903680.43140030,0.33581878,0.99000000,1.68396981
2026-08-04 12:00:00,99,20776314426.85894394,209861761.88746408,35595683.09440000,845299825.53026474,8456083.84057258,74846052.44310963,6971589092.13799953,0.33555466,0.99000000,2.26754881
2026-08-04 13:00:00,100,20786469902.49115372,207864699.02491152,34892117.00514680,841964175.96321154,8379190.56031809,74231715.78910294,6981245152.64471245,0.33585526,1.00000000,1.97557640
2026-08-04 14:00:00,100,20707813598.16375351,207078135.98163754,35047190.86137500,836574640.21806693,8009622.03398857,73737770.09497294,6941322969.78120041,0.33520308,1.00000000,0.45817156
2026-08-04 15:00:00,99,20890325065.45786285,211013384.49957436,35563644.85590000,849341784.29191041,8836665.75971238,74809980.19443946,7024977851.22704411,0.33627901,0.99000000,1.09454915
2026-08-04 16:00:00,99,20910299207.54755020,211215143.51058131,36179534.11770000,848814531.14557517,8597006.24256831,74928023.50766739,7030608055.24995995,0.33622704,0.99000000,1.60580338
2026-08-04 17:00:00,99,20871584416.22530365,210824085.01237682,36151109.72704481,845306616.95901239,8590667.93719504,75311059.77887112,6998627571.34174252,0.33531846,0.99000000,1.44092758
2026-08-04 18:00:00,99,20809155542.87718964,210193490.33209282,35691567.77760000,840330266.31654131,8712753.54968501,75281036.44279310,6953334406.85547161,0.33414784,0.99000000,0.76101600
2026-08-04 19:00:00,99,20922848538.90801239,211341904.43341428,36320528.82756893,846751219.77258587,8627864.32033892,75708812.84407371,7007684386.71639824,0.33492975,0.99000000,1.51326471
2026-08-04 20:00:00,100,20914276179.98082352,209142761.79980823,34781443.47345659,841835506.54882920,8585169.90278495,75317277.46636251,6995706853.81739998,0.33449433,1.00000000,1.59506211
2026-08-04 21:00:00,99,20776610860.06020355,209864756.16222429,35335379.31158017,842490618.50832403,8722215.87326512,75444129.53706118,6963986457.29021931,0.33518395,0.99000000,1.11827471
2026-08-04 22:00:00,99,20733071235.88897705,209424961.97867653,35218658.39906773,840971796.00941432,8843103.22934972,75203525.27747500,6955286673.20065403,0.33546823,0.99000000,1.23017011
2026-08-04 23:00:00,99,20771877705.68904114,209816946.52211154,35575372.56000000,842348444.46520412,9006109.48285980,75322945.39660999,6964328602.50820827,0.33527680,0.99000000,1.57851927
2026-08-05 00:00:00,99,20720521017.11555099,209298192.09207627,35441142.32264693,839014123.65973818,8627058.04830368,75136240.89578465,6934623587.29119968,0.33467419,0.99000000,1.36878321
2026-08-05 01:00:00,100,20722796672.60121155,207227966.72601211,34562461.06586158,831518996.10908830,8300528.39009413,74258681.63464443,6901622091.21000004,0.33304492,1.00000000,1.98905127
2026-08-05 02:00:00,99,20825953482.27652359,210363166.48764166,35451521.53417151,840059523.10010052,8450900.83419740,75408240.34288999,6942738428.86030006,0.33336954,0.99000000,1.52675484
2026-08-05 03:00:00,100,20955336222.24869919,209553362.22248700,34300000.08130315,841584026.34231269,8465372.01157250,74856869.49799949,6999049721.78170013,0.33399845,1.00000000,2.07315421
2026-08-05 04:00:00,99,20778032717.36201477,209879118.35719207,35786006.46160000,837003081.87045360,8728790.32348293,74574323.78208113,6932025776.97686768,0.33362282,0.99000000,1.27074296
2026-08-05 05:00:00,99,20784635027.83735275,209945808.36199346,35855869.37905627,836092304.07087016,8691635.57068000,74716837.27991906,6926254049.79771996,0.33323915,0.99000000,0.80903960
2026-08-05 06:00:00,100,20883004842.77101517,208830048.42771015,34538471.08844935,836439104.36586833,9223809.13124582,74580538.42211333,6961491320.26592159,0.33335678,1.00000000,1.41737895
2026-08-05 07:00:00,99,20852190390.81640625,210628185.76582229,35759777.10365383,838255471.76056480,9978518.40820000,74957811.76155001,6946620024.14130020,0.33313623,0.99000000,1.64807316
2026-08-05 08:00:00,100,20830871688.97679520,208308716.88976794,34033968.58429436,831804069.34614694,9376711.22593858,74330509.86978015,6910739273.13000011,0.33175468,1.00000000,1.28652153
2026-08-05 09:00:00,100,20774999658.73237228,207749996.58732373,33849525.93795568,829975928.27970457,9651014.39505907,74304473.44981501,6889746732.25389957,0.33163643,1.00000000,0.97374319
2026-08-05 10:00:00,99,20812940714.65237045,210231724.39042798,34664173.40312882,835105972.72634017,9593408.02868119,74816516.69102184,6884794836.09000015,0.33079395,0.99000000,1.12465644
2026-08-05 11:00:00,100,20726529283.27041245,207265292.83270413,33637396.46024000,826715956.07533741,9058870.48330139,73983586.39510250,6849409162.72654438,0.33046580,1.00000000,0.19366971
2026-08-05 12:00:00,99,20735271932.42861176,209447191.23665264,34254888.11748398,829818716.16881275,9578277.20030935,74467242.06582500,6842797690.82299995,0.33000762,0.99000000,-0.19754463
2026-08-05 13:00:00,100,20887498250.66278839,208874982.50662789,33892302.21783562,833363813.13361859,9324643.85348024,75724247.83687544,6899029241.37789726,0.33029467,1.00000000,0.48602937
2026-08-05 14:00:00,100,20888155336.67875671,208881553.36678755,34107604.20676105,828974121.37761629,9772340.71689054,76551533.68494201,6874743390.85169983,0.32912161,1.00000000,0.87088740
2026-08-05 15:00:00,100,20965672644.00296783,209656726.44002968,33698924.58423214,835051800.31463170,9111660.39411081,76564406.17154086,6941532465.71862030,0.33109038,1.00000000,0.36068170
