time,n_symbols,mean,median,std,q05,q25,q75,q95,min,max,range,pct_long_crowded,pct_short_crowded,mean_abs,skew,btc_funding,btc_pctile,btc_z,eth_funding,eth_pctile,eth_z
2019-09-14 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-14 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-14 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-15 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-15 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-15 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-16 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-16 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-16 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-17 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-17 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-17 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-18 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-18 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-18 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-19 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-19 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-19 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-20 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-20 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-20 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-21 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-21 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-21 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-22 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-22 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-22 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-23 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-23 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-23 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-24 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-24 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-24 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-25 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-25 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-25 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-26 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-26 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-26 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-27 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-27 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-27 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-28 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-28 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-28 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-29 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-29 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-29 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-30 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-30 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-09-30 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-01 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-01 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-01 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-02 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-02 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-02 16:00:00,1,-0.00052458,-0.00052458,,-0.00052458,-0.00052458,-0.00052458,-0.00052458,-0.00052458,-0.00052458,0.00000000,0.00000000,0.01000000,0.00052458,,-0.00052458,0.01000000,,,0.00000000,
2019-10-03 00:00:00,1,-0.00032220,-0.00032220,,-0.00032220,-0.00032220,-0.00032220,-0.00032220,-0.00032220,-0.00032220,0.00000000,0.00000000,0.01000000,0.00032220,,-0.00032220,0.01000000,,,0.00000000,
2019-10-03 08:00:00,1,-0.00006876,-0.00006876,,-0.00006876,-0.00006876,-0.00006876,-0.00006876,-0.00006876,-0.00006876,0.00000000,0.00000000,0.00000000,0.00006876,,-0.00006876,0.01000000,,,0.00000000,
2019-10-03 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-04 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-04 08:00:00,1,0.00003592,0.00003592,,0.00003592,0.00003592,0.00003592,0.00003592,0.00003592,0.00003592,0.00000000,0.00000000,0.00000000,0.00003592,,0.00003592,0.01000000,,,0.00000000,
2019-10-04 16:00:00,1,-0.00013704,-0.00013704,,-0.00013704,-0.00013704,-0.00013704,-0.00013704,-0.00013704,-0.00013704,0.00000000,0.00000000,0.01000000,0.00013704,,-0.00013704,0.01000000,,,0.00000000,
2019-10-05 00:00:00,1,-0.00025688,-0.00025688,,-0.00025688,-0.00025688,-0.00025688,-0.00025688,-0.00025688,-0.00025688,0.00000000,0.00000000,0.01000000,0.00025688,,-0.00025688,0.01000000,,,0.00000000,
2019-10-05 08:00:00,1,-0.00022660,-0.00022660,,-0.00022660,-0.00022660,-0.00022660,-0.00022660,-0.00022660,-0.00022660,0.00000000,0.00000000,0.01000000,0.00022660,,-0.00022660,0.01000000,,,0.00000000,
2019-10-05 16:00:00,1,-0.00001226,-0.00001226,,-0.00001226,-0.00001226,-0.00001226,-0.00001226,-0.00001226,-0.00001226,0.00000000,0.00000000,0.00000000,0.00001226,,-0.00001226,0.01000000,,,0.00000000,
2019-10-06 00:00:00,1,-0.00011057,-0.00011057,,-0.00011057,-0.00011057,-0.00011057,-0.00011057,-0.00011057,-0.00011057,0.00000000,0.00000000,0.01000000,0.00011057,,-0.00011057,0.01000000,,,0.00000000,
2019-10-06 08:00:00,1,-0.00003644,-0.00003644,,-0.00003644,-0.00003644,-0.00003644,-0.00003644,-0.00003644,-0.00003644,0.00000000,0.00000000,0.00000000,0.00003644,,-0.00003644,0.01000000,,,0.00000000,
2019-10-06 16:00:00,1,0.00002715,0.00002715,,0.00002715,0.00002715,0.00002715,0.00002715,0.00002715,0.00002715,0.00000000,0.00000000,0.00000000,0.00002715,,0.00002715,0.01000000,,,0.00000000,
2019-10-07 00:00:00,1,-0.00005063,-0.00005063,,-0.00005063,-0.00005063,-0.00005063,-0.00005063,-0.00005063,-0.00005063,0.00000000,0.00000000,0.00000000,0.00005063,,-0.00005063,0.01000000,,,0.00000000,
2019-10-07 08:00:00,1,-0.00020006,-0.00020006,,-0.00020006,-0.00020006,-0.00020006,-0.00020006,-0.00020006,-0.00020006,0.00000000,0.00000000,0.01000000,0.00020006,,-0.00020006,0.01000000,,,0.00000000,
2019-10-07 16:00:00,1,-0.00024859,-0.00024859,,-0.00024859,-0.00024859,-0.00024859,-0.00024859,-0.00024859,-0.00024859,0.00000000,0.00000000,0.01000000,0.00024859,,-0.00024859,0.01000000,,,0.00000000,
2019-10-08 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-08 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-08 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-09 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-09 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-09 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-10 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-10 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-10 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-11 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-11 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-11 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-12 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-12 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-12 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-13 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-13 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-13 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-14 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-14 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-14 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-15 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-15 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-15 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-16 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-16 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-16 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-17 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-17 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-17 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-18 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-18 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-18 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-19 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-19 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-19 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-20 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-20 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-20 16:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-21 00:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
2019-10-21 08:00:00,1,0.00010000,0.00010000,,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00010000,0.00000000,0.00000000,0.00000000,0.00010000,,0.00010000,0.01000000,,,0.00000000,
