rank,symbol,base,quote,price,change_24h_pct,high_24h,low_24h,volume_24h,quote_volume_24h,markPrice,lastFundingRate,trades_24h
43,MRVLUSDT,MRVL,USDT,236.80000000,6.63300000,240.39000000,221.69000000,441608.54000000,102748248.46720000,236.79625963,0.00000000,447581
44,MUUUSDT,MUU,USDT,35.59000000,8.14300000,36.61000000,32.39000000,2921060.29000000,101848330.85160001,35.59000000,0.00000000,243819
45,AKEUSDT,AKE,USDT,0.00974800,-4.99000000,0.01075400,0.00958300,9848933424.00000000,99160292.70291570,0.00975054,0.00005000,1824697
46,QQQUSDT,QQQ,USDT,731.30000000,-0.22400000,736.87000000,730.73000000,125801.76000000,92352936.81350000,731.30000000,0.00000000,96409
47,VELVETUSDT,VELVET,USDT,0.59580000,-42.55100000,1.08270000,0.58460000,113319843.00000000,90672136.52282000,0.59541750,0.00005000,2163541
48,MSTRUSDT,MSTR,USDT,97.23000000,3.12900000,98.41000000,92.98000000,940361.89000000,90040867.65340000,97.23000000,0.00000000,311846
49,HEMIUSDT,HEMI,USDT,0.00726000,26.81200000,0.00744100,0.00572100,13766429845.00000000,89501826.34774999,0.00724800,0.00005000,1757711
50,BEATUSDT,BEAT,USDT,0.28000000,-24.32400000,0.42200000,0.26400000,278305078.00000000,88385003.74830000,0.27931088,0.00020474,655460
51,SUIUSDT,SUI,USDT,0.67750000,0.07400000,0.68060000,0.66660000,107835170.00000000,72792929.73405001,0.67743628,0.00001497,305759
52,PAXGUSDT,PAXG,USDT,4407.29000000,0.66900000,4421.74000000,4362.78000000,16356.60900000,71922921.48930000,4407.29000000,0.00001825,184041
53,EWYUSDT,EWY,USDT,186.49000000,3.00500000,190.13000000,180.20000000,374369.11000000,69372425.20900001,186.51000000,-0.00000460,171169
54,NVDAUSDT,NVDA,USDT,226.08000000,0.31100000,228.19000000,225.21000000,305497.28000000,69232564.14950000,226.09638846,0.00000000,129758
55,ONGUSDT,ONG,USDT,0.05331000,1.52400000,0.06432000,0.05132000,1093464160.00000000,63142796.33727000,0.05329314,-0.00378969,1135620
56,CBRSUSDT,CBRS,USDT,255.46000000,14.56600000,260.97000000,221.24000000,254510.29000000,62781417.26480000,255.49470644,0.00000000,408600
57,CHIPUSDT,CHIP,USDT,0.02875000,0.45400000,0.03286000,0.02731000,2082780845.00000000,62748113.76804000,0.02875164,0.00005000,800676
58,AAOIUSDT,AAOI,USDT,160.51000000,4.00400000,161.26000000,147.27000000,379113.75000000,58597275.75630000,160.51000000,0.00000000,336669
59,LITEUSDT,LITE,USDT,989.50000000,6.21600000,1000.52000000,923.47000000,58242.67000000,56003594.84840000,989.52000000,0.00000000,269893
60,GOOGLUSDT,GOOGL,USDT,343.68000000,-1.42800000,350.20000000,342.51000000,161015.66000000,55786463.39350000,343.68000000,0.00004752,143964
61,NEARUSDT,NEAR,USDT,1.61000000,0.06200000,1.65600000,1.58200000,33476744.00000000,54427978.24000000,1.61063189,0.00005671,165629
62,HUSDT,H,USDT,0.11606000,-12.10900000,0.14693000,0.10184000,458224787.00000000,54391550.55689000,0.11606000,0.00013452,2538300
63,SPCXUSD1,SPCX,USD1,147.79000000,5.67000000,149.66000000,139.15000000,364496.53000000,52833885.55710000,147.81017796,-0.00053311,38212
64,AVAXUSDT,AVAX,USDT,6.32100000,-0.58200000,6.40000000,6.27100000,8308906.00000000,52583895.55100000,6.32100000,-0.00008622,284013
65,AXTIUSDT,AXTI,USDT,97.70000000,19.93600000,97.84000000,80.89000000,563780.46000000,50362122.39640000,97.70360108,0.00001852,286897
66,TRXUSDT,TRX,USDT,0.33080000,-0.35200000,0.33353000,0.32805000,144012936.00000000,47656136.20674000,0.33081976,-0.00015178,178530
67,XAUTUSDT,XAUT,USDT,4393.30000000,0.73900000,4407.15000000,4348.70000000,10580.15800000,46330034.01000000,4393.30000000,-0.00001920,137621
68,TSLAUSDT,TSLA,USDT,340.04000000,-0.77000000,345.65000000,338.09000000,133456.16000000,45568908.74830000,340.04000000,0.00000000,153886
69,KAITOUSDT,KAITO,USDT,0.34600000,-0.51800000,0.37870000,0.32870000,130768680.09999999,45533542.50462000,0.34590000,-0.00012070,614054
70,XPINUSDT,XPIN,USDT,0.00137600,-18.96300000,0.00170500,0.00102800,33404475280.00000000,44879410.91781500,0.00137600,0.00057388,646226
71,ENAUSDT,ENA,USDT,0.08338000,-0.35900000,0.08453000,0.08094000,532205539.00000000,44222365.12764000,0.08338000,-0.00004381,350224
72,ONDOUSDT,ONDO,USDT,0.33590000,1.23600000,0.34210000,0.32610000,131454823.00000000,44153031.67169000,0.33594025,0.00000404,243568
73,GRVTUSDT,GRVT,USDT,0.28030000,-4.53000000,0.30460000,0.27060000,152173272.00000000,43378769.27880000,0.28030000,0.00005000,872139
74,CAPUSDT,CAP,USDT,0.06873000,2.70500000,0.07290000,0.06169000,625630394.00000000,42088970.82780000,0.06874000,-0.00128376,768706
75,AAPLUSDT,AAPL,USDT,304.83000000,-0.45400000,308.17000000,303.47000000,135688.63000000,41493759.77670000,304.88900385,0.00003608,109226
76,TAOUSDT,TAO,USDT,195.55000000,-0.66500000,198.54000000,194.00000000,209631.09400000,41152519.14000000,195.54000000,0.00004598,332404
77,XRPUSDC,XRP,USDC,1.00050000,0.10000000,1.00740000,0.98660000,41041913.70000000,41000594.95040000,1.00055766,0.00010000,90825
78,ZHIPUUSDT,ZHIPU,USDT,153.79000000,-7.24900000,167.90000000,149.74000000,259199.68000000,40097731.67560000,153.81533079,0.00000000,231599
79,AAVEUSDT,AAVE,USDT,87.87000000,1.22100000,88.51000000,85.25000000,457757.30000000,39724796.72400000,87.87512300,0.00002440,253938
80,AMDUSDT,AMD,USDT,510.39000000,-1.12600000,524.58000000,506.96000000,75277.71000000,38834395.48680000,510.48000000,0.00000000,241368
81,MVLLUSDT,MVLL,USDT,31.38000000,13.32600000,32.26000000,27.59000000,1236854.70000000,37775565.03400000,31.37515815,0.00000000,176697
82,BTCUSD1,BTC,USD1,64313.50000000,1.90500000,64400.50000000,62678.60000000,592.94690000,37704435.87000000,64313.50000000,0.00007820,42814
83,FILUSDT,FIL,USDT,0.66970000,-1.73100000,0.68200000,0.65680000,55381699.80000000,36982550.87855000,0.66978033,-0.00002086,312829
84,BNBUSDC,BNB,USDC,606.26000000,-0.00200000,607.91000000,600.70000000,60609.02000000,36670750.25900000,606.26000000,0.00009167,98330
85,XMRUSDT,XMR,USDT,414.49000000,0.12600000,421.80000000,408.69000000,88497.52500000,36651220.90000000,414.49000000,0.00034106,382086
86,BICOUSDT,BICO,USDT,0.02022000,-12.61900000,0.02382000,0.02017000,1635053534.00000000,36509289.05114000,0.02023328,-0.00260337,586223
87,UNIUSDT,UNI,USDT,3.29700000,-0.21200000,3.31800000,3.23300000,10684315.00000000,35063484.70600000,3.29756381,0.00001686,227900
88,BTCU,,BTCU,64273.60000000,1.86900000,64361.50000000,62663.80000000,525.77130000,33467193.46000000,64281.01971177,0.00004805,22602
89,GIGGLEUSDT,GIGGLE,USDT,34.76000000,8.86300000,35.77000000,30.95000000,985104.55000000,32504916.22190000,34.75787967,0.00000652,443936
90,COWUSDT,COW,USDT,0.10910000,-11.01100000,0.12290000,0.10760000,284687524.00000000,32440617.54760000,0.10910000,-0.00168916,265921
91,STARUSDT,STAR,USDT,0.13199000,32.08200000,0.13750000,0.09583000,256986581.00000000,32290291.17456000,0.13196000,0.00112318,601273
92,HOMEUSDT,HOME,USDT,0.00675200,-7.45600000,0.00764300,0.00670700,4453668789.00000000,31534320.25368900,0.00675400,-0.00220246,648452
93,LTCUSDT,LTC,USDT,44.55000000,0.15700000,44.60000000,43.80000000,702067.67100000,31047369.45000000,44.54225490,0.00010000,126309
94,MSFTUSDT,MSFT,USDT,479.64000000,-3.50700000,497.20000000,479.08000000,63189.24000000,30836493.30190000,479.60000000,0.00000000,78707
95,BEUSDT,BE,USDT,234.54000000,-0.72400000,245.51000000,232.01000000,126779.78000000,30224459.95140000,234.54000000,0.00034731,204208
96,TQQQUSDT,TQQQ,USDT,76.56000000,-1.07200000,78.35000000,76.39000000,388760.14000000,30163611.04330000,76.56016502,0.00000000,84128
97,WLFIUSDT,WLFI,USDT,0.06020000,-0.23200000,0.06100000,0.05892000,478490784.00000000,28801392.33142000,0.06021000,0.00005000,250759
98,BSBUSDT,BSB,USDT,0.12047000,-10.21800000,0.14260000,0.11842000,218743166.00000000,28085903.52601000,0.12051814,0.00005000,809485
99,FETUSDT,FET,USDT,0.12350000,-0.72300000,0.12540000,0.11910000,224490936.00000000,27344230.75330000,0.12355278,0.00004157,132498
100,COHRUSDT,COHR,USDT,360.75000000,8.48300000,363.03000000,327.76000000,78465.49000000,26971510.95840000,360.61396986,0.00000000,169421
101,RKLBUSDT,RKLB,USDT,82.83000000,1.52000000,85.70000000,80.21000000,320343.59000000,26505922.22720000,82.83000000,0.00000000,100718
102,SPYUSDT,SPY,USDT,774.12000000,-0.48000000,779.20000000,773.77000000,33111.25000000,25732853.60120000,774.14302851,0.00000000,39785
103,METAUSDT,META,USDT,566.31000000,-4.44800000,593.03000000,565.65000000,42306.71000000,24520725.29540000,566.30995864,0.00000000,73791
104,DELLUSDT,DELL,USDT,478.89000000,-2.62100000,505.58000000,470.04000000,49368.03000000,23923730.81460000,478.84414228,0.00000000,107425
105,SKYAIUSDT,SKYAI,USDT,0.07387000,5.06300000,0.08359000,0.06801000,312268046.00000000,23808127.87882000,0.07388704,0.00005000,400051
106,1000SHIBUSDT,1000SHIB,USDT,0.00446700,-0.31200000,0.00451800,0.00435100,5203491310.00000000,23116635.45270400,0.00446800,-0.00006755,164034
107,XLMUSDT,XLM,USDT,0.15787000,0.05700000,0.15930000,0.15572000,144119677.00000000,22721667.27544000,0.15787000,0.00000792,219582
108,PENGUUSDT,PENGU,USDT,0.00594800,-1.40900000,0.00603300,0.00584000,3779145757.00000000,22479268.44647200,0.00594838,-0.00004547,214941
109,BCHUSDT,BCH,USDT,204.89000000,0.32300000,206.02000000,201.76000000,109693.15100000,22419250.05000000,204.89000000,0.00005758,201796
110,DOTUSDT,DOT,USDT,0.75590000,-0.84000000,0.76910000,0.75160000,29190980.80000000,22167493.53456100,0.75597146,-0.00016365,201665
111,APTUSDT,APT,USDT,0.52770000,-1.03200000,0.53320000,0.51390000,41637007.90000000,21735234.77532000,0.52774100,-0.00003238,192496
112,WDCUSDT,WDC,USDT,529.18000000,3.72600000,548.82000000,509.54000000,40200.23000000,21397111.20420000,529.15000000,0.00000000,147684
113,ETHFIUSDT,ETHFI,USDT,0.49190000,-3.26500000,0.51550000,0.48720000,42341581.70000000,21301772.11660000,0.49213258,0.00005000,275838
114,EDENUSDT,EDEN,USDT,0.05045000,12.88900000,0.05495000,0.04243000,433414772.00000000,21271492.23465000,0.05043358,-0.00081615,611639
115,COINUSDT,COIN,USDT,150.71000000,0.48700000,152.64000000,147.43000000,140332.06000000,21070799.88100000,150.70710805,0.00000000,142409
116,NATGASUSDT,NATGAS,USDT,2.73500000,-1.79500000,2.78900000,2.69100000,7495782.50000000,20427112.25550000,2.73435411,0.00000803,53410
117,LITUSDT,LIT,USDT,2.32040000,-0.49700000,2.38490000,2.26780000,8653913.00000000,20212453.78265000,2.32060533,-0.00004912,409226
118,INJUSDT,INJ,USDT,4.11900000,-0.55500000,4.18900000,4.03100000,4862286.30000000,19974510.20980000,4.11928055,-0.00001364,205688
119,CRWVUSDT,CRWV,USDT,107.71000000,1.61300000,109.79000000,101.42000000,187336.05000000,19849912.77590000,107.69923088,0.00001007,109792
120,ZECUSDC,ZEC,USDC,509.85000000,4.09100000,518.92000000,484.04000000,38390.75800000,19387053.10000000,509.85000000,0.00005000,137887
121,PLTRUSDT,PLTR,USDT,173.66000000,-0.91900000,176.34000000,172.43000000,109310.01000000,19060962.45300000,173.66299912,-0.00002120,82949
122,AMZNUSDT,AMZN,USDT,259.12000000,-1.86000000,267.00000000,258.69000000,71194.41000000,18732587.51820000,259.11594584,0.00000000,58589
123,ALICEUSDT,ALICE,USDT,0.13040000,-8.10400000,0.14360000,0.12890000,133988870.09999999,18227047.93614000,0.13050000,-0.00050845,266110
124,ARMUSDT,ARM,USDT,276.76000000,-0.62800000,288.17000000,272.67000000,64361.57000000,18081657.82460000,276.75308988,0.00000000,126518
125,TRUMPUSDT,TRUMP,USDT,1.40600000,-0.70600000,1.42000000,1.38900000,12768489.40000000,17924666.15390000,1.40600000,-0.00000935,92139
126,ALLOUSDT,ALLO,USDT,0.27974000,4.23700000,0.28657000,0.26125000,65528056.00000000,17902879.56157000,0.27985000,0.00000943,656249
127,ORCLUSDT,ORCL,USDT,147.43000000,-2.60900000,151.64000000,145.71000000,118997.64000000,17668491.38020000,147.44218168,0.00003221,66572
128,BANKUSDT,BANK,USDT,0.03574000,-1.73200000,0.03670000,0.03432000,493430544.00000000,17603679.79129000,0.03574500,0.00005000,292289
129,EULUSDT,EUL,USDT,1.15500000,3.07000000,1.26610000,1.05100000,15125168.40000000,17565285.81528000,1.15506054,0.00004919,503763
130,PRLUSDT,PRL,USDT,0.37680000,-8.36600000,0.42200000,0.36350000,43956444.00000000,17422292.38430000,0.37680000,0.00011747,343103
131,COPPERUSDT,COPPER,USDT,6.71400000,-1.04600000,6.85500000,6.68600000,2539827.20000000,17205518.34240000,6.71300759,0.00000000,32516
132,CRVUSDT,CRV,USDT,0.24620000,-2.30200000,0.25400000,0.24110000,68917042.50000000,17071646.84963000,0.24610639,0.00010000,158341
133,RAREUSDT,RARE,USDT,0.01233000,3.26600000,0.01321000,0.01176000,1356010572.00000000,16932540.01837000,0.01233000,-0.00008139,211270
134,HBARUSDT,HBAR,USDT,0.06598000,1.24300000,0.06636000,0.06423000,257762171.00000000,16865759.29462000,0.06598000,0.00004701,140460
135,COTIUSDT,COTI,USDT,0.01011900,-5.03900000,0.01084100,0.01002100,1607313016.00000000,16678524.98569600,0.01011900,-0.00025265,375707
136,MINIMAXUSDT,MINIMAX,USDT,42.54000000,-1.25300000,43.92000000,41.60000000,376198.47000000,16092677.57630000,42.54979946,0.00000000,92116
137,OPUSDT,OP,USDT,0.08360000,-1.41500000,0.08570000,0.08170000,191332025.40000001,16062362.01493000,0.08365000,0.00010000,100529
138,USUSDT,US,USDT,0.01790100,-0.25600000,0.02169800,0.01765600,818604095.00000000,15828544.75895800,0.01789086,0.00005000,735842
139,DEXEUSDT,DEXE,USDT,1.91300000,4.82200000,2.01700000,1.79200000,8218267.19000000,15672035.37880000,1.91300000,0.00003493,219461
140,ROBOUSDT,ROBO,USDT,0.01332000,-13.11200000,0.01572000,0.01321000,1090192361.00000000,15588224.06343000,0.01331696,0.00002177,233748
141,REUSDT,RE,USDT,0.41640000,-7.36400000,0.44950000,0.40660000,36586572.00000000,15444345.11820000,0.41648672,-0.00007061,257172
142,MUBARAKUSDT,MUBARAK,USDT,0.01759000,7.25600000,0.01871000,0.01640000,878519167.00000000,15411414.71873000,0.01759074,0.00005000,247769
143,SOPHUSDT,SOPH,USDT,0.00350700,-5.16500000,0.00458000,0.00346900,3885647724.00000000,15399172.00581900,0.00350753,0.00005000,375006
144,DOSUSDT,DOS,USDT,0.23430000,-5.63800000,0.24940000,0.22340000,64649868.00000000,15180127.38390000,0.23433542,-0.00041454,239568
145,LABUSDT,LAB,USDT,0.08230000,2.61800000,0.08350000,0.07720000,188019157.00000000,15103348.37700000,0.08227885,0.00021518,148978
146,FHEUSDT,FHE,USDT,0.02475000,-7.02500000,0.03421000,0.02354000,523234418.00000000,15044809.68913000,0.02475000,0.00013692,284514
147,ETHU,,ETHU,1907.10000000,1.25100000,1913.39000000,1867.30000000,7860.67000000,14914764.10000000,1907.10000000,0.00003127,12924
148,ONUSDT,ON,USDT,0.33920000,-11.69000000,0.39620000,0.32700000,40238442.00000000,14752673.08661000,0.33900000,0.00005000,335917
149,FARTCOINUSDT,FARTCOIN,USDT,0.14200000,-1.86600000,0.14670000,0.14020000,102795604.90000001,14729498.76750000,0.14200000,0.00005000,105407
150,ETCUSDT,ETC,USDT,6.18200000,-0.08100000,6.23900000,6.02900000,2384218.30000000,14671155.90500000,6.18200000,0.00010000,108738
151,ARBUSDT,ARB,USDT,0.07559000,1.61300000,0.07575000,0.07265000,185280502.00000000,13821672.12369800,0.07558223,0.00003506,178632
152,DOGEUSDC,DOGE,USDC,0.07030000,0.57200000,0.07050000,0.06890000,197019346.00000000,13795372.98810000,0.07030594,0.00010000,44704
153,VIRTUALUSDT,VIRTUAL,USDT,0.57730000,3.55200000,0.59070000,0.54820000,23823212.00000000,13523421.04743000,0.57730000,0.00005000,157471
154,XPLUSDT,XPL,USDT,0.07665000,0.35300000,0.07750000,0.07384000,173229617.00000000,13158218.28833000,0.07665000,0.00003089,213632
155,DIAUSDT,DIA,USDT,0.12820000,4.39700000,0.14850000,0.12210000,94603620.00000000,12951622.65840000,0.12830000,0.00005000,177473
156,BELUSDT,BEL,USDT,0.10816000,-2.73400000,0.12836000,0.10609000,111472625.00000000,12920960.29892000,0.10817000,0.00010000,425790
157,ICPUSDT,ICP,USDT,2.26100000,-0.70300000,2.32300000,2.22200000,5664504.00000000,12862760.70000000,2.26130433,0.00005046,94786
158,VVVUSDT,VVV,USDT,12.67900000,6.63600000,12.86000000,11.64800000,1032960.56000000,12704231.12407000,12.68400000,0.00005000,209869
159,ACUUSDT,ACU,USDT,0.12638000,2.99100000,0.12904000,0.10003000,109504275.00000000,12454767.26097000,0.12638000,0.00005000,548171
160,BMTUSDT,BMT,USDT,0.01630000,9.54300000,0.01674000,0.01454000,799997775.00000000,12441663.49034000,0.01634416,-0.00248394,223964
161,BOMEUSDT,BOME,USDT,0.00078950,-4.86800000,0.00085200,0.00078140,15340382108.00000000,12431191.86617350,0.00078959,0.00005000,275867
162,PROMUSDT,PROM,USDT,2.01100000,-8.00500000,2.22400000,1.92500000,5958860.30000000,12365168.05830000,2.01193333,-0.00043069,158572
163,NILUSDT,NIL,USDT,0.04559000,-1.02000000,0.05195000,0.04486000,257261715.50000000,12337774.94804700,0.04559456,-0.00000919,278617
164,JTOUSDT,JTO,USDT,0.58880000,-0.25400000,0.62030000,0.57500000,20383283.00000000,12194502.11430000,0.58870000,0.00003101,182798
165,AVGOUSDT,AVGO,USDT,396.02000000,-0.06100000,399.81000000,392.93000000,30480.84000000,12092673.45790000,396.02000000,0.00000000,48269
166,DODOXUSDT,DODOX,USDT,0.02120200,0.40300000,0.02333200,0.02105600,531550224.00000000,11880234.50045400,0.02120062,0.00005000,250184
167,POLUSDT,POL,USDT,0.07899000,5.18000000,0.07912000,0.07445000,151053331.00000000,11606534.45968000,0.07904000,0.00000000,119983
168,TSTUSDT,TST,USDT,0.01566000,10.12700000,0.01644000,0.01385000,767082088.00000000,11584728.64416200,0.01566000,0.00005000,146984
169,QUSDT,Q,USDT,0.01982200,-24.25700000,0.02621600,0.01967300,500373101.00000000,11483919.47246400,0.01982105,0.00005000,426542
170,BLESSUSDT,BLESS,USDT,0.00806900,-9.33700000,0.00925300,0.00799400,1278624968.00000000,10988876.04505000,0.00807010,0.00005000,304536
171,INTWUSDT,INTW,USDT,24.91000000,-1.54200000,26.13000000,24.24000000,429443.74000000,10856175.51430000,24.91000000,0.00000000,59321
172,GLWUSDT,GLW,USDT,176.51000000,5.65700000,177.23000000,166.72000000,63092.44000000,10832855.75840000,176.49684990,0.00000000,73306
173,BRUSDT,BR,USDT,0.19044000,3.10200000,0.21455000,0.18256000,55361670.00000000,10807605.61616000,0.19042000,0.00005000,415251
174,SQQQUSDT,SQQQ,USDT,36.39000000,1.08300000,36.45000000,35.36000000,300310.56000000,10773628.23010000,36.38934574,0.00000000,34831
175,BABAUSDT,BABA,USDT,124.09000000,-0.98100000,127.13000000,123.67000000,85977.35000000,10751022.91400000,124.08161801,0.00000000,54333
176,LDOUSDT,LDO,USDT,0.30360000,-1.46100000,0.30860000,0.29770000,34779142.00000000,10559326.18550000,0.30364676,0.00002833,119975
177,ATOMUSDT,ATOM,USDT,1.41200000,-3.88000000,1.47300000,1.40500000,7251416.81000000,10433631.19500000,1.41200000,-0.00000892,75435
178,XAIUSDT,XAI,USDT,0.00697900,-2.73200000,0.00759800,0.00681400,1442118903.00000000,10409713.33263500,0.00697933,-0.00029438,274404
179,ASTERUSDT,ASTER,USDT,0.60150000,-0.06600000,0.60270000,0.59630000,17070945.00000000,10236577.06770000,0.60150000,0.00005000,77232
180,HOODUSDT,HOOD,USDT,96.49000000,0.30100000,97.08000000,94.04000000,104235.93000000,10025473.96250000,96.47387457,0.00000000,47764
181,HEIUSDT,HEI,USDT,0.13411000,0.11900000,0.13618000,0.12790000,75376683.09999999,9964790.18176900,0.13412000,0.00005000,412369
182,WALUSDT,WAL,USDT,0.02086000,-4.74900000,0.02200000,0.02076000,461419668.00000000,9914296.63444000,0.02086500,-0.00051188,144230
183,OUSDT,O,USDT,0.47630000,3.36400000,0.52130000,0.44950000,19397294.00000000,9583551.27470000,0.47630000,0.00005000,153402
184,DOLOUSDT,DOLO,USDT,0.02357000,-4.26500000,0.02506000,0.02231000,407504604.00000000,9564477.55175000,0.02358000,0.00005000,183444
185,ANTHROPICUSDT,ANTHROPIC,USDT,1764.75000000,-0.54700000,1777.50000000,1739.40000000,5255.82000000,9260467.77470000,1763.57909091,0.00005000,37595
