rank,symbol,base,quote,price,change_24h_pct,high_24h,low_24h,volume_24h,quote_volume_24h,markPrice,lastFundingRate,trades_24h
186,TIAUSDT,TIA,USDT,0.30070000,-2.40200000,0.30820000,0.29450000,30350456.00000000,9139722.43400000,0.30075314,-0.00003440,91212
187,BMNRUSDT,BMNR,USDT,18.75000000,3.76300000,19.00000000,17.93000000,487630.47000000,9080706.69420000,18.75000000,0.00000000,32740
188,1000BONKUSDT,1000BONK,USDT,0.00232700,-0.93700000,0.00236500,0.00229100,3893812765.00000000,9066096.73944700,0.00232644,0.00005000,82712
189,WIFUSDT,WIF,USDT,0.13850000,0.72700000,0.13890000,0.13440000,66218406.10000000,9062232.40572000,0.13850000,0.00001352,61153
190,LINKUSDC,LINK,USDC,9.48800000,0.76500000,9.55900000,9.32700000,955699.38000000,9038318.65000000,9.48708916,0.00003710,67044
191,IRENUSDT,IREN,USDT,45.94000000,1.93000000,46.67000000,43.94000000,197212.01000000,8927594.68950000,45.94000000,0.00000065,45088
192,PIXELUSDT,PIXEL,USDT,0.00471400,-1.87300000,0.00506000,0.00463600,1830102950.00000000,8828890.47094500,0.00471400,0.00000025,172163
193,GUNUSDT,GUN,USDT,0.00294400,-1.70300000,0.00359700,0.00293500,2756419388.00000000,8801739.87221500,0.00294535,0.00005000,184678
194,MMTUSDT,MMT,USDT,0.16900000,-5.10900000,0.18140000,0.16770000,49953900.00000000,8781633.08020000,0.16889167,-0.00007863,152751
195,TSMUSDT,TSM,USDT,432.02000000,1.10700000,436.23000000,426.24000000,20220.29000000,8714785.71990000,432.14000000,0.00000000,49877
196,MORPHOUSDT,MORPHO,USDT,2.11600000,5.87400000,2.16580000,1.98230000,4193013.10000000,8714085.34454000,2.11526505,0.00005000,230293
197,RIVERUSDT,RIVER,USDT,2.69400000,-4.73800000,2.85800000,2.67300000,3136936.50000000,8636510.36510000,2.69285000,0.00017821,127496
198,ONEUSDT,ONE,USDT,0.00072590,-1.81300000,0.00075200,0.00070050,11424510944.00000000,8259678.50209360,0.00072580,0.00005000,158442
199,PENDLEUSDT,PENDLE,USDT,1.31780000,2.40100000,1.32530000,1.24790000,6375804.00000000,8199000.53170000,1.31845499,0.00010000,161741
200,SMCIUSDT,SMCI,USDT,37.97000000,-6.24700000,41.14000000,37.78000000,207713.22000000,8181964.52400000,37.97000000,0.00014872,51639
201,DYDXUSDT,DYDX,USDT,0.10110000,-5.95300000,0.10770000,0.09530000,79242591.59999999,7937203.97214000,0.10115753,0.00010000,116511
202,TLMUSDT,TLM,USDT,0.00139600,-12.03500000,0.00160000,0.00130200,5468993228.00000000,7929871.38074700,0.00139800,-0.00107497,137586
203,ZBTUSDT,ZBT,USDT,0.07636000,-9.33300000,0.08433000,0.07612000,99338166.00000000,7876908.52240000,0.07641000,-0.00041944,200135
204,WLDUSDC,WLD,USDC,0.35420000,-2.10100000,0.36950000,0.35130000,21733143.40000000,7816978.94586000,0.35421778,-0.00012433,58569
205,RVNUSDT,RVN,USDT,0.00282900,-0.38700000,0.00318600,0.00280000,2644457190.00000000,7765841.36366400,0.00282945,-0.00047844,143179
206,STBLUSDT,STBL,USDT,0.02681000,5.26100000,0.02801000,0.02541000,287694320.00000000,7698431.62678000,0.02679869,0.00005000,149742
207,HOLOUSDT,HOLO,USDT,0.05496000,-7.75400000,0.06007000,0.05373000,136175775.00000000,7626704.57242000,0.05496500,-0.00076725,203027
208,TAKEUSDT,TAKE,USDT,0.05033000,0.98300000,0.05539000,0.04707000,146876894.00000000,7599070.98482000,0.05029146,0.00008945,170396
209,币安人生USDT,币安人生,USDT,0.47050000,-6.06900000,0.50160000,0.46000000,16017275.00000000,7594994.83477000,0.47044083,0.00005000,85724
210,AMATUSDT,AMAT,USDT,538.80000000,5.57000000,540.85000000,508.83000000,14376.48000000,7541641.35090000,538.80000000,0.00000000,40477
211,EPICUSDT,EPIC,USDT,0.36700000,-1.34400000,0.37600000,0.33830000,21153266.80000000,7504158.32456000,0.36662544,-0.00016684,191845
212,ADAUSDC,ADA,USDC,0.17420000,-1.02300000,0.17890000,0.17220000,42286461.70000000,7416957.23815000,0.17425021,0.00001431,31342
213,TAGUSDT,TAG,USDT,0.00093800,3.76100000,0.00108600,0.00089900,7247799047.00000000,7307290.22525700,0.00093800,0.00005000,119872
214,LUMIAUSDT,LUMIA,USDT,0.08276000,0.48600000,0.09492000,0.08065000,83102914.00000000,7307030.21843700,0.08289156,0.00005000,328791
215,MONUSDT,MON,USDT,0.02082000,-0.47800000,0.02112000,0.01962000,357966351.00000000,7262335.69134000,0.02082000,-0.00026023,69529
216,1000PEPEUSDC,1000PEPE,USDC,0.00259180,-0.48800000,0.00262170,0.00252690,2759744548.00000000,7127901.65495470,0.00259180,-0.00007603,58499
217,AEROUSDT,AERO,USDT,0.41060000,1.03300000,0.41840000,0.40030000,17144829.00000000,7046292.78853000,0.41060000,-0.00014448,84433
218,ORDIUSDT,ORDI,USDT,3.39200000,-0.35300000,3.48500000,3.29300000,2068915.60000000,7023585.15770000,3.39200000,-0.00002346,100187
219,ONTUSDT,ONT,USDT,0.03764000,-3.58600000,0.04069000,0.03751000,176450060.09999999,6882140.29213700,0.03764000,-0.00027314,140412
220,DASHUSDT,DASH,USDT,30.38000000,0.76300000,30.66000000,29.75000000,227436.67600000,6877216.00000000,30.38000000,-0.00005819,72481
221,BTCUSDT_260925,BTCUSDT_26,0925,64641.50000000,1.89000000,64730.70000000,63004.10000000,107.02000000,6840452.20000000,64643.31147101,0.00000000,8681
222,ZKUSDT,ZK,USDT,0.00773300,2.41000000,0.00811800,0.00734200,869886118.00000000,6770722.46379500,0.00773291,0.00005000,140204
223,BASEDUSDT,BASED,USDT,0.07790000,-2.54000000,0.08038000,0.07742000,85264509.00000000,6730627.45591000,0.07802777,0.00005000,156530
224,ZAMAUSDT,ZAMA,USDT,0.04199000,1.05900000,0.04316000,0.04091000,158754576.00000000,6661443.23625000,0.04199882,0.00005000,136832
225,XPTUSDT,XPT,USDT,1778.13000000,1.49700000,1789.48000000,1749.68000000,3759.88500000,6640734.24140000,1777.88557876,0.00000000,32743
226,SEIUSDT,SEI,USDT,0.04006000,0.65300000,0.04029000,0.03907000,167141011.00000000,6629946.35024000,0.04006971,0.00010000,65714
227,AVAAIUSDT,AVAAI,USDT,0.01387900,0.41200000,0.01478400,0.01315900,479646347.00000000,6625963.40841100,0.01387275,0.00012777,321035
228,DUSKUSDT,DUSK,USDT,0.06811000,-5.92500000,0.07303000,0.06644000,95050544.00000000,6603886.99851000,0.06812851,0.00005000,185199
229,POWERUSDT,POWER,USDT,0.08824000,3.38600000,0.09717000,0.08328000,71897185.00000000,6575319.15973000,0.08840223,0.00020721,155698
230,ZEREBROUSDT,ZEREBRO,USDT,0.04076300,-4.39300000,0.04600000,0.04020200,151000884.00000000,6539112.29828800,0.04077881,0.00011474,145728
231,SLXUSDT,SLX,USDT,0.06952000,-2.71500000,0.07158000,0.06840000,92134560.00000000,6463244.53698000,0.06952000,0.00005000,99634
232,PLUMEUSDT,PLUME,USDT,0.01257000,-5.56000000,0.01344000,0.01226000,505475257.00000000,6427059.58728000,0.01257000,-0.00006909,72031
233,JCTUSDT,JCT,USDT,0.00247600,6.67800000,0.00269300,0.00227700,2550301868.00000000,6294965.79246100,0.00247700,0.00012490,169702
234,SANDUSDT,SAND,USDT,0.03939000,-0.85600000,0.04091000,0.03841000,158097220.00000000,6273866.97584000,0.03939000,-0.00005257,95182
235,SUIUSDC,SUI,USDC,0.67680000,0.07400000,0.67970000,0.66600000,9012756.20000000,6075084.82969000,0.67687980,0.00010000,36359
236,HAEDALUSDT,HAEDAL,USDT,0.01644000,-2.77900000,0.01977000,0.01635000,342693241.00000000,6068296.00005000,0.01643500,0.00005000,108494
237,RIFUSDT,RIF,USDT,0.07377000,5.28000000,0.07560000,0.06981000,83698397.00000000,6065852.23470000,0.07379000,-0.00002949,130681
238,SHAZUSDT,SHAZ,USDT,77.02000000,3.77300000,80.78000000,72.44000000,78642.19000000,6039068.79030000,77.02000000,-0.00002284,66201
239,GWEIUSDT,GWEI,USDT,0.02328000,0.04300000,0.02350000,0.02201000,264426757.00000000,5985210.56593000,0.02329542,0.00005000,96239
240,XNYUSDT,XNY,USDT,0.00747300,-0.46600000,0.00784000,0.00696300,796514472.00000000,5955877.86641900,0.00747263,0.00005000,412189
241,RENDERUSDT,RENDER,USDT,1.26700000,0.07900000,1.27900000,1.24100000,4650489.30000000,5881288.24990000,1.26861688,0.00005000,43305
242,ZROUSDT,ZRO,USDT,0.77060000,0.35200000,0.80360000,0.75100000,7529832.80000000,5855250.35562000,0.77056871,0.00004126,143459
243,NOKUSDT,NOK,USDT,10.94000000,2.05200000,11.15000000,10.70000000,534244.32000000,5827618.24520000,10.93501385,0.00000000,19146
244,ALGOUSDT,ALGO,USDT,0.07863000,-0.61900000,0.08002000,0.07719000,73883387.20000000,5816206.03054600,0.07866521,-0.00004839,86922
245,EVAAUSDT,EVAA,USDT,0.81100000,4.51000000,0.83990000,0.77390000,6822928.80000000,5545184.83167000,0.81096555,0.00019962,131442
246,SPORTFUNUSDT,SPORTFUN,USDT,0.02269000,-1.81700000,0.02389000,0.02118000,241580598.00000000,5503048.14316000,0.02269000,0.00040954,152533
247,ZHONGJIUSDT,ZHONGJI,USDT,165.86000000,8.10100000,168.77000000,149.12000000,33809.08000000,5378603.96230000,165.86000000,0.00095318,52770
248,龙虾USDT,龙虾,USDT,0.01989700,-7.05400000,0.02190900,0.01972900,256435528.00000000,5329757.89843800,0.01988944,0.00015334,172498
249,GIGADEVUSDT,GIGADEV,USDT,71.73000000,9.14500000,72.71000000,65.61000000,76474.81000000,5315735.04670000,71.74029406,0.00035603,57659
250,CHZUSDT,CHZ,USDT,0.01218000,-2.87100000,0.01254000,0.01205000,434290836.00000000,5306076.14817000,0.01218000,0.00010000,41676
251,NEARUSDC,NEAR,USDC,1.60900000,0.12400000,1.65300000,1.58100000,3250286.00000000,5284546.73900000,1.60900000,0.00003600,19491
252,COMPUSDT,COMP,USDT,17.36000000,7.16000000,17.60000000,15.99000000,313815.76800000,5280267.61000000,17.36000000,0.00010000,47390
253,ENSOUSDT,ENSO,USDT,0.77740000,-3.85900000,0.82500000,0.77330000,6567973.20000000,5253462.62761000,0.77760120,0.00005000,143286
254,KAITOUSDC,KAITO,USDC,0.34560000,-0.43200000,0.38130000,0.32860000,14873498.70000000,5192222.18312000,0.34560000,-0.00009269,84621
255,MOVRUSDT,MOVR,USDT,0.77200000,-1.90600000,0.80200000,0.75200000,6566183.67000000,5101002.90723000,0.77249854,0.00005000,87866
256,ZESTUSDT,ZEST,USDT,0.14034000,-4.54400000,0.14748000,0.11918000,37399323.00000000,5089327.56409000,0.14034000,0.00005000,118012
257,QCOMUSDT,QCOM,USDT,162.61000000,-1.37100000,168.62000000,161.87000000,30769.54000000,5070954.42020000,162.61000000,0.00000000,31523
258,GALAUSDT,GALA,USDT,0.00163800,-0.90700000,0.00166400,0.00161600,3087545373.00000000,5058272.59197400,0.00163850,-0.00003413,53505
259,XPDUSDT,XPD,USDT,1335.64000000,0.42600000,1352.04000000,1324.30000000,3778.00700000,5047957.24610000,1335.57673942,0.00013543,28752
260,STABLEUSDT,STABLE,USDT,0.03049000,0.99400000,0.03133000,0.02881000,166571087.00000000,4980521.52065200,0.03049633,-0.00094426,119906
261,CCUSDT,CC,USDT,0.09145000,-3.86800000,0.09633000,0.09066000,52226341.00000000,4890325.02056000,0.09146000,-0.00002904,118287
262,ESPORTSUSDT,ESPORTS,USDT,0.01528000,-0.39100000,0.01579000,0.01503000,317623801.00000000,4876863.05761000,0.01524907,0.00048787,77178
263,AVNTUSDT,AVNT,USDT,0.09534000,-5.61300000,0.10277000,0.09486000,49319067.00000000,4871556.56567000,0.09534000,-0.00000099,153173
264,UBUSDT,UB,USDT,0.11397000,-2.08800000,0.12048000,0.11160000,41747169.00000000,4863372.76903000,0.11397000,0.00005000,130418
265,NXPCUSDT,NXPC,USDT,0.20410000,5.97100000,0.21260000,0.19110000,23527690.00000000,4817339.13140000,0.20410000,0.00005000,88990
266,ETHUSD1,ETH,USD1,1908.07000000,1.30200000,1914.48000000,1868.00000000,2536.14200000,4816666.30000000,1908.07487376,0.00008665,47215
267,LAUSDT,LA,USDT,0.05007000,4.61800000,0.05191000,0.04694000,96193686.50000000,4785362.40155700,0.05008190,0.00005000,128046
268,ENSUSDT,ENS,USDT,3.91700000,-2.68300000,4.02600000,3.82900000,1218891.90000000,4771354.49200000,3.91700000,0.00002898,110116
269,BTCUSDT_261225,BTCUSDT_26,1225,65368.30000000,1.91800000,65469.90000000,63715.10000000,71.18600000,4597905.30000000,65367.61878986,0.00000000,4585
270,EIGENUSDT,EIGEN,USDT,0.16930000,-1.34000000,0.17420000,0.16420000,26375412.70000000,4473650.85532000,0.16930000,0.00005000,55725
271,PIEVERSEUSDT,PIEVERSE,USDT,0.87200000,2.81800000,0.90000000,0.84170000,5102053.00000000,4405241.72120000,0.87239727,0.00008992,136518
272,ESPUSDT,ESP,USDT,0.07222000,3.09800000,0.07512000,0.06984000,60105903.00000000,4349161.22803000,0.07222000,0.00005000,133124
273,BIGTIMEUSDT,BIGTIME,USDT,0.00513200,-6.02500000,0.00551700,0.00511100,811636872.00000000,4311757.30856300,0.00513290,0.00005000,110501
274,STXXUSDT,STXX,USDT,993.14000000,2.62100000,1013.29000000,963.00000000,4333.67000000,4308678.50600000,992.97007288,-0.00054973,31160
275,ALABUSDT,ALAB,USDT,326.39000000,1.50500000,355.00000000,319.42000000,12764.06000000,4279120.75340000,326.30285127,0.00000000,42302
276,HK1810USDT,HK1810,USDT,26.05000000,1.44100000,26.29000000,25.62000000,159497.36000000,4150732.07970000,26.05000000,0.00000000,25737
277,AVAXUSDC,AVAX,USDC,6.31500000,-0.55100000,6.39100000,6.26600000,650816.55000000,4115399.62864000,6.31500000,-0.00007090,28566
278,2ZUSDT,2Z,USDT,0.04927000,0.20300000,0.05148000,0.04762000,81823103.00000000,4054839.50863000,0.04927440,0.00000941,114142
279,ENAUSDC,ENA,USDC,0.08330000,-0.32300000,0.08438000,0.08102000,48631372.00000000,4039932.12217000,0.08330000,0.00001024,45033
280,4USDT,4,USDT,0.01134500,4.86200000,0.01177100,0.01052700,358214547.00000000,3990752.24464400,0.01134500,0.00026207,78528
281,AXSUSDT,AXS,USDT,0.85300000,-2.73700000,0.87920000,0.84590000,4588807.00000000,3954544.25210000,0.85300000,0.00002489,81529
282,KOMAUSDT,KOMA,USDT,0.01570100,6.54100000,0.01600000,0.01400100,266542506.00000000,3918302.58817000,0.01569408,0.00033868,131251
283,CAKEUSDT,CAKE,USDT,1.47270000,1.16800000,1.47790000,1.44200000,2669926.00000000,3896675.52510000,1.47270000,0.00005000,104371
284,ARCUSDT,ARC,USDT,0.07466000,4.77100000,0.07769000,0.06873000,52790797.00000000,3886864.75987000,0.07465008,0.00012154,176715
285,FILUSDC,FIL,USDC,0.66890000,-1.73400000,0.68130000,0.65750000,5809832.70000000,3875140.88340000,0.66894314,-0.00013842,28501
286,STRKUSDT,STRK,USDT,0.02312000,-1.44900000,0.02364000,0.02291000,165656050.09999999,3853361.17333200,0.02312000,-0.00001488,57257
287,MUSDT,M,USDT,1.16880000,2.06100000,1.18100000,1.11640000,3372992.00000000,3842256.70650000,1.16905251,0.00010222,210738
288,GRAMUSDT,GRAM,USDT,1.32600000,-1.41300000,1.34700000,1.31900000,2851796.00000000,3798084.70870000,1.32620917,0.00005000,30217
289,SKYUSDT,SKY,USDT,0.05337000,0.60300000,0.05402000,0.05196000,71623590.00000000,3790339.59664000,0.05337089,0.00005000,65325
290,BASUSDT,BAS,USDT,0.02642000,4.17200000,0.02794500,0.02487200,143002617.00000000,3766901.31068500,0.02641185,0.00005000,97119
291,CSOPSKHYNIX2LUSDT,CSOPSKHYNIX2L,USDT,5.26500000,9.43700000,5.32000000,4.74400000,735927.61000000,3764750.29969000,5.26500000,0.00055419,59409
292,USARUSDT,USAR,USDT,19.01000000,-5.89100000,20.51000000,18.84000000,191477.33000000,3754611.78680000,19.01252709,0.00000000,20130
293,TOWNSUSDT,TOWNS,USDT,0.00229700,-1.96300000,0.00245400,0.00224900,1596768743.00000000,3721553.26851300,0.00229394,0.00005000,62803
294,ONDSUSDT,ONDS,USDT,9.00000000,-3.84600000,9.39000000,8.54000000,407855.03000000,3716997.43150000,9.00000000,0.00000000,18790
295,SYRUPUSDT,SYRUP,USDT,0.16610000,1.85800000,0.17191000,0.15979000,22438920.00000000,3707433.95996000,0.16610000,0.00005000,126116
296,USELESSUSDT,USELESS,USDT,0.04080000,-1.13900000,0.04249000,0.03966000,89624047.00000000,3678411.75077000,0.04081500,0.00005000,109874
297,BULLAUSDT,BULLA,USDT,0.01779300,0.32700000,0.01876800,0.01727600,205372154.00000000,3669999.82830400,0.01778800,0.00028958,87206
298,REDUSDT,RED,USDT,0.08630000,-0.80500000,0.08720000,0.08220000,42767560.00000000,3623028.47330000,0.08630000,0.00005000,54635
299,BLUAIUSDT,BLUAI,USDT,0.01279500,0.98700000,0.01349200,0.01249000,278052503.00000000,3611907.43481300,0.01279300,0.00032672,183732
300,JUPUSDT,JUP,USDT,0.16800000,-0.29700000,0.17050000,0.16470000,21456397.00000000,3610903.04820000,0.16803805,-0.00001616,42378
301,BARDUSDT,BARD,USDT,0.10390000,-2.62400000,0.11090000,0.10370000,33479455.00000000,3567404.43260000,0.10395558,-0.00011786,58387
302,1000LUNCUSDT,1000LUNC,USDT,0.04769000,-0.31400000,0.04844000,0.04703000,73996332.00000000,3533302.41122000,0.04769000,0.00010000,63101
303,UNIUSDC,UNI,USDC,3.29200000,-0.24200000,3.31300000,3.23000000,1069002.00000000,3503883.30100000,3.29309529,0.00001483,20006
304,0GUSDT,0G,USDT,0.15500000,-2.02300000,0.16000000,0.15240000,22124485.00000000,3459570.35150000,0.15504749,-0.00002046,34232
305,JASMYUSDT,JASMY,USDT,0.00374600,-3.25400000,0.00388500,0.00367100,922207005.00000000,3454193.05408400,0.00374600,-0.00014144,66449
306,CFXUSDT,CFX,USDT,0.04258000,1.47800000,0.04318000,0.04100000,77591200.00000000,3298565.09757000,0.04258000,-0.00004395,90632
307,PEOPLEUSDT,PEOPLE,USDT,0.00717300,-2.34200000,0.00748900,0.00714300,447068416.00000000,3264367.28194500,0.00717770,0.00010000,96089
308,STORJUSDT,STORJ,USDT,0.04251000,0.78200000,0.04357000,0.04016000,78200308.00000000,3247263.93553000,0.04250177,-0.00023519,79468
309,ZENUSDT,ZEN,USDT,3.99200000,-0.02500000,4.09300000,3.95000000,805853.00000000,3229736.20200000,3.99200000,-0.00004755,50251
310,BILLUSDT,BILL,USDT,0.02012000,-2.09200000,0.02067000,0.01956000,159792111.00000000,3220883.99820000,0.02012218,0.00005000,43722
311,IBMUSDT,IBM,USDT,228.57000000,-2.76100000,235.52000000,228.31000000,13860.26000000,3219525.80680000,228.55683787,0.00000000,21250
312,BSPUSDT,BSP,USDT,37.96000000,-0.70600000,40.42000000,37.35000000,82447.91000000,3215543.72010000,37.96555980,0.00042153,33892
313,AAVEUSDC,AAVE,USDC,87.74000000,1.23500000,88.34000000,85.13000000,37102.60000000,3214848.40800000,87.74321674,-0.00014538,20875
314,MEGAUSDT,MEGA,USDT,0.03179000,-1.36500000,0.03239000,0.03095000,100930140.00000000,3188521.19991000,0.03179000,0.00005000,47012
315,CROSSUSDT,CROSS,USDT,0.09907000,3.88000000,0.10350000,0.09406000,32179032.00000000,3169353.74272000,0.09900724,0.00005000,115367
316,API3USDT,API3,USDT,0.19300000,0.62600000,0.20280000,0.19110000,15927126.70000000,3115166.17180000,0.19300000,0.00003333,54583
317,GUSDT,G,USDT,0.00386200,6.09900000,0.00398000,0.00362400,812556745.00000000,3109114.09532800,0.00386200,0.00005000,72645
318,NOMUSDT,NOM,USDT,0.00163700,-0.24400000,0.00174400,0.00160700,1857774456.00000000,3108838.33129000,0.00163734,0.00005000,48646
319,1000RATSUSDT,1000RATS,USDT,0.04152000,1.94000000,0.04299000,0.03989000,75122735.00000000,3108662.85563000,0.04152000,0.00007096,82621
320,MAGMAUSDT,MAGMA,USDT,0.16043000,-2.65800000,0.16769000,0.15322000,19304063.00000000,3064535.98538000,0.16043000,0.00005000,78173
321,MOVEUSDT,MOVE,USDT,0.00620900,-3.39200000,0.00648000,0.00614200,485778489.00000000,3052730.61644100,0.00620900,-0.00007763,83735
322,COOKIEUSDT,COOKIE,USDT,0.01116500,-0.58800000,0.01173400,0.01086500,268038339.00000000,3032959.38398800,0.01116431,-0.00000590,136985
323,JSTUSDT,JST,USDT,0.10858000,0.49100000,0.10999000,0.10704000,27900583.00000000,3029633.84589000,0.10858000,-0.00001130,61505
324,PARTIUSDT,PARTI,USDT,0.02332000,0.82100000,0.02388000,0.02261000,128395042.00000000,2985115.56399000,0.02331739,0.00005000,45124
325,SYNUSDT,SYN,USDT,0.10390000,-0.57400000,0.10670000,0.10270000,28412041.00000000,2974661.05330000,0.10400000,0.00000449,57991
326,PTBUSDT,PTB,USDT,0.00085580,-8.65600000,0.00093760,0.00083520,3319188178.00000000,2959975.19102330,0.00085580,0.00005000,68048
327,BERAUSDT,BERA,USDT,0.15080000,3.00500000,0.15130000,0.14300000,20048261.00000000,2952095.20853000,0.15071704,0.00005000,36502
328,BROCCOLI714USDT,BROCCOLI714,USDT,0.01608000,1.38700000,0.01685000,0.01528000,184238470.00000000,2949500.96566000,0.01608000,0.00005000,50663
329,BTRUSDT,BTR,USDT,0.02951000,-3.21400000,0.03225000,0.02890000,96764148.00000000,2943769.48209000,0.02946380,0.00005000,75699
330,ASTSUSDT,ASTS,USDT,71.94000000,-0.88200000,74.68000000,70.22000000,40248.49000000,2907047.91890000,71.94000000,0.00000000,24107
331,BBUSDT,BB,USDT,0.01118000,-2.10200000,0.01149000,0.01070000,260302472.00000000,2884070.20897000,0.01118000,0.00005000,83579
332,AWEUSDT,AWE,USDT,0.05887000,-9.22100000,0.06607000,0.05640000,46665927.00000000,2839398.85144000,0.05887000,0.00005000,94868
333,PYTHUSDT,PYTH,USDT,0.03885000,-1.44600000,0.03946000,0.03814000,72495182.00000000,2818623.05883000,0.03885476,0.00004532,50895
334,ARXUSDT,ARX,USDT,0.10750000,-2.71500000,0.11520000,0.10470000,25577250.00000000,2808122.81780000,0.10756470,0.00005000,38370
335,BABYUSDT,BABY,USDT,0.00990000,0.61000000,0.01009000,0.00953000,281748386.00000000,2751153.72463000,0.00989495,0.00005000,58754
336,QNTUSDT,QNT,USDT,57.10000000,0.10500000,57.74000000,55.36000000,48600.90000000,2740852.13200000,57.10000000,-0.00002840,52289
337,PNUTUSDT,PNUT,USDT,0.04094000,0.63900000,0.04205000,0.03994000,66624934.00000000,2740256.13584000,0.04094000,0.00005000,47897
338,ETHUSDT_260925,ETHUSDT_26,0925,1913.92000000,1.27800000,1921.63000000,1874.20000000,1434.62600000,2733718.72000000,1913.54730620,0.00000000,11328
339,FLOWUSDT,FLOW,USDT,0.02771000,-7.54100000,0.03010000,0.02721000,96565160.00000000,2726797.38784500,0.02771561,0.00005000,45331
340,SAGAUSDT,SAGA,USDT,0.01324000,1.06900000,0.01352000,0.01284000,201971097.09999999,2674662.55633400,0.01324492,0.00005000,44278
341,KITEUSDT,KITE,USDT,0.09275000,-1.75800000,0.09602000,0.09191000,28506024.00000000,2672931.58588000,0.09275739,0.00005000,78968
342,GRASSUSDT,GRASS,USDT,0.32200000,-2.33500000,0.33010000,0.31010000,8321700.10000000,2660197.63975000,0.32206917,0.00005000,43306
343,ERAUSDT,ERA,USDT,0.05980000,-0.81300000,0.06186000,0.05918000,43998490.00000000,2654217.73233000,0.05981131,0.00005000,85643
344,LIGHTUSDT,LIGHT,USDT,0.17370000,-5.44400000,0.18860000,0.17010000,14679498.00000000,2634726.50590000,0.17370000,0.00015179,55348
345,KAIAUSDT,KAIA,USDT,0.02324000,-4.12500000,0.02430000,0.02320000,110263954.00000000,2605842.51458000,0.02324500,-0.00013969,36191
346,SAHARAUSDT,SAHARA,USDT,0.00751200,-1.50800000,0.00769000,0.00738900,342889605.00000000,2572625.33520400,0.00751530,0.00005000,70627
347,SOONUSDT,SOON,USDT,0.19810000,2.74900000,0.20520000,0.18700000,12886551.00000000,2554321.28280000,0.19808391,0.00005000,50427
348,BTCDOMUSDT,BTCDOM,USDT,5506.50000000,1.20900000,5506.90000000,5430.40000000,465.18800000,2543834.40000000,5506.50000000,0.00010000,18948
349,LTCUSDC,LTC,USDC,44.50000000,0.13500000,44.55000000,43.75000000,57079.91800000,2521749.98000000,44.50446006,0.00010000,12963
350,BANANAS31USDT,BANANAS31,USDT,0.00852200,-3.52100000,0.00905300,0.00847200,287251353.00000000,2509027.82758500,0.00852200,0.00005000,84450
351,MEMEUSDT,MEME,USDT,0.00046030,-3.19700000,0.00047590,0.00045570,5345562324.00000000,2482507.85262580,0.00046036,0.00005000,52834
352,OPGUSDT,OPG,USDT,0.09680000,-0.10300000,0.09950000,0.09460000,25283835.00000000,2452367.64620000,0.09684319,0.00005000,32970
353,NEIROUSDT,NEIRO,USDT,0.00006384,-1.72400000,0.00006496,0.00006269,38254616849.00000000,2444817.08479534,0.00006384,0.00002104,50104
354,APEUSDT,APE,USDT,0.12430000,0.32300000,0.12660000,0.12150000,19286149.00000000,2401075.80010000,0.12435000,0.00010000,43906
355,INXUSDT,INX,USDT,0.00806800,-1.01800000,0.00844500,0.00785000,293317540.00000000,2400823.12786800,0.00806800,0.00005000,60751
356,ARPAUSDT,ARPA,USDT,0.00865200,0.58100000,0.00906700,0.00858300,274241383.00000000,2399801.98704500,0.00865247,0.00010000,45860
357,CRDOUSDT,CRDO,USDT,285.67000000,8.52100000,285.85000000,261.53000000,8757.17000000,2398773.10610000,285.67000000,0.00000000,32115
358,SPXUSDT,SPX,USDT,0.31790000,-2.24500000,0.32690000,0.31180000,7462299.00000000,2382148.96670000,0.31790000,0.00005000,29782
359,ASMLUSDT,ASML,USDT,1888.00000000,2.34700000,1893.00000000,1843.77000000,1270.10000000,2379024.19380000,1888.35130885,0.00000000,10849
360,OPENUSDT,OPEN,USDT,0.16530000,-3.95100000,0.17290000,0.16350000,14117814.00000000,2375297.79300000,0.16535984,0.00005000,51985
361,RONINUSDT,RONIN,USDT,0.04841000,-0.10300000,0.04993000,0.04764000,48744731.60000000,2372309.03583500,0.04842175,0.00003853,74569
362,BCHUSDC,BCH,USDC,204.70000000,0.34800000,205.65000000,201.58000000,11597.40600000,2368628.40000000,204.71157562,-0.00000333,17926
363,FIGHTUSDT,FIGHT,USDT,0.00387600,-11.24300000,0.00443800,0.00382600,570290084.00000000,2355699.70904200,0.00387600,0.00005000,66642
364,GRTUSDT,GRT,USDT,0.01339000,-0.52000000,0.01357000,0.01312000,173214179.00000000,2314232.51511000,0.01339000,-0.00003096,26837
365,BIOUSDT,BIO,USDT,0.02451000,-0.36600000,0.02494000,0.02393000,94476193.00000000,2312192.51397000,0.02451000,0.00005000,42046
366,HUMAUSDT,HUMA,USDT,0.02040400,-0.75900000,0.02080000,0.02006100,111933019.00000000,2295509.45737000,0.02040640,0.00005000,110728
367,BOTUSDT,BOT,USDT,32.90000000,2.90900000,34.14000000,31.22000000,70845.84000000,2285827.87950000,32.90000000,0.00018514,50453
368,SQDUSDT,SQD,USDT,0.03919000,-10.99300000,0.04490000,0.03891000,54273645.00000000,2277524.92573000,0.03918000,0.00005000,71470
369,AIAUSDT,AIA,USDT,0.06824000,-1.75600000,0.07076000,0.06501000,33258416.00000000,2276771.45187000,0.06824000,0.00005000,79392
