time,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,funding_rate,mark_price,oi_sumOpenInterest,oi_sumOpenInterestValue,oi_CMCCirculatingSupply,glsr_longAccount,glsr_longShortRatio,glsr_shortAccount,tlsr_acct_longAccount,tlsr_acct_longShortRatio,tlsr_acct_shortAccount,tlsr_pos_longAccount,tlsr_pos_longShortRatio,tlsr_pos_shortAccount,taker_buySellRatio,taker_sellVol,taker_buyVol,fng_value,fng_classification,dxy,sp500,nasdaq,gold,us10y,vix
2026-06-21 05:00:00,64276.12000000,64365.43000000,64225.60000000,64256.55000000,166.55047000,10705100.22525790,44167,79.38338000,5102849.87607380,0.00000778,64275.97479710,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 06:00:00,64256.56000000,64323.99000000,64200.00000000,64303.46000000,142.55901000,9162049.21668080,33110,80.09574000,5148029.90696080,0.00000778,64275.97479710,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 07:00:00,64303.47000000,64303.47000000,64173.08000000,64191.07000000,302.97907000,19458367.93452150,38924,102.70537000,6595289.80335060,0.00000778,64275.97479710,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 08:00:00,64191.06000000,64228.00000000,63900.17000000,64014.00000000,328.07237000,21010754.76760720,62260,131.75639000,8439736.71757560,0.00003034,64171.31875000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 09:00:00,64014.00000000,64246.00000000,63961.28000000,64209.16000000,221.03822000,14166363.32615650,50891,109.10319000,6995084.49374020,0.00003034,64171.31875000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 10:00:00,64209.16000000,64408.00000000,64204.00000000,64365.99000000,286.23088000,18411262.73873760,56345,163.21432000,10497574.16936240,0.00003034,64171.31875000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 11:00:00,64366.00000000,64483.95000000,64112.01000000,64176.00000000,438.27788000,28177934.57805440,109353,222.30328000,14296671.11746900,0.00003034,64171.31875000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 12:00:00,64176.00000000,64235.13000000,63952.00000000,64200.00000000,359.32606000,23020290.63176620,83105,186.63152000,11956731.64957090,0.00003034,64171.31875000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 13:00:00,64200.00000000,64200.00000000,64020.01000000,64146.00000000,161.65202000,10364927.24418360,53393,83.22186000,5336766.39768670,0.00003034,64171.31875000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 14:00:00,64146.00000000,64154.00000000,64004.00000000,64145.97000000,189.32902000,12129348.33900610,54464,81.81992000,5242252.63832080,0.00003034,64171.31875000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 15:00:00,64145.97000000,64355.88000000,64120.00000000,64224.00000000,390.79222000,25113334.39244540,70360,223.48845000,14361402.35044540,0.00003034,64171.31875000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 16:00:00,64224.00000000,64254.38000000,64046.00000000,64145.31000000,236.79134000,15191891.15170060,74742,111.33051000,7142286.36815280,0.00004189,64200.30000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 17:00:00,64145.32000000,64221.44000000,64080.00000000,64151.46000000,205.04149000,13154792.19214500,44315,102.88340000,6599857.43294490,0.00004189,64200.30000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 18:00:00,64151.47000000,64240.00000000,63933.47000000,64213.81000000,270.92869000,17371302.88758560,83745,151.49493000,9715930.93651330,0.00004189,64200.30000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 19:00:00,64213.82000000,64298.84000000,64168.73000000,64207.12000000,189.28721000,12155827.20571240,47493,99.03400000,6359693.00867260,0.00004189,64200.30000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 20:00:00,64207.13000000,64271.21000000,63700.00000000,63848.00000000,420.72845000,26883641.10212370,86417,153.09069000,9783809.55195380,0.00004189,64200.30000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 21:00:00,63848.00000000,63969.59000000,63510.00000000,63808.01000000,752.88497000,47984945.36352610,157591,357.87894000,22812015.20822040,0.00004189,64200.30000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 22:00:00,63808.00000000,63864.00000000,63575.04000000,63801.59000000,437.50041000,27867595.41753950,144112,204.15164000,13003529.93042720,0.00004189,64200.30000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 23:00:00,63801.60000000,63801.60000000,63270.00000000,63311.99000000,604.75792000,38398349.98216880,189529,258.32015000,16396103.31303750,0.00004189,64200.30000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-22 00:00:00,63312.00000000,64094.00000000,63312.00000000,63896.01000000,709.82748000,45235372.69870090,193115,458.90520000,29244707.66169480,0.00006572,63287.10000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 01:00:00,63896.00000000,64823.52000000,63850.80000000,64606.00000000,1331.90666000,85861106.49432870,281614,759.23218000,48941027.66662690,0.00006572,63287.10000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 02:00:00,64606.00000000,64663.99000000,64250.00000000,64257.99000000,370.38632000,23886311.46883970,118103,138.59470000,8940186.37207150,0.00006572,63287.10000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 03:00:00,64258.00000000,64459.44000000,63894.98000000,63974.01000000,796.48727000,51102437.16955500,177126,346.48362000,22241729.42238940,0.00006572,63287.10000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 04:00:00,63974.01000000,64116.44000000,63868.41000000,64100.02000000,327.45142000,20950323.10706710,108093,151.85693000,9717009.49364710,0.00006572,63287.10000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 05:00:00,64100.01000000,64344.17000000,64088.64000000,64247.74000000,1091.63692000,70134349.37610170,90148,624.88716000,40140915.78981870,0.00006572,63287.10000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 06:00:00,64247.74000000,64326.00000000,63946.00000000,63989.95000000,416.90070000,26715790.22398460,83718,168.71524000,10813070.59910400,0.00006572,63287.10000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 07:00:00,63989.96000000,64397.57000000,63968.23000000,64211.19000000,352.41080000,22634570.09804600,102279,180.83173000,11614438.25168380,0.00006572,63287.10000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 08:00:00,64211.20000000,64350.58000000,64044.00000000,64165.99000000,368.11506000,23635362.32247330,98857,167.63190000,10763786.36290260,0.00001514,64188.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 09:00:00,64166.00000000,64256.20000000,64052.17000000,64145.39000000,200.06309000,12832924.24322380,81031,105.20417000,6748140.33482130,0.00001514,64188.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 10:00:00,64145.40000000,64272.00000000,64065.18000000,64139.21000000,240.08620000,15405322.41429750,68334,118.75899000,7620846.71294820,0.00001514,64188.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 11:00:00,64139.21000000,64768.46000000,64097.08000000,64657.22000000,1063.60877000,68587022.49686540,197181,599.16660000,38637128.86843910,0.00001514,64188.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 12:00:00,64657.22000000,65222.45000000,64579.08000000,65149.57000000,1156.05989000,75065076.64336210,216079,652.52071000,42369987.73773070,0.00001514,64188.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 13:00:00,65149.58000000,65589.76000000,64945.53000000,65578.00000000,1368.64481000,89332310.33782390,291784,756.43973000,49377344.14797390,0.00001514,64188.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 14:00:00,65577.99000000,65622.83000000,64835.00000000,64980.39000000,1096.28772000,71390228.48672960,264085,530.10706000,34522172.11657830,0.00001514,64188.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 15:00:00,64980.39000000,65146.00000000,64757.11000000,64836.95000000,593.12998000,38550944.19075430,171125,292.31369000,19001912.91436950,0.00001514,64188.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 16:00:00,64836.95000000,64862.00000000,64519.00000000,64719.77000000,680.43904000,44014493.64532550,172437,293.68195000,18999411.76002430,0.00004813,64808.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 17:00:00,64719.77000000,64769.98000000,64388.16000000,64602.00000000,523.74444000,33804825.46376520,128027,190.52768000,12299599.04355270,0.00004813,64808.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 18:00:00,64602.00000000,64730.15000000,64311.00000000,64334.01000000,548.78709000,35423274.21216220,119770,168.48441000,10879859.47359980,0.00004813,64808.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 19:00:00,64334.01000000,64499.28000000,64276.00000000,64472.00000000,579.92511000,37335087.80423520,132093,201.84954000,12996108.60812420,0.00004813,64808.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 20:00:00,64472.51000000,64659.43000000,64356.95000000,64433.80000000,399.51938000,25773074.62027850,76929,169.33483000,10924722.10236140,0.00004813,64808.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 21:00:00,64433.80000000,64480.00000000,64134.39000000,64320.57000000,263.43420000,16935381.79625300,74523,108.37076000,6967646.86801940,0.00004813,64808.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 22:00:00,64320.57000000,64396.45000000,63804.59000000,63971.12000000,510.07647000,32658462.76550410,172831,252.99529000,16198046.05999920,0.00004813,64808.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-22 23:00:00,63971.13000000,64053.33000000,63877.61000000,64020.01000000,434.17969000,27770505.07666860,102055,240.63878000,15394896.37405920,0.00004813,64808.00000000,,,,,,,,,,,,,,,,20.00000000,Extreme Fear,101.01999664,7472.79003906,26166.59960938,4181.89990234,4.50899982,17.28000069
2026-06-23 00:00:00,64020.01000000,64162.02000000,63828.93000000,64154.99000000,679.20038000,43474284.57251610,118491,431.17171000,27600283.49234220,0.00004041,63990.41186957,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,101.41000366,7365.45996094,25587.03906250,4129.89990234,4.49300003,19.48999977
