time,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,funding_rate,mark_price,oi_sumOpenInterest,oi_sumOpenInterestValue,oi_CMCCirculatingSupply,glsr_longAccount,glsr_longShortRatio,glsr_shortAccount,tlsr_acct_longAccount,tlsr_acct_longShortRatio,tlsr_acct_shortAccount,tlsr_pos_longAccount,tlsr_pos_longShortRatio,tlsr_pos_shortAccount,taker_buySellRatio,taker_sellVol,taker_buyVol,fng_value,fng_classification,dxy,sp500,nasdaq,gold,us10y,vix
2026-06-18 15:00:00,63816.61000000,63825.99000000,62293.76000000,62369.44000000,2793.66043000,176099274.85994380,475039,1166.82239000,73570746.81656900,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 16:00:00,62369.43000000,62814.00000000,62349.42000000,62688.00000000,1271.71361000,79655196.57267310,263533,692.76492000,43387029.82480570,0.00000872,62339.40000000,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 17:00:00,62688.00000000,62750.00000000,62272.07000000,62606.00000000,1003.68212000,62761769.55821430,198226,496.04043000,31022876.25362470,0.00000872,62339.40000000,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 18:00:00,62606.00000000,62959.75000000,62580.01000000,62708.92000000,727.06223000,45630435.93191680,179488,370.99795000,23282653.07114700,0.00000872,62339.40000000,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 19:00:00,62708.93000000,63008.33000000,62636.00000000,62950.79000000,577.63764000,36313040.85357520,139167,314.76772000,19789201.38923420,0.00000872,62339.40000000,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 20:00:00,62950.79000000,63274.19000000,62950.79000000,63086.00000000,684.93429000,43236575.64316310,136414,362.93592000,22910353.62680780,0.00000872,62339.40000000,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 21:00:00,63086.00000000,63121.81000000,62870.39000000,62971.32000000,466.34172000,29374643.28600560,90438,215.93748000,13601825.75154660,0.00000872,62339.40000000,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 22:00:00,62971.32000000,62990.00000000,62742.00000000,62885.85000000,290.36064000,18250197.99891770,66089,157.26762000,9886495.06536150,0.00000872,62339.40000000,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 23:00:00,62885.84000000,62985.12000000,62756.60000000,62958.01000000,507.48754000,31911824.65552310,83139,267.21770000,16801847.46308820,0.00000872,62339.40000000,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19 00:00:00,62958.01000000,63086.00000000,62840.00000000,63020.00000000,786.22825000,49519737.29162320,88062,360.75437000,22720438.43479510,0.00006039,62924.10000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 01:00:00,63020.00000000,63100.00000000,62852.01000000,63021.86000000,542.43308000,34164445.19475680,94953,295.06201000,18583559.00608920,0.00006039,62924.10000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 02:00:00,63021.86000000,63110.29000000,62893.71000000,63006.00000000,304.81800000,19202686.35147400,70828,155.16692000,9775188.66179260,0.00006039,62924.10000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 03:00:00,63006.01000000,63029.64000000,62386.90000000,62773.51000000,835.44020000,52360713.91958570,142753,299.52384000,18775257.29329390,0.00006039,62924.10000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 04:00:00,62773.52000000,62916.66000000,62409.55000000,62452.01000000,390.96231000,24492367.83904170,118665,185.26454000,11608870.04047260,0.00006039,62924.10000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 05:00:00,62452.01000000,62744.92000000,62452.00000000,62739.20000000,361.83315000,22661555.41013110,92897,188.19809000,11785622.70039590,0.00006039,62924.10000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 06:00:00,62739.20000000,62914.73000000,62728.00000000,62894.08000000,252.94439000,15886968.35519390,75455,154.32046000,9692271.02687440,0.00006039,62924.10000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 07:00:00,62894.09000000,62917.32000000,62504.27000000,62629.99000000,636.21109000,39848657.95345720,116470,367.30516000,23000655.59785880,0.00006039,62924.10000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 08:00:00,62630.00000000,62782.00000000,62533.33000000,62603.99000000,431.84041000,27052055.75285880,83540,251.00592000,15724656.95147300,0.00001984,62593.69056522,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 09:00:00,62604.00000000,62654.00000000,62316.44000000,62390.00000000,921.67320000,57538548.86810380,130175,454.25338000,28355966.30263700,0.00001984,62593.69056522,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 10:00:00,62390.01000000,62587.27000000,62383.76000000,62533.25000000,761.99981000,47613535.83178210,119390,311.74386000,19478408.99509890,0.00001984,62593.69056522,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 11:00:00,62533.24000000,62684.00000000,62452.52000000,62626.00000000,1001.15104000,62664706.56262010,90447,377.83978000,23646297.93393250,0.00001984,62593.69056522,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 12:00:00,62626.00000000,62872.99000000,62353.00000000,62830.01000000,630.52118000,39470878.62628920,131646,339.30624000,21242265.87126720,0.00001984,62593.69056522,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 13:00:00,62830.01000000,63415.00000000,62666.00000000,63210.00000000,1078.35943000,68006863.16176620,192948,638.52047000,40259263.33348730,0.00001984,62593.69056522,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 14:00:00,63210.00000000,63419.27000000,63010.00000000,63203.53000000,665.42698000,42063454.53415050,197338,251.87631000,15925848.43987550,0.00001984,62593.69056522,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 15:00:00,63203.54000000,63283.86000000,63019.26000000,63214.01000000,527.20600000,33303084.76715760,156194,214.00391000,13518846.33859450,0.00001984,62593.69056522,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 16:00:00,63214.01000000,63387.80000000,62918.98000000,62971.99000000,1021.41110000,64580449.15375650,164858,381.22434000,24119176.52908970,0.00002823,63193.00000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 17:00:00,62972.00000000,63263.49000000,62866.99000000,63198.01000000,840.75861000,53035002.04118690,155816,504.38824000,31829524.77853250,0.00002823,63193.00000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 18:00:00,63198.00000000,63201.95000000,62991.37000000,63110.01000000,341.96414000,21580970.26781260,90956,141.80430000,8949744.50701770,0.00002823,63193.00000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 19:00:00,63110.01000000,63140.00000000,62942.00000000,63021.60000000,283.46164000,17868914.86551930,73876,91.02112000,5737579.79066250,0.00002823,63193.00000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 20:00:00,63021.60000000,63274.00000000,62958.59000000,63250.01000000,217.92541000,13751344.79033290,69458,91.96372000,5803766.51924690,0.00002823,63193.00000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 21:00:00,63250.01000000,63275.64000000,63060.00000000,63075.98000000,181.69443000,11476268.31801560,63376,75.15176000,4746615.06299140,0.00002823,63193.00000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 22:00:00,63075.99000000,63369.48000000,63048.00000000,63315.28000000,541.93138000,34264142.03736090,65858,234.68426000,14836207.64625540,0.00002823,63193.00000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-19 23:00:00,63315.29000000,63666.00000000,63276.00000000,63543.91000000,689.22877000,43695600.88134080,85959,344.82664000,21865496.51216220,0.00002823,63193.00000000,,,,,,,,,,,,,,,,14.00000000,Extreme Fear,,,,,,
2026-06-20 00:00:00,63543.90000000,63777.00000000,63470.00000000,63530.01000000,640.14667000,40707663.09226200,121182,317.59835000,20195737.21542660,0.00005814,63512.60000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 01:00:00,63530.01000000,63616.23000000,63404.00000000,63586.28000000,348.64849000,22138186.57897600,71942,199.39951000,12660588.89063660,0.00005814,63512.60000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 02:00:00,63586.27000000,63586.27000000,63336.01000000,63340.57000000,358.87789000,22758448.11305130,68463,110.26002000,6991323.28000490,0.00005814,63512.60000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 03:00:00,63340.58000000,63510.00000000,63320.14000000,63476.79000000,268.88477000,17054693.95156500,51020,151.48828000,9610024.84299860,0.00005814,63512.60000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 04:00:00,63476.79000000,63613.59000000,63402.00000000,63583.53000000,228.62975000,14521572.99295720,49082,107.18415000,6809908.71587670,0.00005814,63512.60000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 05:00:00,63583.53000000,63907.07000000,63543.46000000,63678.07000000,477.24749000,30413530.51342480,100201,282.38244000,17996058.27424750,0.00005814,63512.60000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 06:00:00,63678.07000000,63761.99000000,63640.36000000,63744.61000000,191.88822000,12224549.87662100,48178,103.16725000,6572874.28984940,0.00005814,63512.60000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 07:00:00,63744.61000000,63800.00000000,63594.37000000,63655.21000000,448.48290000,28584017.42184220,70422,211.54052000,13482310.75724320,0.00005814,63512.60000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 08:00:00,63655.21000000,63664.39000000,63392.41000000,63417.97000000,547.04803000,34736903.25217500,70209,204.53999000,12987933.11243510,0.00002633,63624.90000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 09:00:00,63417.98000000,63787.74000000,63417.98000000,63741.16000000,349.02093000,22194344.73630520,69048,211.91805000,13475790.51534620,0.00002633,63624.90000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 10:00:00,63741.16000000,63777.50000000,63592.44000000,63674.70000000,270.16920000,17206848.83845430,47278,98.42687000,6269133.22060190,0.00002633,63624.90000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 11:00:00,63674.71000000,63798.76000000,63620.74000000,63688.00000000,315.13807000,20069649.98674600,43646,167.47349000,10665382.06889000,0.00002633,63624.90000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 12:00:00,63688.00000000,63785.76000000,63537.99000000,63655.09000000,292.10361000,18602225.55736760,54586,158.75926000,10110181.33159750,0.00002633,63624.90000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 13:00:00,63655.10000000,63655.10000000,63278.00000000,63397.78000000,412.69589000,26175619.31350370,91173,187.36932000,11883007.64406410,0.00002633,63624.90000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 14:00:00,63397.77000000,64150.00000000,63184.21000000,63949.90000000,1101.98952000,70157672.52163330,196432,587.86079000,37470903.45635070,0.00002633,63624.90000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 15:00:00,63949.90000000,64388.00000000,63836.00000000,64160.04000000,916.57166000,58777200.86059390,198394,510.97972000,32763542.05492720,0.00002633,63624.90000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 16:00:00,64160.04000000,64167.26000000,63902.58000000,64034.31000000,403.42996000,25825331.24582410,124149,192.94529000,12351527.52364170,0.00003985,64129.20000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 17:00:00,64034.31000000,64041.07000000,63730.21000000,63834.70000000,482.18112000,30803826.48043450,127375,168.91037000,10793139.45311510,0.00003985,64129.20000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 18:00:00,63834.70000000,63928.40000000,63788.00000000,63805.89000000,119.99479000,7661305.13420180,48309,66.93977000,4274123.45217140,0.00003985,64129.20000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 19:00:00,63805.90000000,63968.00000000,63798.00000000,63936.00000000,173.41555000,11080948.50453580,54582,111.02592000,7094222.42073250,0.00003985,64129.20000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 20:00:00,63935.99000000,63981.09000000,63853.31000000,63925.99000000,210.00109000,13424167.57698160,43754,56.89124000,3636589.16847300,0.00003985,64129.20000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 21:00:00,63926.00000000,64092.91000000,63918.29000000,64012.40000000,272.00511000,17405324.27446470,70462,117.31717000,7507181.14523050,0.00003985,64129.20000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 22:00:00,64012.39000000,64350.00000000,63978.12000000,64272.01000000,446.43904000,28667859.22118200,99128,200.56736000,12879376.03750760,0.00003985,64129.20000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-20 23:00:00,64272.00000000,64336.91000000,64250.02000000,64298.01000000,247.09349000,15885321.71063930,51066,144.91366000,9315840.74086490,0.00003985,64129.20000000,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 00:00:00,64298.01000000,64322.91000000,64237.31000000,64294.00000000,425.19081000,27328722.28372010,42158,215.71316000,13864702.32926110,0.00000778,64275.97479710,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 01:00:00,64294.00000000,64323.68000000,64206.17000000,64248.00000000,486.06931000,31227606.55024600,50456,117.93843000,7577892.29866890,0.00000778,64275.97479710,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 02:00:00,64248.00000000,64275.12000000,64216.05000000,64241.25000000,230.06330000,14780488.89377360,40822,104.10731000,6688837.60340580,0.00000778,64275.97479710,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 03:00:00,64241.26000000,64472.99000000,64234.00000000,64426.00000000,409.22163000,26345662.75881720,73844,282.54079000,18189667.87981230,0.00000778,64275.97479710,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
2026-06-21 04:00:00,64426.00000000,64588.00000000,64269.45000000,64276.12000000,379.39058000,24451616.55273650,76698,210.92645000,13596194.43860880,0.00000778,64275.97479710,,,,,,,,,,,,,,,,23.00000000,Extreme Fear,,,,,,
