date,symbol,volume,rank
2013-06-13 00:00:00+00:00,BTC,0.00000000,1
2013-06-13 00:00:00+00:00,LTC,0.00000000,2
2013-06-14 00:00:00+00:00,BTC,0.00000000,1
2013-06-14 00:00:00+00:00,LTC,0.00000000,2
2013-06-15 00:00:00+00:00,BTC,0.00000000,1
2013-06-15 00:00:00+00:00,LTC,0.00000000,2
2013-06-16 00:00:00+00:00,BTC,0.00000000,1
2013-06-16 00:00:00+00:00,LTC,0.00000000,2
2013-06-17 00:00:00+00:00,BTC,0.00000000,1
2013-06-17 00:00:00+00:00,LTC,0.00000000,2
2013-06-18 00:00:00+00:00,BTC,0.00000000,1
2013-06-18 00:00:00+00:00,LTC,0.00000000,2
2013-06-19 00:00:00+00:00,BTC,0.00000000,1
2013-06-19 00:00:00+00:00,LTC,0.00000000,2
2013-06-20 00:00:00+00:00,BTC,0.00000000,1
2013-06-20 00:00:00+00:00,LTC,0.00000000,2
2013-06-21 00:00:00+00:00,BTC,0.00000000,1
2013-06-21 00:00:00+00:00,LTC,0.00000000,2
2013-06-22 00:00:00+00:00,BTC,0.00000000,1
2013-06-22 00:00:00+00:00,LTC,0.00000000,2
2013-06-23 00:00:00+00:00,BTC,0.00000000,1
2013-06-23 00:00:00+00:00,LTC,0.00000000,2
2013-06-24 00:00:00+00:00,BTC,0.00000000,1
2013-06-24 00:00:00+00:00,LTC,0.00000000,2
2013-06-25 00:00:00+00:00,BTC,0.00000000,1
2013-06-25 00:00:00+00:00,LTC,0.00000000,2
2013-06-26 00:00:00+00:00,BTC,0.00000000,1
2013-06-26 00:00:00+00:00,LTC,0.00000000,2
2013-06-27 00:00:00+00:00,BTC,0.00000000,1
2013-06-27 00:00:00+00:00,LTC,0.00000000,2
2013-06-28 00:00:00+00:00,BTC,0.00000000,1
2013-06-28 00:00:00+00:00,LTC,0.00000000,2
2013-06-29 00:00:00+00:00,BTC,0.00000000,1
2013-06-29 00:00:00+00:00,LTC,0.00000000,2
2013-06-30 00:00:00+00:00,BTC,0.00000000,1
2013-06-30 00:00:00+00:00,LTC,0.00000000,2
2013-07-01 00:00:00+00:00,BTC,0.00000000,1
2013-07-01 00:00:00+00:00,LTC,0.00000000,2
2013-07-02 00:00:00+00:00,BTC,0.00000000,1
2013-07-02 00:00:00+00:00,LTC,0.00000000,2
2013-07-03 00:00:00+00:00,BTC,0.00000000,1
2013-07-03 00:00:00+00:00,LTC,0.00000000,2
2013-07-04 00:00:00+00:00,BTC,0.00000000,1
2013-07-04 00:00:00+00:00,LTC,0.00000000,2
2013-07-05 00:00:00+00:00,BTC,0.00000000,1
2013-07-05 00:00:00+00:00,LTC,0.00000000,2
2013-07-06 00:00:00+00:00,BTC,0.00000000,1
2013-07-06 00:00:00+00:00,LTC,0.00000000,2
2013-07-07 00:00:00+00:00,BTC,0.00000000,1
2013-07-07 00:00:00+00:00,LTC,0.00000000,2
2013-07-08 00:00:00+00:00,BTC,0.00000000,1
2013-07-08 00:00:00+00:00,LTC,0.00000000,2
2013-07-09 00:00:00+00:00,BTC,0.00000000,1
2013-07-09 00:00:00+00:00,LTC,0.00000000,2
2013-07-10 00:00:00+00:00,BTC,0.00000000,1
2013-07-10 00:00:00+00:00,LTC,0.00000000,2
2013-07-11 00:00:00+00:00,BTC,0.00000000,1
2013-07-11 00:00:00+00:00,LTC,0.00000000,2
2013-07-12 00:00:00+00:00,BTC,0.00000000,1
2013-07-12 00:00:00+00:00,LTC,0.00000000,2
2013-07-13 00:00:00+00:00,BTC,0.00000000,1
2013-07-13 00:00:00+00:00,LTC,0.00000000,2
2013-07-14 00:00:00+00:00,BTC,0.00000000,1
2013-07-14 00:00:00+00:00,LTC,0.00000000,2
2013-07-15 00:00:00+00:00,BTC,0.00000000,1
2013-07-15 00:00:00+00:00,LTC,0.00000000,2
2013-07-16 00:00:00+00:00,BTC,0.00000000,1
2013-07-16 00:00:00+00:00,LTC,0.00000000,2
2013-07-17 00:00:00+00:00,BTC,0.00000000,1
2013-07-17 00:00:00+00:00,LTC,0.00000000,2
2013-07-18 00:00:00+00:00,BTC,0.00000000,1
2013-07-18 00:00:00+00:00,LTC,0.00000000,2
2013-07-19 00:00:00+00:00,BTC,0.00000000,1
2013-07-19 00:00:00+00:00,LTC,0.00000000,2
2013-07-20 00:00:00+00:00,BTC,0.00000000,1
2013-07-20 00:00:00+00:00,LTC,0.00000000,2
2013-07-21 00:00:00+00:00,BTC,0.00000000,1
2013-07-21 00:00:00+00:00,LTC,0.00000000,2
2013-07-22 00:00:00+00:00,BTC,0.00000000,1
2013-07-22 00:00:00+00:00,LTC,0.00000000,2
2013-07-23 00:00:00+00:00,BTC,0.00000000,1
2013-07-23 00:00:00+00:00,LTC,0.00000000,2
2013-07-24 00:00:00+00:00,BTC,0.00000000,1
2013-07-24 00:00:00+00:00,LTC,0.00000000,2
2013-07-25 00:00:00+00:00,BTC,0.00000000,1
2013-07-25 00:00:00+00:00,LTC,0.00000000,2
2013-07-26 00:00:00+00:00,BTC,0.00000000,1
2013-07-26 00:00:00+00:00,LTC,0.00000000,2
2013-07-27 00:00:00+00:00,BTC,0.00000000,1
2013-07-27 00:00:00+00:00,LTC,0.00000000,2
2013-07-28 00:00:00+00:00,BTC,0.00000000,1
2013-07-28 00:00:00+00:00,LTC,0.00000000,2
2013-07-29 00:00:00+00:00,BTC,0.00000000,1
2013-07-29 00:00:00+00:00,LTC,0.00000000,2
2013-07-30 00:00:00+00:00,BTC,0.00000000,1
2013-07-30 00:00:00+00:00,LTC,0.00000000,2
2013-07-31 00:00:00+00:00,BTC,0.00000000,1
2013-07-31 00:00:00+00:00,LTC,0.00000000,2
2013-08-01 00:00:00+00:00,BTC,0.00000000,1
2013-08-01 00:00:00+00:00,LTC,0.00000000,2
2013-08-02 00:00:00+00:00,BTC,0.00000000,1
2013-08-02 00:00:00+00:00,LTC,0.00000000,2
2013-08-03 00:00:00+00:00,BTC,0.00000000,1
2013-08-03 00:00:00+00:00,LTC,0.00000000,2
2013-08-04 00:00:00+00:00,BTC,0.00000000,1
2013-08-04 00:00:00+00:00,XRP,0.00000000,2
2013-08-04 00:00:00+00:00,LTC,0.00000000,3
2013-08-05 00:00:00+00:00,BTC,0.00000000,1
2013-08-05 00:00:00+00:00,XRP,0.00000000,2
2013-08-05 00:00:00+00:00,LTC,0.00000000,3
2013-08-06 00:00:00+00:00,BTC,0.00000000,1
2013-08-06 00:00:00+00:00,XRP,0.00000000,2
2013-08-06 00:00:00+00:00,LTC,0.00000000,3
2013-08-07 00:00:00+00:00,BTC,0.00000000,1
2013-08-07 00:00:00+00:00,XRP,0.00000000,2
2013-08-07 00:00:00+00:00,LTC,0.00000000,3
2013-08-08 00:00:00+00:00,BTC,0.00000000,1
2013-08-08 00:00:00+00:00,XRP,0.00000000,2
2013-08-08 00:00:00+00:00,LTC,0.00000000,3
2013-08-09 00:00:00+00:00,BTC,0.00000000,1
2013-08-09 00:00:00+00:00,XRP,0.00000000,2
2013-08-09 00:00:00+00:00,LTC,0.00000000,3
2013-08-10 00:00:00+00:00,BTC,0.00000000,1
2013-08-10 00:00:00+00:00,XRP,0.00000000,2
2013-08-10 00:00:00+00:00,LTC,0.00000000,3
2013-08-11 00:00:00+00:00,BTC,0.00000000,1
2013-08-11 00:00:00+00:00,XRP,0.00000000,2
2013-08-11 00:00:00+00:00,LTC,0.00000000,3
2013-08-12 00:00:00+00:00,BTC,0.00000000,1
2013-08-12 00:00:00+00:00,XRP,0.00000000,2
2013-08-12 00:00:00+00:00,LTC,0.00000000,3
2013-08-13 00:00:00+00:00,BTC,0.00000000,1
2013-08-13 00:00:00+00:00,XRP,0.00000000,2
2013-08-13 00:00:00+00:00,LTC,0.00000000,3
2013-08-14 00:00:00+00:00,BTC,0.00000000,1
2013-08-14 00:00:00+00:00,XRP,0.00000000,2
2013-08-14 00:00:00+00:00,LTC,0.00000000,3
2013-08-15 00:00:00+00:00,BTC,0.00000000,1
2013-08-15 00:00:00+00:00,XRP,0.00000000,2
2013-08-15 00:00:00+00:00,LTC,0.00000000,3
2013-08-16 00:00:00+00:00,BTC,0.00000000,1
2013-08-16 00:00:00+00:00,XRP,0.00000000,2
2013-08-16 00:00:00+00:00,LTC,0.00000000,3
2013-08-17 00:00:00+00:00,BTC,0.00000000,1
2013-08-17 00:00:00+00:00,XRP,0.00000000,2
2013-08-17 00:00:00+00:00,LTC,0.00000000,3
2013-08-18 00:00:00+00:00,BTC,0.00000000,1
2013-08-18 00:00:00+00:00,XRP,0.00000000,2
2013-08-18 00:00:00+00:00,LTC,0.00000000,3
2013-08-19 00:00:00+00:00,BTC,0.00000000,1
2013-08-19 00:00:00+00:00,XRP,0.00000000,2
2013-08-19 00:00:00+00:00,LTC,0.00000000,3
2013-08-20 00:00:00+00:00,BTC,0.00000000,1
2013-08-20 00:00:00+00:00,XRP,0.00000000,2
2013-08-20 00:00:00+00:00,LTC,0.00000000,3
2013-08-21 00:00:00+00:00,BTC,0.00000000,1
2013-08-21 00:00:00+00:00,XRP,0.00000000,2
2013-08-21 00:00:00+00:00,LTC,0.00000000,3
2013-08-22 00:00:00+00:00,BTC,0.00000000,1
2013-08-22 00:00:00+00:00,XRP,0.00000000,2
2013-08-22 00:00:00+00:00,LTC,0.00000000,3
2013-08-23 00:00:00+00:00,BTC,0.00000000,1
2013-08-23 00:00:00+00:00,XRP,0.00000000,2
2013-08-23 00:00:00+00:00,LTC,0.00000000,3
2013-08-24 00:00:00+00:00,BTC,0.00000000,1
2013-08-24 00:00:00+00:00,XRP,0.00000000,2
2013-08-24 00:00:00+00:00,LTC,0.00000000,3
2013-08-25 00:00:00+00:00,BTC,0.00000000,1
2013-08-25 00:00:00+00:00,XRP,0.00000000,2
2013-08-25 00:00:00+00:00,LTC,0.00000000,3
2013-08-26 00:00:00+00:00,BTC,0.00000000,1
2013-08-26 00:00:00+00:00,XRP,0.00000000,2
2013-08-26 00:00:00+00:00,LTC,0.00000000,3
2013-08-27 00:00:00+00:00,BTC,0.00000000,1
2013-08-27 00:00:00+00:00,XRP,0.00000000,2
2013-08-27 00:00:00+00:00,LTC,0.00000000,3
2013-08-28 00:00:00+00:00,BTC,0.00000000,1
2013-08-28 00:00:00+00:00,XRP,0.00000000,2
2013-08-28 00:00:00+00:00,LTC,0.00000000,3
2013-08-29 00:00:00+00:00,BTC,0.00000000,1
2013-08-29 00:00:00+00:00,XRP,0.00000000,2
2013-08-29 00:00:00+00:00,LTC,0.00000000,3
2013-08-30 00:00:00+00:00,BTC,0.00000000,1
2013-08-30 00:00:00+00:00,XRP,0.00000000,2
2013-08-30 00:00:00+00:00,LTC,0.00000000,3
2013-08-31 00:00:00+00:00,BTC,0.00000000,1
2013-08-31 00:00:00+00:00,XRP,0.00000000,2
2013-08-31 00:00:00+00:00,LTC,0.00000000,3
2013-09-01 00:00:00+00:00,BTC,0.00000000,1
2013-09-01 00:00:00+00:00,XRP,0.00000000,2
2013-09-01 00:00:00+00:00,LTC,0.00000000,3
2013-09-02 00:00:00+00:00,BTC,0.00000000,1
2013-09-02 00:00:00+00:00,XRP,0.00000000,2
2013-09-02 00:00:00+00:00,LTC,0.00000000,3
2013-09-03 00:00:00+00:00,BTC,0.00000000,1
2013-09-03 00:00:00+00:00,XRP,0.00000000,2
2013-09-03 00:00:00+00:00,LTC,0.00000000,3
2013-09-04 00:00:00+00:00,BTC,0.00000000,1
2013-09-04 00:00:00+00:00,XRP,0.00000000,2
2013-09-04 00:00:00+00:00,LTC,0.00000000,3
2013-09-05 00:00:00+00:00,BTC,0.00000000,1
2013-09-05 00:00:00+00:00,XRP,0.00000000,2
2013-09-05 00:00:00+00:00,LTC,0.00000000,3
2013-09-06 00:00:00+00:00,BTC,0.00000000,1
2013-09-06 00:00:00+00:00,XRP,0.00000000,2
2013-09-06 00:00:00+00:00,LTC,0.00000000,3
2013-09-07 00:00:00+00:00,BTC,0.00000000,1
2013-09-07 00:00:00+00:00,XRP,0.00000000,2
2013-09-07 00:00:00+00:00,LTC,0.00000000,3
2013-09-08 00:00:00+00:00,BTC,0.00000000,1
2013-09-08 00:00:00+00:00,XRP,0.00000000,2
2013-09-08 00:00:00+00:00,LTC,0.00000000,3
2013-09-09 00:00:00+00:00,BTC,0.00000000,1
2013-09-09 00:00:00+00:00,XRP,0.00000000,2
2013-09-09 00:00:00+00:00,LTC,0.00000000,3
2013-09-10 00:00:00+00:00,BTC,0.00000000,1
2013-09-10 00:00:00+00:00,XRP,0.00000000,2
2013-09-10 00:00:00+00:00,LTC,0.00000000,3
2013-09-11 00:00:00+00:00,BTC,0.00000000,1
2013-09-11 00:00:00+00:00,XRP,0.00000000,2
2013-09-11 00:00:00+00:00,LTC,0.00000000,3
2013-09-12 00:00:00+00:00,BTC,0.00000000,1
2013-09-12 00:00:00+00:00,XRP,0.00000000,2
2013-09-12 00:00:00+00:00,LTC,0.00000000,3
2013-09-13 00:00:00+00:00,BTC,0.00000000,1
2013-09-13 00:00:00+00:00,XRP,0.00000000,2
2013-09-13 00:00:00+00:00,LTC,0.00000000,3
2013-09-14 00:00:00+00:00,BTC,0.00000000,1
2013-09-14 00:00:00+00:00,XRP,0.00000000,2
2013-09-14 00:00:00+00:00,LTC,0.00000000,3
2013-09-15 00:00:00+00:00,BTC,0.00000000,1
2013-09-15 00:00:00+00:00,XRP,0.00000000,2
2013-09-15 00:00:00+00:00,LTC,0.00000000,3
2013-09-16 00:00:00+00:00,BTC,0.00000000,1
2013-09-16 00:00:00+00:00,XRP,0.00000000,2
2013-09-16 00:00:00+00:00,LTC,0.00000000,3
2013-09-17 00:00:00+00:00,BTC,0.00000000,1
2013-09-17 00:00:00+00:00,XRP,0.00000000,2
2013-09-17 00:00:00+00:00,LTC,0.00000000,3
2013-09-18 00:00:00+00:00,BTC,0.00000000,1
2013-09-18 00:00:00+00:00,XRP,0.00000000,2
2013-09-18 00:00:00+00:00,LTC,0.00000000,3
2013-09-19 00:00:00+00:00,BTC,0.00000000,1
2013-09-19 00:00:00+00:00,XRP,0.00000000,2
2013-09-19 00:00:00+00:00,LTC,0.00000000,3
2013-09-20 00:00:00+00:00,BTC,0.00000000,1
2013-09-20 00:00:00+00:00,XRP,0.00000000,2
2013-09-20 00:00:00+00:00,LTC,0.00000000,3
2013-09-21 00:00:00+00:00,BTC,0.00000000,1
2013-09-21 00:00:00+00:00,XRP,0.00000000,2
2013-09-21 00:00:00+00:00,LTC,0.00000000,3
2013-09-22 00:00:00+00:00,BTC,0.00000000,1
2013-09-22 00:00:00+00:00,XRP,0.00000000,2
2013-09-22 00:00:00+00:00,LTC,0.00000000,3
2013-09-23 00:00:00+00:00,BTC,0.00000000,1
2013-09-23 00:00:00+00:00,XRP,0.00000000,2
2013-09-23 00:00:00+00:00,LTC,0.00000000,3
2013-09-24 00:00:00+00:00,BTC,0.00000000,1
2013-09-24 00:00:00+00:00,XRP,0.00000000,2
2013-09-24 00:00:00+00:00,LTC,0.00000000,3
2013-09-25 00:00:00+00:00,BTC,0.00000000,1
2013-09-25 00:00:00+00:00,XRP,0.00000000,2
2013-09-25 00:00:00+00:00,LTC,0.00000000,3
2013-09-26 00:00:00+00:00,BTC,0.00000000,1
2013-09-26 00:00:00+00:00,XRP,0.00000000,2
2013-09-26 00:00:00+00:00,LTC,0.00000000,3
2013-09-27 00:00:00+00:00,BTC,0.00000000,1
2013-09-27 00:00:00+00:00,XRP,0.00000000,2
