time,low,high,open,close,volume
1787061600,76.05,77.28,76.13,76.73,81387.74573601
1787065200,76.73,77.21,76.74,77.14,62435.72090125
1787068800,76.79,77.28,77.15,77.02,27099.11794098
1787072400,76.84,77.03,77.03,76.85,18831.30011334
1787076000,76.83,77.25,76.84,77.22,25490.1300662
1787079600,77.03,77.39,77.21,77.13,27016.62283712
1787083200,76.69,77.17,77.14,76.82,24176.07234232
1787086800,76.83,77.06,76.83,76.92,14862.00801205
1787090400,76.83,77.17,76.92,76.89,16314.06593702
1787094000,76.89,77.18,76.89,77.01,15449.4079522
1787097600,76.77,77.05,77.01,76.87,10299.08424507
1787101200,76.66,77.04,76.86,76.75,40785.88769834
1787104800,76.65,76.86,76.75,76.75,12813.51012537
1787108400,76.65,77.04,76.76,76.93,13404.790261
1787112000,76.73,77.08,76.93,76.81,8612.82445956
1787115600,76.71,76.99,76.81,76.73,13179.95479232
1787119200,76.58,77.08,76.74,77.01,18712.40029142
1787122800,76.88,77.03,77.02,76.89,5971.52200719
1787126400,76.84,77.58,76.88,77.33,31063.48575052
1787130000,77.15,77.43,77.32,77.25,8185.30930029
1787133600,77.16,77.32,77.26,77.31,12925.96539257
1787137200,77.3,77.56,77.31,77.48,15802.15017453
1787140800,77.36,78.75,77.48,78.34,48258.47159429
1787144400,78.11,78.64,78.35,78.35,60906.44865383
1787148000,78.3,80.95,78.35,80.83,156765.92411488
1787151600,80.63,82.97,80.83,81.79,325671.09144222
1787155200,81.53,82.35,81.79,81.56,121981.87180106
1787158800,80.98,81.72,81.56,81.61,72095.29233487
1787162400,81.23,82.29,81.61,82.26,73349.2725926
1787166000,81.99,82.52,82.25,82.35,85984.92072905
1787169600,82.25,84.29,82.35,83.71,106712.10879981
1787173200,83.71,87.26,83.72,86.61,295142.55307328
1787176800,84.88,86.82,86.62,85.44,122247.31333561
1787180400,84.99,85.76,85.44,85.34,51400.50765028
1787184000,84.86,85.74,85.34,84.94,64269.71318798
1787187600,84.59,85.36,84.94,85.32,37769.73207383
1787191200,84.63,85.4,85.32,84.7,25321.44311051
1787194800,83.94,84.74,84.71,84.42,39940.596433
1787198400,84.36,84.91,84.43,84.78,16727.34009651
1787202000,84.74,85.02,84.77,84.9,16396.60669381
1787205600,84.65,85.86,84.9,85.86,39055.15625009
1787209200,85.72,86.14,85.85,86.1,35076.60682192
1787212800,85.99,87.92,86.1,87.43,108559.61448675
1787216400,87.03,87.75,87.43,87.27,53418.14864874
1787220000,86.94,87.74,87.26,87.34,37803.32338987
1787223600,87.02,88.05,87.33,87.17,81339.86852314
1787227200,86.49,87.35,87.16,87.01,56936.76513572
1787230800,86.15,87.44,87.02,86.5,64680.50914753
1787234400,86.09,86.8,86.49,86.54,45243.92597425
1787238000,86.49,87.42,86.55,87.32,65912.08662935
1787241600,86.83,87.81,87.32,87.71,57972.39505999
1787245200,87.25,87.94,87.71,87.48,68922.04582125
1787248800,86.65,87.64,87.48,86.84,97063.12161109
1787252400,86.84,87.51,86.84,87.3,78981.2031984
1787256000,87.22,87.68,87.3,87.56,45867.8119352
1787259600,87.4,87.88,87.56,87.48,28275.54703923
1787263200,87.17,87.57,87.48,87.21,44421.90467905
1787266800,87.17,87.97,87.21,87.64,38059.19041379
1787270400,87.55,88.81,87.63,88.21,98205.85126835
1787274000,88.1,89.46,88.2,88.98,105883.54148815
1787277600,88.47,90.16,88.99,89.22,149098.97531462
1787281200,88.71,89.5,89.21,89.07,38576.98002497
1787284800,88.84,89.5,89.07,89.42,44850.9467322
1787288400,89.14,90.69,89.42,90.39,62248.23252867
1787292000,89.72,91.28,90.39,90.19,75318.56314804
1787295600,89.89,91.13,90.18,90.38,93856.15419124
1787299200,90.33,93.38,90.38,93.26,126492.22199651
1787302800,90.29,93.31,93.26,91.66,180063.62720031
1787306400,90.83,91.74,91.65,91.44,51098.63240663
1787310000,89.89,91.61,91.45,90.26,145830.30437653
1787313600,89.97,91.13,90.27,90.85,67817.52194817
1787317200,90.44,90.95,90.85,90.51,16875.63138135
