ts,open,high,low,close,vol,volCcy,volCcyQuote,confirm
1785985200000,1898.5,1898.88,1894.51,1898.13,512168.02,51216.802,97148584.02294,1
1785988800000,1898.14,1907.84,1895,1906.85,1015194.42,101519.442,193209956.17496,1
1785992400000,1906.84,1917.8,1906.32,1913.45,1746104.53,174610.453,333934402.57539,1
1785996000000,1913.46,1913.67,1908.5,1912.66,442482.07,44248.207,84570718.97673,1
1785999600000,1912.66,1914.4,1906.67,1908.54,582961.58,58296.158,111349232.72832,1
1786003200000,1908.55,1921.18,1907.55,1915.33,1058016.72,105801.672,202479778.41752,1
1786006800000,1915.32,1916,1903.9,1907.01,1246525.49,124652.549,237906300.35033,1
1786010400000,1907.01,1907.01,1900.68,1901.98,929258.59,92925.859,176877948.8985,1
1786014000000,1901.99,1908.41,1895.61,1906.91,1032419.56,103241.956,196411342.42919,1
1786017600000,1906.91,1907,1898.1,1898.23,690324.53,69032.453,131334186.18445,1
1786021200000,1898.23,1910.4,1891.21,1906.49,2419989.33,241998.933,459761954.63293,1
1786024800000,1906.49,1918,1902.09,1914,1908676.85,190867.685,364578033.17133,1
1786028400000,1914,1919.4,1909.03,1909.8,1535841.11,153584.111,294048635.52471,1
1786032000000,1909.81,1916,1907.54,1914.84,911675.49,91167.549,174223696.7466,1
1786035600000,1914.84,1917.5,1909.4,1913.21,452366.61,45236.661,86571439.61047,1
1786039200000,1913.21,1913.4,1903.13,1905.28,544267.53,54426.753,103810333.72034,1
1786042800000,1905.29,1910.45,1905.07,1909.02,331004.45,33100.445,63136913.55902,1
1786046400000,1909.03,1910.02,1905,1906.26,201921.11,20192.111,38513783.13271,1
1786050000000,1906.27,1908.81,1905.09,1905.37,182038.54,18203.854,34709916.05777,1
1786053600000,1905.37,1906.66,1901.6,1904.16,264487.59,26448.759,50345526.39856,1
1786057200000,1904.15,1905.2,1898.05,1903.35,505171.36,50517.136,96029218.82747,1
1786060800000,1903.35,1904.61,1899,1903.06,474009.78,47400.978,90141962.98446,1
1786064400000,1903.05,1906.8,1898.22,1902.61,604185.56,60418.556,114969677.69435,1
1786068000000,1902.61,1908,1896.38,1902,828975.26,82897.526,157697333.91912,1
1786071600000,1902.01,1903.22,1895.39,1896.78,468438.78,46843.878,88956767.51267,1
1786075200000,1896.78,1900,1893.5,1896.65,683304.83,68330.483,129610173.30316,1
1786078800000,1896.65,1901.87,1894.68,1900.7,520053.34,52005.334,98704703.99839,1
1786082400000,1900.7,1906.66,1899.09,1903.69,947199.79,94719.979,180328694.07312,1
