time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:21:24,HYPEUSDT,59.42924048,59.45200000,59.29660313,-0.00004460,0.00010000,2026-08-18 16:00:00
