time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:22:26,AKEUSDT,0.00960878,0.00960741,0.00968701,0.00024991,0.00010000,2026-08-18 16:00:00
