time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:20:35.002,BTCUSDT,64743.40000000,64772.26804348,64747.58222572,0.00004486,0.00010000,2026-08-18 16:00:00
