time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:21:41.001,BNBUSDT,603.73000000,603.40879541,603.08250066,0.00001378,0.00000000,2026-08-18 16:00:00
