ts,open,high,low,close,confirm
1785880800000,1.0758,1.0768,1.0737,1.0755,1
1785884400000,1.0755,1.0784,1.0727,1.0731,1
1785888000000,1.0731,1.0737,1.0685,1.0694,1
1785891600000,1.0694,1.0729,1.0675,1.0726,1
1785895200000,1.0726,1.0763,1.072,1.0735,1
1785898800000,1.0735,1.0743,1.0653,1.0671,1
1785902400000,1.0671,1.0674,1.0658,1.0666,1
1785906000000,1.0666,1.0724,1.0663,1.0692,1
1785909600000,1.0692,1.0703,1.0678,1.0684,1
1785913200000,1.0684,1.0687,1.0633,1.0666,1
1785916800000,1.0666,1.0673,1.0646,1.0652,1
1785920400000,1.0652,1.0665,1.064,1.0642,1
1785924000000,1.0642,1.0643,1.0607,1.0612,1
1785927600000,1.0612,1.0622,1.0596,1.0605,1
1785931200000,1.0605,1.0683,1.0601,1.0633,1
1785934800000,1.0633,1.0636,1.054,1.0612,1
1785938400000,1.0612,1.065,1.0589,1.0645,1
1785942000000,1.0645,1.0665,1.0597,1.06,1
1785945600000,1.06,1.0685,1.0598,1.0664,1
1785949200000,1.0664,1.0713,1.0659,1.0697,1
1785952800000,1.0697,1.0726,1.0679,1.0689,1
1785956400000,1.0689,1.0715,1.0678,1.0694,1
1785960000000,1.0694,1.0718,1.0669,1.069,1
1785963600000,1.069,1.0691,1.0633,1.0643,1
1785967200000,1.0643,1.065,1.0616,1.0616,1
1785970800000,1.0616,1.0629,1.0599,1.0616,1
1785974400000,1.0616,1.0629,1.0605,1.0619,1
1785978000000,1.0619,1.062,1.0527,1.0531,1
1785981600000,1.0531,1.0541,1.0412,1.0465,1
1785985200000,1.0465,1.0471,1.0409,1.0426,1
1785988800000,1.0426,1.0477,1.0391,1.0472,1
1785992400000,1.0472,1.0516,1.0472,1.0515,1
1785996000000,1.0515,1.0518,1.0489,1.0511,1
1785999600000,1.0511,1.0513,1.0474,1.0486,1
1786003200000,1.0486,1.0578,1.0476,1.0551,1
1786006800000,1.0551,1.056,1.0412,1.0448,1
1786010400000,1.0448,1.0469,1.0418,1.0468,1
1786014000000,1.0468,1.0509,1.0449,1.0498,1
1786017600000,1.0498,1.0498,1.0454,1.046,1
1786021200000,1.046,1.0468,1.0419,1.0452,1
1786024800000,1.0452,1.0476,1.0416,1.047,1
1786028400000,1.047,1.0535,1.0467,1.0485,1
1786032000000,1.0485,1.0494,1.0425,1.0451,1
1786035600000,1.0451,1.0485,1.0397,1.0408,1
1786039200000,1.0408,1.0423,1.0337,1.0352,1
1786042800000,1.0353,1.0379,1.032,1.0344,1
1786046400000,1.0344,1.0368,1.0321,1.0325,1
1786050000000,1.0325,1.0359,1.0319,1.0354,1
1786053600000,1.0354,1.0369,1.0344,1.0366,1
1786057200000,1.0366,1.0367,1.0294,1.0345,1
1786060800000,1.0345,1.0362,1.0307,1.0358,1
1786064400000,1.0358,1.0386,1.0346,1.0372,1
1786068000000,1.0372,1.0375,1.0271,1.0298,1
1786071600000,1.0298,1.0306,1.0189,1.0206,1
1786075200000,1.0206,1.023,1.0175,1.0199,1
1786078800000,1.0199,1.0221,1.0146,1.0205,1
1786082400000,1.0205,1.0282,1.02,1.0254,1
1786086000000,1.0254,1.0283,1.0241,1.0278,1
1786089600000,1.0278,1.0312,1.0263,1.0305,1
1786093200000,1.0304,1.0366,1.0303,1.0353,1
1786096800000,1.0353,1.0366,1.0335,1.0338,1
1786100400000,1.0338,1.0363,1.0315,1.0332,1
1786104000000,1.0332,1.0421,1.0328,1.0374,1
1786107600000,1.0374,1.0407,1.0349,1.0356,1
1786111200000,1.0356,1.0358,1.0249,1.0265,1
1786114800000,1.0265,1.0297,1.0255,1.0271,1
1786118400000,1.0271,1.03,1.015,1.015,1
1786122000000,1.015,1.0183,1.0122,1.016,1
1786125600000,1.016,1.0211,1.0137,1.0176,1
1786129200000,1.0176,1.0249,1.0175,1.023,1
1786132800000,1.023,1.0257,1.0226,1.0248,1
1786136400000,1.0248,1.0273,1.0214,1.0226,1
