time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:22:53.360,CBRSUSDT,220.44000000,220.24143436,218.80988761,0.00000000,0.00000000,2026-08-18 16:00:00
