ts,open,high,low,close,vol,volCcy,volCcyQuote,confirm
1515668400000,13356.7,13554.5,13133.5,13463.5,399.17926723,5337013.50589788,5337013.50589788,1
1515672000000,13467,13891.5,13454.9,13806.3,443.20351579,6058733.35223736,6058733.35223736,1
1515675600000,13806.3,13868.1,13668.7,13784.2,375.97884477,5176589.23977256,5176589.23977256,1
1515679200000,13785.8,13970.9,13680.3,13969.7,450.62231223,6211800.91267454,6211800.91267454,1
1515682800000,13977.6,14284,13868.1,13983.5,542.88845918,7665893.78441298,7665893.78441298,1
1515686400000,13982.4,14155.8,13904.6,13905.6,648.39779573,9112650.89036701,9112650.89036701,1
1515690000000,13905.6,13915.3,13632.6,13642.7,403.5689787,5565300.86536035,5565300.86536035,1
1515693600000,13642.7,13855.3,13630.1,13692.1,264.08633822,3627910.7131313,3627910.7131313,1
1515697200000,13692.1,13764.1,13300,13392,303.06918115,4095091.82559776,4095091.82559776,1
1515700800000,13392,13545.4,13111.1,13454.4,298.32995881,3990567.11117229,3990567.11117229,1
1515704400000,13454.4,13468,13133,13423.1,319.39906529,4251183.47639178,4251183.47639178,1
1515708000000,13423.1,13464.9,13000,13086.4,302.83407023,4008098.74666053,4008098.74666053,1
1515711600000,13086.4,13345.2,12910.1,13288.5,488.3128872,6403905.00981521,6403905.00981521,1
1515715200000,13288.1,13288.1,12767.9,13061.6,570.87598624,7432511.38163218,7432511.38163218,1
1515718800000,13062.5,13492.5,13046.8,13461.9,498.52119872,6613173.52699615,6613173.52699615,1
1515722400000,13462.3,13545.4,13320.5,13420,370.85420716,4983134.33100434,4983134.33100434,1
1515726000000,13420,13750,13334.9,13693,425.75363522,5779771.2333336,5779771.2333336,1
1515729600000,13714.6,13715,13479.3,13707,250.25852269,3409657.03768368,3409657.03768368,1
1515733200000,13707,13782,13379.4,13542.5,433.61604372,5879008.11708966,5879008.11708966,1
1515736800000,13542.5,13800,13501.8,13759.8,370.96691679,5073521.69253535,5073521.69253535,1
1515740400000,13759.8,13849.5,13642.3,13674.8,272.54987177,3750250.97519158,3750250.97519158,1
1515744000000,13674.8,13674.8,13491,13576.8,347.54119671,4719233.52987325,4719233.52987325,1
1515747600000,13576.8,13610.6,13334,13479.6,283.40725415,3818622.03652734,3818622.03652734,1
1515751200000,13479.6,13955,13479.6,13908.2,457.1320097,6303093.94609377,6303093.94609377,1
1515754800000,13906.6,14062.9,13817.6,13867.8,519.69759122,7220262.72358054,7220262.72358054,1
1515758400000,13867.8,13965,13582.7,13944.1,400.59161329,5555958.79319909,5555958.79319909,1
1515762000000,13944.1,13946,13708.6,13766.1,398.85402869,5527411.93776506,5527411.93776506,1
1515765600000,13766.1,13826.9,13628.8,13803.1,373.83621969,5140674.35762709,5140674.35762709,1
1515769200000,13803.1,13858.1,13383.8,13383.8,488.52187282,6651348.34252568,6651348.34252568,1
1515772800000,13383.8,13553.1,13234.1,13436,751.57796424,10084603.31073136,10084603.31073136,1
