ts,open,high,low,close,vol,volCcy,volCcyQuote,confirm
1785880800000,1.0758,1.0768,1.0738,1.0756,21788.94,2178894,2342571.1159,1
1785884400000,1.0756,1.0784,1.0727,1.0731,49450.08,4945008,5314151.8425,1
1785888000000,1.0731,1.0738,1.0685,1.0695,42177.96,4217796,4517213.2889,1
1785891600000,1.0695,1.073,1.0675,1.0726,52022.13,5202213,5566129.881,1
1785895200000,1.0726,1.0764,1.072,1.0736,35972.09,3597209,3865197.7401,1
1785898800000,1.0735,1.0744,1.0653,1.0672,58208.45,5820845,6217387.5377,1
1785902400000,1.0671,1.0675,1.0659,1.0667,26487.85,2648785,2825684.2869,1
1785906000000,1.0666,1.0725,1.0663,1.0693,27628.67,2762867,2955093.0531,1
1785909600000,1.0692,1.0703,1.0679,1.0684,32667.94,3266794,3491190.3609,1
1785913200000,1.0683,1.0687,1.063,1.0665,66189.88,6618988,7048978.3353,1
1785916800000,1.0666,1.0673,1.0646,1.0652,36061.14,3606114,3844404.5656,1
1785920400000,1.0653,1.0665,1.0641,1.0642,25408.99,2540899,2707531.3627,1
1785924000000,1.0642,1.0643,1.0606,1.0612,65857.62,6585762,6996287.8747,1
1785927600000,1.0613,1.0622,1.0594,1.0606,64845.35,6484535,6876937.2483,1
1785931200000,1.0605,1.0682,1.06,1.0634,76415.1,7641510,8134090.3823,1
1785934800000,1.0633,1.0637,1.0541,1.0613,141722.67,14172267,15001386.2825,1
1785938400000,1.0612,1.0649,1.059,1.0646,76574.8,7657480,8131079.6782,1
1785942000000,1.0645,1.0666,1.0598,1.0601,61098.29,6109829,6498906.6133,1
1785945600000,1.06,1.0687,1.0598,1.0665,65542.48,6554248,6981239.9286,1
1785949200000,1.0665,1.0713,1.0661,1.0697,56306.64,5630664,6019265.0755,1
1785952800000,1.0696,1.0727,1.068,1.0688,52860.67,5286067,5655123.7202,1
1785956400000,1.0688,1.0715,1.0679,1.0693,51363.17,5136317,5496136.6534,1
1785960000000,1.0694,1.0719,1.0669,1.069,41684.25,4168425,4458258.6229,1
1785963600000,1.0691,1.0691,1.0633,1.0644,64214.02,6421402,6843574.9096,1
1785967200000,1.0643,1.065,1.0616,1.0617,17801.72,1780172,1893116.8939,1
1785970800000,1.0617,1.0629,1.0599,1.0617,30397.44,3039744,3225759.4403,1
1785974400000,1.0617,1.0629,1.0605,1.062,24465.18,2446518,2597308.1266,1
1785978000000,1.062,1.062,1.0524,1.0531,57163.36,5716336,6046698.3996,1
1785981600000,1.0532,1.0541,1.041,1.0466,247575.35,24757535,25901508.0299,1
1785985200000,1.0465,1.0472,1.0408,1.0427,61636.37,6163637,6436448.4899,1
1785988800000,1.0427,1.0478,1.0392,1.0473,87952.42,8795242,9176932.6537,1
1785992400000,1.0473,1.0516,1.0473,1.0515,50792.96,5079296,5332119.5733,1
1785996000000,1.0515,1.0519,1.049,1.0512,49977.57,4997757,5250911.6715,1
1785999600000,1.0511,1.0514,1.0475,1.0487,42700.16,4270016,4482042.3644,1
1786003200000,1.0486,1.0578,1.0478,1.0552,110198.72,11019872,11598223.9794,1
