time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:23:04,NEARUSDT,1.63700000,1.63708108,1.63154771,-0.00000260,0.00010000,2026-08-18 16:00:00
