time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:24:02.001,BNBUSDC,603.17983507,602.83441633,602.70106207,0.00004825,0.00000000,2026-08-18 16:00:00
