time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:21:03.360,KORUUSDT,18.30000000,18.28556218,18.48865059,0.00000000,0.00000000,2026-08-18 16:00:00
