fundingTime,fundingRate,realizedRate,instId,method
1787414400000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1787385600000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1787356800000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1787328000000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1787299200000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1787270400000,0.0000780352542507,0.0000780352542507,ETH-USDT-SWAP,current_period
1787241600000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1787212800000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1787184000000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1787155200000,0.0000649603093738,0.0000649603093738,ETH-USDT-SWAP,current_period
1787126400000,0.0000262954322888,0.0000262954322888,ETH-USDT-SWAP,current_period
1787097600000,-0.0000150322210573,-0.0000150322210573,ETH-USDT-SWAP,current_period
1787068800000,-0.0000005095594143,-0.0000005095594143,ETH-USDT-SWAP,current_period
1787040000000,0.0000448222464397,0.0000448222464397,ETH-USDT-SWAP,current_period
1787011200000,0.000012978004836,0.000012978004836,ETH-USDT-SWAP,current_period
1786982400000,0.0000333349287259,0.0000333349287259,ETH-USDT-SWAP,current_period
1786953600000,0.0000137824649155,0.0000137824649155,ETH-USDT-SWAP,current_period
1786924800000,0.0000779795884864,0.0000779795884864,ETH-USDT-SWAP,current_period
1786896000000,0.000077278227667,0.000077278227667,ETH-USDT-SWAP,current_period
1786867200000,0.0000876265245191,0.0000876265245191,ETH-USDT-SWAP,current_period
1786838400000,0.0000216430646451,0.0000216430646451,ETH-USDT-SWAP,current_period
1786809600000,0.0000383273653081,0.0000383273653081,ETH-USDT-SWAP,current_period
1786780800000,0.0000375308273115,0.0000375308273115,ETH-USDT-SWAP,current_period
1786752000000,0.0000666945112963,0.0000666945112963,ETH-USDT-SWAP,current_period
1786723200000,0.0000944808093277,0.0000944808093277,ETH-USDT-SWAP,current_period
1786694400000,0.0000883149313719,0.0000883149313719,ETH-USDT-SWAP,current_period
1786665600000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1786636800000,0.0000753132654536,0.0000753132654536,ETH-USDT-SWAP,current_period
1786608000000,0.000016250221253,0.000016250221253,ETH-USDT-SWAP,current_period
1786579200000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1786550400000,0.0000812543862044,0.0000812543862044,ETH-USDT-SWAP,current_period
1786521600000,0.0000586603710092,0.0000586603710092,ETH-USDT-SWAP,current_period
1786492800000,0.0000650447801533,0.0000650447801533,ETH-USDT-SWAP,current_period
1786464000000,0.0000729133616208,0.0000729133616208,ETH-USDT-SWAP,current_period
1786435200000,0.0000629568308174,0.0000629568308174,ETH-USDT-SWAP,current_period
1786406400000,0.0000929685260374,0.0000929685260374,ETH-USDT-SWAP,current_period
1786377600000,0.0001,0.0001,ETH-USDT-SWAP,current_period
1786348800000,0.0000428864056466,0.0000428864056466,ETH-USDT-SWAP,current_period
1786320000000,0.0000538090424681,0.0000538090424681,ETH-USDT-SWAP,current_period
1786291200000,0.0000150459997638,0.0000150459997638,ETH-USDT-SWAP,current_period
1786262400000,0.0000698565916673,0.0000698565916673,ETH-USDT-SWAP,current_period
1786233600000,0.0000171944578959,0.0000171944578959,ETH-USDT-SWAP,current_period
1786204800000,-0.000002156013378,-0.000002156013378,ETH-USDT-SWAP,current_period
1786176000000,0.0000359142764991,0.0000359142764991,ETH-USDT-SWAP,current_period
1786147200000,0.0000246228606321,0.0000246228606321,ETH-USDT-SWAP,current_period
1786118400000,0.0000189688413157,0.0000189688413157,ETH-USDT-SWAP,current_period
