time,symbol,mark_price,index_price,estimated_settle_price,last_funding_rate,interest_rate,next_funding_time
2026-08-18 15:24:38,FETUSDT,0.12138105,0.12149563,0.12154844,0.00010000,0.00010000,2026-08-18 16:00:00
